Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.18,10.81,57.6,96.68,522.2,525.4,83.7
45001500,-0.18,10.87,55.5,99.24,519.6,522.6,83.9
45003000,-0.18,10.86,58.0,94.99,519.4,522.6,83.6
45004500,-0.17,10.83,55.7,99.73,521.8,524.8,83.9
45006000,-0.17,10.82,54.5,102.07,522.4,525.2,84.0
45007500,-0.18,10.82,56.3,98.82,522.1,525.1,83.8
45009000,-0.18,10.79,57.9,96.49,523.1,526.3,83.7
45010500,-0.18,10.82,56.8,98.02,522.1,525.2,83.8
45012000,-0.17,10.78,55.2,101.59,524.3,527.2,84.0
45013500,-0.18,10.83,56.8,97.74,521.2,524.3,83.8
45015000,-0.17,10.79,55.0,101.75,523.5,526.4,84.0
45016500,-0.18,10.81,56.2,99.04,522.3,525.3,83.9
45018000,-0.18,10.78,56.5,99.24,523.9,527.0,83.8
45019500,-0.17,10.81,55.4,100.74,522.8,525.8,84.0
45021000,-0.17,10.79,56.1,99.53,523.2,526.2,83.9
45022500,-0.17,10.78,54.3,103.25,524.3,527.1,84.1
45024000,-0.18,10.73,57.0,99.13,526.2,529.3,83.8
45025500,-0.17,10.76,55.6,101.23,525.1,528.0,84.0
45027000,-0.18,10.75,56.8,99.16,525.4,528.4,83.8
45028500,-0.17,10.73,56.1,100.83,526.6,529.6,83.9
45030000,-0.17,10.72,55.2,102.67,527.1,530.0,84.0
45031500,-0.17,10.73,54.5,103.95,527.0,529.9,84.1
45033000,-0.17,10.74,56.8,99.38,525.8,528.9,83.8
45034500,-0.17,10.72,56.2,100.76,526.8,529.8,83.9
45036000,-0.17,10.74,55.0,102.81,526.4,529.3,84.0
45037500,-0.17,10.73,55.5,101.87,526.6,529.5,84.0
45039000,-0.18,10.71,57.3,99.05,527.3,530.4,83.8
45040500,-0.17,10.74,54.9,103.00,526.3,529.2,84.0
45042000,-0.17,10.73,53.8,105.25,527.1,529.8,84.2
45043500,-0.18,10.72,57.6,98.38,526.8,530.0,83.8
45045000,-0.17,10.69,55.6,102.51,528.8,531.7,84.0
45046500,-0.17,10.71,56.6,100.20,527.2,530.3,83.9
45048000,-0.17,10.72,55.8,101.59,527.0,530.0,84.0
45049500,-0.17,10.67,56.4,101.46,529.5,532.5,83.9
45051000,-0.17,10.71,55.0,103.32,527.9,530.7,84.1
45052500,-0.17,10.67,56.2,101.80,529.4,532.4,83.9
45054000,-0.17,10.66,57.5,99.62,529.5,532.6,83.8
45055500,-0.18,10.66,59.2,96.77,529.6,532.9,83.6
45057000,-0.17,10.67,56.0,102.12,529.4,532.4,84.0
45058500,-0.17,10.65,56.3,102.06,530.7,533.6,83.9
45060000,-0.17,10.63,55.5,103.95,531.7,534.6,84.0
45061500,-0.17,10.65,55.7,103.15,530.8,533.7,84.0
45063000,-0.17,10.63,56.4,102.19,531.4,534.4,83.9
45064500,-0.17,10.62,55.4,104.25,532.3,535.2,84.1
