Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.21,11.09,63.3,83.26,507.0,511.0,82.9
45001500,-0.20,11.09,61.9,85.21,507.5,511.3,83.0
45003000,-0.20,11.12,61.3,85.64,506.4,510.1,83.1
45004500,-0.21,11.10,62.2,84.62,506.8,510.6,83.0
45006000,-0.21,11.10,63.6,82.84,506.7,510.7,82.9
45007500,-0.21,11.10,63.5,82.87,506.8,510.7,82.9
45009000,-0.21,11.08,62.3,84.73,507.7,511.5,83.0
45010500,-0.21,11.08,62.4,84.74,507.9,511.7,83.0
45012000,-0.20,11.09,61.9,85.20,507.4,511.2,83.0
45013500,-0.21,11.09,62.3,84.62,507.3,511.2,83.0
45015000,-0.20,11.04,62.8,84.75,509.5,513.4,83.0
45016500,-0.20,11.07,62.4,84.79,508.3,512.1,83.0
45018000,-0.20,11.06,62.4,85.01,508.7,512.5,83.0
45019500,-0.20,11.05,62.0,85.77,509.5,513.2,83.1
45021000,-0.21,11.05,63.9,83.23,509.1,513.1,82.9
45022500,-0.21,11.01,63.7,83.92,510.8,514.7,82.9
45024000,-0.20,11.02,61.0,87.63,511.1,514.7,83.2
45025500,-0.21,11.03,63.0,84.67,510.2,514.1,83.0
45027000,-0.21,11.05,64.2,82.82,509.1,513.1,82.8
45028500,-0.21,11.02,63.7,83.87,510.5,514.5,82.9
45030000,-0.21,11.02,63.1,84.70,510.8,514.7,83.0
45031500,-0.20,11.00,62.5,85.72,511.5,515.3,83.0
45033000,-0.21,11.02,64.9,82.24,510.2,514.3,82.7
45034500,-0.20,10.98,61.8,87.04,512.7,516.4,83.1
45036000,-0.20,10.98,62.1,86.64,512.6,516.3,83.1
45037500,-0.20,10.97,63.4,85.02,512.8,516.7,83.0
45039000,-0.21,10.96,64.8,83.29,513.0,517.1,82.8
45040500,-0.20,10.95,63.7,85.00,513.9,517.8,82.9
45042000,-0.20,10.99,62.3,86.28,512.3,516.1,83.1
45043500,-0.20,10.98,63.5,84.79,512.5,516.4,82.9
45045000,-0.21,10.95,64.2,84.24,513.5,517.5,82.9
45046500,-0.20,10.98,61.7,87.38,512.9,516.6,83.1
45048000,-0.20,10.96,62.6,86.29,513.6,517.4,83.0
45049500,-0.20,10.95,62.5,86.58,513.9,517.7,83.1
45051000,-0.20,10.92,63.1,86.16,515.3,519.1,83.0
45052500,-0.20,10.93,63.4,85.68,515.1,519.0,83.0
45054000,-0.20,10.99,62.9,85.49,512.3,516.1,83.0
45055500,-0.20,10.92,63.1,86.24,515.5,519.4,83.0
45057000,-0.20,10.92,63.9,85.16,515.3,519.3,82.9
45058500,-0.21,10.93,64.1,84.70,514.7,518.7,82.9
45060000,-0.21,10.89,64.8,84.31,516.3,520.3,82.8
45061500,-0.20,10.91,62.9,86.72,516.1,519.9,83.1
45063000,-0.20,10.88,63.8,85.91,517.4,521.3,83.0
45064500,-0.20,10.92,64.2,84.76,515.3,519.3,82.9
45066000,-0.20,10.85,63.8,86.28,518.5,522.4,83.0
45067500,-0.20,10.93,63.5,85.49,514.6,518.5,83.0
45069000,-0.20,10.87,62.1,88.49,518.2,521.9,83.2
45070500,-0.20,10.88,64.3,85.17,517.0,520.9,82.9
45072000,-0.20,10.87,62.4,88.15,518.2,521.9,83.1
45073500,-0.20,10.93,63.0,86.24,515.1,518.9,83.0
45075000,-0.20,10.85,63.7,86.59,518.7,522.6,83.0
45076500,-0.20,10.90,63.2,86.37,516.4,520.2,83.0
45078000,-0.20,10.87,62.7,87.56,518.0,521.8,83.1
45079500,-0.20,10.85,63.2,87.21,518.8,522.6,83.1
45081000,-0.20,10.86,62.5,88.02,518.6,522.3,83.1
45082500,-0.19,10.87,61.4,89.54,518.5,522.1,83.2
45084000,-0.19,10.84,61.3,90.28,519.9,523.5,83.3
45085500,-0.20,10.85,62.3,88.46,519.0,522.7,83.2
45087000,-0.20,10.84,63.1,87.52,519.2,523.0,83.1
45088500,-0.20,10.83,63.7,86.93,519.9,523.8,83.0
45090000,-0.19,10.84,61.9,89.23,519.7,523.3,83.2
45091500,-0.20,10.81,64.1,86.52,520.5,524.4,83.0
45093000,-0.20,10.81,63.1,87.96,520.8,524.6,83.1
45094500,-0.20,10.79,63.8,87.44,521.8,525.7,83.0
45096000,-0.20,10.81,64.5,86.11,520.6,524.6,82.9
45097500,-0.20,10.82,63.4,87.52,520.4,524.2,83.1
45099000,-0.20,10.82,64.6,85.74,520.0,523.9,82.9
45100500,-0.19,10.77,62.3,89.89,523.0,526.7,83.2
45102000,-0.20,10.79,65.2,85.46,521.4,525.5,82.9
45103500,-0.20,10.75,65.8,85.22,523.1,527.2,82.8
45105000,-0.19,10.76,62.2,90.12,523.5,527.2,83.2
45106500,-0.19,10.75,63.0,89.29,524.1,527.9,83.1
45108000,-0.20,10.76,65.1,86.09,523.0,527.1,82.9
45109500,-0.20,10.77,63.5,88.13,522.8,526.6,83.1
45111000,-0.20,10.78,64.2,87.09,522.3,526.3,83.0
45112500,-0.19,10.69,62.9,90.36,526.9,530.7,83.2
45114000,-0.20,10.75,64.9,86.46,523.4,527.4,82.9
45115500,-0.20,10.78,63.7,87.82,522.5,526.3,83.1
45117000,-0.20,10.75,63.5,88.34,523.6,527.4,83.1
45118500,-0.20,10.71,65.0,86.98,525.2,529.2,82.9
45120000,-0.20,10.71,64.4,87.88,525.8,529.7,83.0
45121500,-0.20,10.75,65.2,86.08,523.5,527.6,82.9
45123000,-0.20,10.71,64.5,87.69,525.5,529.5,83.0
45124500,-0.20,10.67,65.6,86.82,527.2,531.3,82.9
45126000,-0.20,10.70,64.9,87.34,526.0,530.0,83.0
45127500,-0.20,10.70,63.7,88.96,526.1,529.9,83.1
45129000,-0.20,10.70,64.7,87.59,525.9,529.9,83.0
45130500,-0.19,10.67,62.2,91.59,527.9,531.6,83.3
45132000,-0.20,10.71,64.9,87.15,525.3,529.3,83.0
45133500,-0.20,10.72,64.6,87.33,525.0,529.0,83.0
45135000,-0.20,10.71,64.1,88.19,525.5,529.4,83.0
45136500,-0.20,10.70,64.5,87.80,525.9,529.9,83.0
45138000,-0.20,10.66,65.6,87.00,527.8,531.9,82.9
