Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.41,12.91,88.6,42.77,423.5,432.7,78.2
45001500,-0.40,12.93,86.9,43.59,423.6,432.4,78.4
45003000,-0.41,12.88,88.8,42.90,424.6,433.8,78.2
45004500,-0.40,12.88,88.6,43.05,424.9,434.0,78.2
45006000,-0.40,12.88,88.0,43.34,424.9,434.0,78.3
45007500,-0.39,12.90,86.6,44.01,425.0,433.7,78.5
45009000,-0.40,12.87,87.5,43.70,425.5,434.4,78.4
45010500,-0.40,12.89,86.8,43.91,425.0,433.7,78.5
45012000,-0.40,12.86,87.7,43.70,426.0,434.9,78.4
45013500,-0.40,12.84,87.6,43.83,426.5,435.4,78.4
45015000,-0.40,12.89,87.4,43.55,424.7,433.6,78.4
45016500,-0.40,12.88,88.6,43.02,424.6,433.8,78.2
45018000,-0.40,12.88,87.1,43.86,425.5,434.3,78.4
45019500,-0.40,12.81,88.4,43.64,427.3,436.4,78.3
45021000,-0.39,12.86,86.9,44.10,426.2,435.0,78.5
45022500,-0.40,12.90,87.8,43.32,424.3,433.2,78.3
45024000,-0.40,12.83,89.5,42.94,426.3,435.6,78.1
45025500,-0.40,12.85,87.9,43.63,426.3,435.3,78.3
45027000,-0.41,12.83,89.6,42.83,426.0,435.4,78.1
45028500,-0.40,12.81,89.4,43.09,427.0,436.3,78.2
45030000,-0.39,12.78,88.0,44.04,428.5,437.4,78.4
45031500,-0.40,12.81,88.8,43.46,427.3,436.5,78.3
45033000,-0.41,12.82,89.8,42.86,426.6,435.9,78.1
45034500,-0.40,12.80,88.5,43.66,427.6,436.7,78.3
45036000,-0.39,12.83,87.4,44.03,426.9,435.8,78.4
45037500,-0.40,12.78,88.4,43.85,428.6,437.6,78.3
45039000,-0.40,12.83,89.5,42.90,426.2,435.5,78.1
45040500,-0.40,12.82,89.3,43.10,426.7,435.9,78.2
45042000,-0.40,12.76,88.5,43.94,429.2,438.2,78.3
45043500,-0.40,12.78,89.3,43.32,427.9,437.1,78.2
45045000,-0.39,12.77,87.7,44.35,429.3,438.1,78.5
45046500,-0.40,12.78,88.2,43.97,428.7,437.7,78.4
45048000,-0.40,12.77,90.1,43.00,427.9,437.3,78.1
45049500,-0.40,12.77,88.6,43.81,428.7,437.8,78.3
45051000,-0.40,12.75,88.6,43.97,429.5,438.5,78.3
45052500,-0.40,12.78,89.2,43.44,428.2,437.4,78.2
45054000,-0.41,12.74,90.9,42.80,428.7,438.2,78.0
45055500,-0.40,12.78,89.1,43.47,428.1,437.3,78.2
45057000,-0.40,12.73,89.8,43.45,429.8,439.0,78.2
45058500,-0.40,12.74,89.1,43.75,429.6,438.7,78.3
45060000,-0.40,12.72,89.2,43.88,430.5,439.6,78.3
45061500,-0.40,12.67,90.4,43.55,431.6,440.9,78.2
45063000,-0.40,12.73,90.2,43.26,429.7,439.0,78.1
45064500,-0.40,12.71,89.7,43.61,430.3,439.6,78.2
45066000,-0.40,12.69,89.5,43.92,431.3,440.5,78.3
45067500,-0.39,12.64,89.0,44.52,433.4,442.5,78.4
45069000,-0.40,12.72,89.4,43.77,430.4,439.6,78.3
45070500,-0.40,12.68,90.0,43.73,431.5,440.8,78.2
45072000,-0.40,12.66,90.2,43.71,432.0,441.3,78.2
45073500,-0.39,12.67,89.0,44.34,432.3,441.4,78.4
45075000,-0.40,12.69,90.9,43.16,430.8,440.3,78.1
45076500,-0.39,12.68,88.8,44.37,432.1,441.1,78.4
45078000,-0.40,12.67,90.3,43.61,431.8,441.1,78.2
45079500,-0.40,12.66,90.2,43.73,432.2,441.5,78.2
45081000,-0.39,12.66,89.5,44.15,432.5,441.7,78.3
45082500,-0.40,12.63,90.8,43.65,433.0,442.4,78.2
45084000,-0.39,12.66,89.4,44.17,432.6,441.7,78.3
45085500,-0.39,12.65,89.2,44.33,432.8,441.9,78.4
45087000,-0.39,12.60,89.6,44.45,434.5,443.6,78.3
45088500,-0.39,12.66,89.7,44.00,432.2,441.4,78.3
45090000,-0.39,12.64,89.6,44.26,433.3,442.5,78.3
45091500,-0.39,12.58,89.9,44.49,435.2,444.4,78.3
45093000,-0.39,12.62,89.1,44.59,434.0,443.0,78.4
45094500,-0.40,12.64,90.7,43.68,432.9,442.3,78.2
45096000,-0.39,12.62,90.0,44.19,433.9,443.1,78.3
45097500,-0.39,12.63,89.3,44.44,433.7,442.8,78.4
45099000,-0.40,12.63,90.6,43.77,433.2,442.6,78.2
45100500,-0.39,12.62,90.0,44.15,433.8,443.0,78.3
45102000,-0.39,12.61,90.1,44.14,434.1,443.4,78.3
45103500,-0.39,12.59,89.2,44.82,435.3,444.4,78.4
45105000,-0.40,12.57,91.4,43.77,435.0,444.5,78.1
45106500,-0.39,12.57,90.4,44.27,435.5,444.7,78.3
45108000,-0.40,12.56,91.3,43.92,435.5,445.0,78.2
45109500,-0.40,12.62,90.8,43.73,433.4,442.8,78.2
45111000,-0.40,12.57,91.5,43.72,435.1,444.6,78.1
45112500,-0.39,12.58,89.2,44.84,435.4,444.5,78.4
45114000,-0.39,12.57,90.7,44.15,435.4,444.7,78.2
45115500,-0.39,12.55,90.6,44.34,436.2,445.5,78.3
45117000,-0.39,12.54,90.7,44.38,436.6,446.0,78.3
45118500,-0.39,12.51,91.0,44.40,437.5,446.8,78.2
45120000,-0.39,12.55,90.4,44.41,436.1,445.4,78.3
