Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.18,10.80,57.2,97.41,522.6,525.7,83.7
45001500,-0.18,10.81,57.4,97.04,522.0,525.2,83.7
45003000,-0.17,10.79,55.6,100.70,523.6,526.6,83.9
45004500,-0.18,10.78,57.3,97.69,523.5,526.6,83.8
45006000,-0.18,10.76,57.7,97.34,524.5,527.6,83.7
45007500,-0.18,10.75,57.0,98.80,525.4,528.4,83.8
45009000,-0.17,10.76,56.2,100.00,524.8,527.8,83.9
45010500,-0.18,10.75,57.7,97.64,525.2,528.4,83.7
45012000,-0.17,10.75,55.6,101.37,525.4,528.4,84.0
45013500,-0.18,10.74,57.5,98.12,525.7,528.9,83.8
45015000,-0.17,10.71,56.9,99.87,527.5,530.6,83.8
45016500,-0.17,10.72,55.2,102.68,527.0,529.9,84.0
45018000,-0.18,10.73,57.3,98.72,526.3,529.4,83.8
45019500,-0.17,10.72,57.0,99.40,526.9,529.9,83.8
45021000,-0.17,10.78,56.2,99.69,524.1,527.1,83.9
45022500,-0.17,10.71,56.8,100.02,527.5,530.5,83.9
45024000,-0.17,10.71,57.1,99.45,527.2,530.3,83.8
45025500,-0.17,10.74,54.1,104.41,526.5,529.2,84.1
45027000,-0.17,10.72,55.3,102.39,527.0,529.8,84.0
45028500,-0.17,10.73,56.3,100.51,526.6,529.6,83.9
45030000,-0.17,10.70,55.1,103.31,528.1,531.0,84.0
45031500,-0.17,10.66,54.7,104.94,530.5,533.3,84.1
45033000,-0.18,10.69,57.9,98.39,528.2,531.4,83.7
45034500,-0.17,10.70,56.3,101.06,528.0,531.0,83.9
45036000,-0.17,10.72,55.8,101.51,526.8,529.8,84.0
45037500,-0.17,10.66,55.3,103.64,530.2,533.0,84.0
45039000,-0.17,10.69,57.0,99.97,528.4,531.4,83.8
45040500,-0.17,10.69,54.4,104.80,528.7,531.5,84.1
45042000,-0.17,10.67,54.8,104.41,529.7,532.5,84.1
45043500,-0.17,10.64,55.8,103.07,531.2,534.1,84.0
45045000,-0.17,10.69,54.7,104.23,528.8,531.7,84.1
45046500,-0.17,10.64,56.1,102.62,531.2,534.2,84.0
45048000,-0.17,10.67,55.8,102.45,529.5,532.5,84.0
45049500,-0.17,10.64,56.0,102.81,531.2,534.2,84.0
45051000,-0.16,10.63,54.3,106.36,532.2,534.9,84.2
45052500,-0.18,10.65,58.2,98.62,530.1,533.3,83.7
45054000,-0.17,10.63,56.8,101.53,531.7,534.7,83.9
45055500,-0.17,10.60,56.4,102.69,533.1,536.1,84.0
45057000,-0.17,10.61,55.8,103.55,532.5,535.4,84.0
45058500,-0.17,10.62,56.6,101.89,531.8,534.8,83.9
45060000,-0.17,10.61,56.2,102.99,532.8,535.7,84.0
45061500,-0.16,10.63,53.7,107.52,532.1,534.8,84.2
45063000,-0.17,10.64,56.7,101.46,530.8,533.8,83.9
45064500,-0.17,10.59,56.4,102.91,533.5,536.5,84.0
45066000,-0.17,10.59,55.2,105.27,534.1,536.9,84.1
45067500,-0.17,10.61,56.6,102.31,532.7,535.7,83.9
45069000,-0.17,10.56,56.6,103.22,535.0,538.0,84.0
45070500,-0.17,10.58,57.4,101.29,533.9,536.9,83.9
45072000,-0.17,10.54,56.2,104.38,536.2,539.1,84.0
45073500,-0.17,10.56,55.9,104.44,535.3,538.2,84.0
45075000,-0.17,10.59,56.7,102.47,533.6,536.6,83.9
45076500,-0.17,10.58,57.7,100.73,533.7,536.8,83.8
45078000,-0.17,10.57,56.1,104.04,534.8,537.8,84.0
45079500,-0.16,10.56,55.0,106.34,535.6,538.4,84.1
45081000,-0.17,10.54,55.8,105.10,536.3,539.2,84.1
45082500,-0.17,10.54,56.4,103.93,536.3,539.3,84.0
45084000,-0.17,10.53,56.1,104.72,536.7,539.7,84.0
45085500,-0.16,10.49,55.4,106.87,539.1,542.0,84.1
45087000,-0.17,10.55,57.2,102.23,535.6,538.6,83.9
45088500,-0.16,10.50,55.4,106.65,538.5,541.3,84.1
45090000,-0.17,10.56,56.7,103.05,535.1,538.1,84.0
45091500,-0.17,10.51,56.5,104.26,537.5,540.5,84.0
45093000,-0.17,10.50,58.1,101.53,537.8,540.9,83.8
45094500,-0.16,10.53,54.9,107.17,537.3,540.1,84.2
45096000,-0.17,10.51,56.2,104.95,538.0,541.0,84.0
45097500,-0.17,10.51,57.5,102.55,537.7,540.8,83.9
45099000,-0.17,10.49,56.8,104.29,538.9,541.8,84.0
45100500,-0.17,10.50,56.4,104.68,538.2,541.1,84.0
45102000,-0.17,10.46,57.3,103.80,540.1,543.1,83.9
45103500,-0.16,10.48,56.0,105.81,539.3,542.2,84.1
45105000,-0.17,10.49,56.3,105.17,539.0,541.9,84.0
45106500,-0.16,10.48,55.3,107.21,539.4,542.2,84.1
45108000,-0.16,10.48,55.5,106.95,539.5,542.3,84.1
45109500,-0.17,10.45,56.9,104.87,540.8,543.8,84.0
45111000,-0.17,10.46,57.2,104.11,540.5,543.5,84.0
45112500,-0.17,10.46,56.9,104.58,540.2,543.2,84.0
45114000,-0.16,10.44,56.3,106.13,541.6,544.5,84.1
45115500,-0.17,10.45,56.9,104.83,540.8,543.8,84.0
45117000,-0.16,10.45,55.7,107.16,541.1,544.0,84.1
45118500,-0.16,10.43,56.7,105.61,541.9,544.8,84.0
45120000,-0.16,10.42,56.5,106.26,542.5,545.4,84.1
45121500,-0.16,10.46,56.1,106.28,540.7,543.6,84.1
45123000,-0.17,10.41,57.3,104.89,543.0,546.0,84.0
45124500,-0.16,10.46,55.0,108.25,540.7,543.5,84.2
45126000,-0.16,10.44,56.5,105.76,541.5,544.5,84.0
45127500,-0.16,10.43,56.0,107.00,542.2,545.0,84.1
45129000,-0.17,10.42,58.8,101.82,541.8,545.0,83.8
45130500,-0.17,10.43,56.9,105.20,542.0,545.0,84.0
45132000,-0.16,10.41,54.6,110.08,543.3,546.1,84.3
45133500,-0.16,10.38,55.6,108.68,544.6,547.4,84.2
45135000,-0.16,10.40,54.9,109.66,543.8,546.6,84.2
45136500,-0.17,10.41,57.4,104.85,543.1,546.1,84.0
45138000,-0.16,10.38,56.2,107.54,544.7,547.6,84.1
45139500,-0.16,10.40,55.0,109.61,543.9,546.7,84.2
45141000,-0.16,10.36,55.6,109.23,545.8,548.6,84.2
45142500,-0.16,10.37,56.2,107.75,545.1,548.0,84.1
45144000,-0.16,10.35,56.9,106.84,546.1,549.0,84.1
45145500,-0.16,10.35,54.9,110.84,546.6,549.3,84.3
