Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.38,10.94,113.1,46.24,496.4,509.1,77.2
45001500,-0.38,10.93,115.4,45.38,496.1,509.4,76.9
45003000,-0.38,10.98,112.7,46.08,494.6,507.3,77.2
45004500,-0.38,10.91,115.0,45.75,497.5,510.6,77.0
45006000,-0.38,10.96,114.7,45.38,494.8,507.9,76.9
45007500,-0.37,10.88,114.1,46.36,499.0,511.9,77.1
45009000,-0.38,10.93,114.8,45.62,496.3,509.4,77.0
45010500,-0.38,10.89,114.9,45.93,498.3,511.4,77.0
45012000,-0.38,10.94,114.9,45.50,495.9,509.0,76.9
45013500,-0.38,10.91,114.2,46.11,497.8,510.7,77.1
45015000,-0.38,10.91,115.7,45.35,496.6,509.9,76.9
45016500,-0.37,10.91,113.6,46.34,497.9,510.7,77.1
45018000,-0.37,10.90,113.6,46.41,498.3,511.1,77.2
45019500,-0.37,10.87,114.2,46.43,499.7,512.6,77.1
45021000,-0.38,10.91,114.4,45.96,497.4,510.4,77.0
45022500,-0.38,10.90,114.1,46.20,498.2,511.1,77.1
45024000,-0.38,10.92,114.1,46.02,497.3,510.2,77.1
45025500,-0.37,10.87,114.2,46.44,499.8,512.6,77.1
45027000,-0.38,10.92,114.1,46.07,497.4,510.3,77.1
45028500,-0.37,10.83,113.9,46.88,501.7,514.4,77.2
45030000,-0.38,10.87,115.5,45.84,498.9,512.1,77.0
45031500,-0.38,10.84,115.1,46.30,500.8,513.8,77.1
45033000,-0.38,10.86,115.5,45.97,499.8,512.9,77.0
45034500,-0.37,10.86,113.3,46.89,500.4,513.1,77.2
45036000,-0.37,10.84,114.0,46.84,501.5,514.3,77.2
45037500,-0.37,10.86,113.2,47.03,500.9,513.5,77.3
45039000,-0.37,10.84,114.4,46.64,501.3,514.2,77.1
45040500,-0.37,10.85,114.6,46.41,500.4,513.3,77.1
45042000,-0.38,10.83,116.0,46.02,501.1,514.4,77.0
45043500,-0.37,10.81,114.6,46.83,502.7,515.6,77.2
45045000,-0.38,10.82,116.1,46.04,501.5,514.7,77.0
45046500,-0.37,10.81,115.3,46.46,502.1,515.2,77.1
45048000,-0.38,10.80,115.8,46.31,502.4,515.6,77.0
45049500,-0.37,10.80,114.2,47.08,503.5,516.3,77.2
45051000,-0.37,10.81,114.7,46.70,502.4,515.3,77.1
45052500,-0.37,10.80,114.8,46.78,503.0,515.9,77.1
45054000,-0.37,10.79,114.7,46.97,503.8,516.7,77.2
45055500,-0.38,10.81,115.9,46.16,501.8,515.0,77.0
45057000,-0.37,10.79,115.4,46.60,503.1,516.1,77.1
45058500,-0.37,10.75,115.5,46.93,505.3,518.3,77.1
45060000,-0.37,10.76,115.9,46.68,504.6,517.7,77.1
45061500,-0.37,10.74,116.6,46.58,505.5,518.8,77.0
45063000,-0.37,10.76,114.5,47.32,505.4,518.2,77.2
45064500,-0.37,10.75,115.7,46.80,504.9,518.0,77.1
45066000,-0.37,10.72,117.1,46.48,506.1,519.5,77.0
45067500,-0.37,10.75,114.2,47.50,505.7,518.5,77.3
45069000,-0.37,10.73,116.8,46.55,505.8,519.1,77.0
45070500,-0.37,10.75,116.7,46.41,504.8,518.1,77.0
45072000,-0.37,10.73,116.1,46.81,505.9,519.1,77.1
45073500,-0.37,10.80,115.2,46.67,503.1,516.1,77.1
45075000,-0.37,10.72,116.4,46.80,506.4,519.6,77.1
45076500,-0.37,10.71,116.1,47.03,507.1,520.3,77.1
45078000,-0.37,10.74,115.2,47.13,505.7,518.7,77.2
45079500,-0.37,10.64,117.3,47.08,509.9,523.3,77.0
45081000,-0.38,10.74,117.4,46.17,504.8,518.2,76.9
45082500,-0.36,10.72,114.6,47.62,507.2,520.0,77.3
45084000,-0.37,10.70,115.9,47.22,507.7,520.7,77.1
45085500,-0.36,10.67,115.2,47.80,509.6,522.4,77.3
45087000,-0.37,10.68,116.6,47.12,508.6,521.8,77.1
45088500,-0.37,10.69,117.2,46.78,507.9,521.2,77.0
45090000,-0.37,10.67,118.2,46.48,508.3,521.8,76.9
45091500,-0.37,10.68,117.0,46.92,508.3,521.6,77.0
45093000,-0.37,10.67,117.2,46.88,508.5,521.9,77.0
45094500,-0.36,10.67,115.0,47.92,509.8,522.7,77.3
45096000,-0.37,10.63,116.9,47.43,511.1,524.3,77.1
45097500,-0.37,10.64,117.9,46.87,509.9,523.3,77.0
45099000,-0.37,10.60,119.2,46.68,511.5,525.2,76.9
45100500,-0.37,10.61,117.7,47.27,511.7,525.1,77.1
45102000,-0.37,10.64,118.4,46.63,509.6,523.1,76.9
45103500,-0.37,10.62,118.0,47.03,511.1,524.6,77.0
45105000,-0.36,10.63,115.8,47.95,511.6,524.6,77.3
45106500,-0.37,10.59,119.3,46.70,511.8,525.6,76.9
45108000,-0.37,10.60,119.4,46.60,511.4,525.2,76.9
45109500,-0.37,10.68,116.3,47.24,508.8,521.9,77.1
45111000,-0.37,10.65,116.5,47.38,509.9,523.1,77.1
45112500,-0.36,10.61,116.1,47.90,512.1,525.1,77.2
45114000,-0.36,10.59,116.9,47.84,513.3,526.5,77.2
45115500,-0.36,10.60,116.0,48.14,513.1,526.0,77.3
45117000,-0.36,10.56,117.9,47.66,514.5,527.8,77.1
45118500,-0.37,10.58,117.6,47.55,513.1,526.4,77.1
45120000,-0.37,10.60,117.6,47.35,512.1,525.5,77.1
45121500,-0.36,10.57,117.7,47.61,513.7,527.0,77.1
45123000,-0.37,10.55,118.3,47.48,514.4,527.8,77.0
45124500,-0.37,10.56,118.0,47.54,514.0,527.4,77.1
45126000,-0.37,10.57,118.1,47.47,513.8,527.2,77.1
45127500,-0.36,10.54,116.7,48.30,515.7,528.8,77.2
45129000,-0.36,10.54,117.1,48.22,516.0,529.1,77.2
45130500,-0.36,10.56,117.5,47.78,514.3,527.5,77.1
45132000,-0.37,10.56,118.4,47.36,513.8,527.3,77.0
45133500,-0.37,10.56,119.0,47.12,513.7,527.4,77.0
45135000,-0.36,10.49,118.7,47.96,517.8,531.2,77.1
45136500,-0.36,10.53,117.7,47.98,515.9,529.2,77.1
45138000,-0.36,10.51,116.5,48.70,517.4,530.4,77.3
45139500,-0.36,10.55,117.2,48.08,515.4,528.5,77.2
45141000,-0.36,10.52,118.6,47.67,516.0,529.5,77.1
45142500,-0.37,10.53,119.2,47.35,515.3,528.9,77.0
45144000,-0.36,10.51,117.9,48.05,516.8,530.1,77.1
45145500,-0.37,10.54,118.5,47.58,515.3,528.8,77.0
45147000,-0.36,10.48,118.9,47.98,518.3,531.8,77.1
45148500,-0.37,10.50,119.2,47.59,516.7,530.3,77.0
45150000,-0.36,10.48,119.6,47.62,517.7,531.4,77.0
45151500,-0.37,10.47,119.9,47.54,518.0,531.7,77.0
45153000,-0.36,10.51,117.7,48.18,516.9,530.2,77.2
45154500,-0.36,10.49,119.1,47.80,517.7,531.2,77.0
45156000,-0.36,10.44,119.7,47.98,520.1,533.7,77.0
45157500,-0.36,10.46,118.1,48.49,519.6,532.8,77.2
45159000,-0.36,10.46,119.9,47.69,518.7,532.4,77.0
45160500,-0.36,10.50,119.1,47.60,516.7,530.2,77.0
45162000,-0.36,10.45,119.9,47.83,519.6,533.2,77.0
45163500,-0.37,10.46,121.1,47.19,518.3,532.3,76.9
45165000,-0.37,10.46,120.3,47.58,518.9,532.6,77.0
45166500,-0.36,10.41,119.5,48.30,521.5,535.0,77.1
45168000,-0.36,10.47,118.9,47.98,518.4,531.9,77.1
45169500,-0.36,10.47,118.8,48.10,518.9,532.4,77.1
45171000,-0.36,10.45,120.0,47.74,519.3,533.0,77.0
45172500,-0.36,10.45,118.7,48.34,520.1,533.5,77.1
45174000,-0.37,10.43,121.7,47.19,519.5,533.6,76.8
45175500,-0.36,10.46,119.5,47.90,519.1,532.7,77.0
45177000,-0.36,10.43,120.4,47.75,520.2,533.9,77.0
45178500,-0.36,10.39,118.8,48.88,523.3,536.7,77.2
45180000,-0.36,10.38,120.6,48.17,523.1,536.8,77.0
45181500,-0.36,10.37,120.0,48.48,523.6,537.2,77.1
45183000,-0.36,10.37,121.8,47.71,522.8,536.8,76.9
45184500,-0.35,10.40,118.0,49.08,522.9,536.0,77.3
45186000,-0.36,10.38,121.0,47.94,522.5,536.3,77.0
45187500,-0.36,10.40,119.9,48.24,522.0,535.6,77.1
45189000,-0.36,10.37,121.1,48.06,523.4,537.2,77.0
45190500,-0.36,10.37,121.0,48.04,523.1,536.9,77.0
45192000,-0.36,10.36,120.2,48.50,524.1,537.7,77.1
45193500,-0.36,10.36,120.5,48.42,524.3,538.0,77.1
45195000,-0.36,10.40,120.3,48.10,522.1,535.8,77.0
45196500,-0.36,10.34,121.1,48.38,525.2,539.0,77.0
45198000,-0.36,10.36,121.6,47.91,523.5,537.4,76.9
45199500,-0.36,10.33,120.8,48.51,525.5,539.2,77.0
45201000,-0.36,10.32,121.2,48.52,526.3,540.0,77.0
45202500,-0.36,10.34,121.0,48.35,524.8,538.6,77.0
45204000,-0.36,10.33,122.0,48.01,525.0,539.0,76.9
45205500,-0.36,10.32,121.0,48.51,525.9,539.7,77.0
45207000,-0.36,10.28,122.2,48.45,527.9,541.9,77.0
45208500,-0.36,10.28,123.4,47.89,527.2,541.4,76.8
45210000,-0.36,10.34,120.9,48.45,525.2,539.0,77.0
45211500,-0.36,10.29,121.2,48.76,527.7,541.5,77.1
45213000,-0.35,10.27,121.1,49.02,528.9,542.6,77.1
45214500,-0.36,10.34,122.0,47.92,524.4,538.4,76.9
45216000,-0.36,10.31,122.2,48.16,526.3,540.3,76.9
45217500,-0.36,10.34,120.2,48.73,525.3,538.9,77.1
45219000,-0.36,10.26,121.5,48.87,529.0,542.8,77.1
45220500,-0.35,10.28,120.4,49.25,528.7,542.3,77.2
