Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.40,11.01,118.4,43.41,490.6,504.7,76.4
45001500,-0.39,10.98,116.0,44.67,493.2,506.7,76.8
45003000,-0.40,10.96,118.5,43.76,492.8,506.8,76.5
45004500,-0.39,10.96,117.6,44.17,493.5,507.3,76.6
45006000,-0.39,10.95,117.2,44.39,494.1,507.8,76.7
45007500,-0.39,10.98,115.8,44.78,493.4,506.8,76.8
45009000,-0.39,10.98,116.4,44.50,493.0,506.6,76.7
45010500,-0.39,10.93,117.7,44.36,494.7,508.5,76.6
45012000,-0.40,10.95,118.8,43.71,493.2,507.3,76.5
45013500,-0.39,10.95,117.7,44.19,493.8,507.7,76.6
45015000,-0.39,10.97,116.8,44.45,493.6,507.2,76.7
45016500,-0.39,10.94,118.1,44.10,494.1,508.0,76.6
45018000,-0.39,10.96,116.7,44.54,493.8,507.4,76.7
45019500,-0.39,10.92,118.5,44.09,494.8,508.8,76.5
45021000,-0.39,10.92,118.2,44.29,495.3,509.2,76.6
45022500,-0.39,10.95,116.7,44.67,494.6,508.2,76.7
45024000,-0.39,10.91,118.7,44.17,495.6,509.6,76.5
45025500,-0.39,10.91,117.8,44.47,495.7,509.5,76.6
45027000,-0.39,10.93,117.0,44.72,495.4,509.1,76.7
45028500,-0.39,10.93,118.0,44.23,494.6,508.5,76.6
45030000,-0.39,10.91,117.5,44.60,495.8,509.6,76.7
45031500,-0.39,10.92,117.1,44.72,495.8,509.4,76.7
45033000,-0.39,10.87,118.5,44.51,497.4,511.3,76.6
45034500,-0.39,10.90,119.1,44.01,495.5,509.6,76.5
45036000,-0.38,10.91,116.3,45.14,496.5,509.9,76.8
45037500,-0.39,10.89,117.2,44.87,496.9,510.6,76.7
45039000,-0.39,10.89,117.5,44.78,497.0,510.7,76.7
45040500,-0.38,10.84,117.6,45.20,499.7,513.3,76.8
45042000,-0.39,10.88,117.6,44.83,497.5,511.2,76.7
45043500,-0.39,10.86,119.3,44.33,497.8,511.9,76.5
45045000,-0.39,10.86,118.1,44.87,498.6,512.3,76.7
45046500,-0.39,10.85,118.0,44.97,499.0,512.8,76.7
45048000,-0.39,10.86,118.6,44.64,498.2,512.1,76.6
45049500,-0.39,10.86,117.5,45.07,498.5,512.2,76.7
45051000,-0.39,10.90,117.2,44.79,496.4,510.1,76.7
45052500,-0.39,10.83,119.3,44.54,499.0,513.1,76.6
45054000,-0.39,10.86,117.9,44.88,498.3,512.0,76.7
45055500,-0.39,10.83,119.3,44.57,499.3,513.4,76.6
45057000,-0.39,10.82,119.5,44.59,499.7,513.8,76.6
45058500,-0.39,10.82,119.1,44.78,500.0,514.0,76.6
45060000,-0.39,10.86,117.7,44.96,498.4,512.2,76.7
45061500,-0.38,10.79,118.4,45.33,502.0,515.8,76.7
45063000,-0.38,10.80,118.2,45.27,501.1,514.9,76.7
45064500,-0.38,10.79,118.3,45.33,501.8,515.6,76.7
45066000,-0.39,10.74,120.9,44.65,502.9,517.2,76.5
45067500,-0.39,10.80,120.3,44.43,500.4,514.7,76.5
45069000,-0.39,10.78,119.2,45.06,502.0,516.0,76.6
45070500,-0.39,10.76,119.7,44.98,502.5,516.6,76.6
45072000,-0.38,10.73,119.5,45.32,504.2,518.2,76.7
45073500,-0.38,10.77,118.9,45.22,502.4,516.2,76.7
45075000,-0.39,10.76,119.9,44.92,502.6,516.7,76.6
45076500,-0.39,10.77,119.7,44.91,502.0,516.1,76.6
45078000,-0.39,10.78,119.2,45.01,501.7,515.7,76.6
45079500,-0.39,10.72,120.6,45.03,504.5,518.7,76.6
45081000,-0.39,10.73,120.2,45.02,503.8,518.0,76.6
45082500,-0.39,10.76,120.8,44.57,502.3,516.6,76.5
45084000,-0.38,10.72,119.2,45.54,504.8,518.7,76.7
45085500,-0.38,10.79,118.2,45.34,501.7,515.4,76.7
45087000,-0.39,10.77,119.8,44.93,502.3,516.4,76.6
45088500,-0.38,10.73,118.5,45.80,505.0,518.7,76.8
45090000,-0.39,10.70,120.7,45.08,505.1,519.4,76.6
45091500,-0.38,10.71,119.8,45.43,505.3,519.3,76.7
45093000,-0.39,10.71,120.9,44.93,504.6,518.9,76.5
45094500,-0.38,10.73,119.7,45.24,504.1,518.2,76.6
45096000,-0.38,10.71,120.3,45.23,505.2,519.3,76.6
45097500,-0.38,10.67,120.4,45.53,507.1,521.2,76.6
45099000,-0.38,10.72,119.4,45.49,504.9,518.9,76.7
45100500,-0.38,10.72,119.8,45.32,504.8,518.8,76.6
45102000,-0.38,10.69,119.5,45.67,506.3,520.2,76.7
45103500,-0.39,10.71,120.9,44.93,504.6,518.9,76.5
45105000,-0.39,10.69,121.0,45.12,506.0,520.2,76.6
45106500,-0.38,10.67,120.3,45.61,507.4,521.5,76.7
45108000,-0.38,10.68,119.7,45.74,507.0,521.0,76.7
45109500,-0.38,10.69,120.1,45.46,506.1,520.2,76.7
45111000,-0.38,10.63,121.2,45.60,509.1,523.4,76.6
45112500,-0.38,10.67,120.4,45.57,507.4,521.4,76.7
45114000,-0.38,10.64,121.4,45.35,508.1,522.4,76.6
45115500,-0.38,10.73,120.1,45.13,504.2,518.3,76.6
45117000,-0.38,10.68,120.2,45.56,506.9,521.0,76.7
45118500,-0.38,10.64,120.1,45.91,508.9,522.9,76.7
45120000,-0.38,10.65,121.0,45.44,507.9,522.1,76.6
45121500,-0.38,10.61,121.7,45.53,509.8,524.1,76.6
45123000,-0.38,10.61,121.3,45.70,510.0,524.2,76.6
45124500,-0.38,10.63,119.6,46.19,509.4,523.3,76.8
45126000,-0.38,10.60,121.5,45.69,510.3,524.5,76.6
45127500,-0.38,10.62,121.6,45.50,509.3,523.6,76.6
45129000,-0.38,10.64,121.3,45.39,508.1,522.4,76.6
45130500,-0.38,10.60,120.9,45.99,510.9,525.0,76.7
45132000,-0.38,10.59,121.3,45.82,510.8,525.0,76.6
45133500,-0.38,10.56,121.9,45.90,512.5,526.8,76.6
45135000,-0.38,10.57,121.6,45.89,511.7,526.0,76.6
45136500,-0.38,10.59,120.5,46.17,511.2,525.2,76.7
45138000,-0.38,10.59,122.5,45.42,510.6,525.1,76.5
45139500,-0.38,10.56,121.6,45.99,512.2,526.5,76.7
45141000,-0.37,10.56,120.7,46.43,513.0,527.1,76.8
45142500,-0.37,10.61,119.2,46.61,511.0,524.7,76.9
45144000,-0.38,10.55,122.2,45.90,512.9,527.3,76.6
45145500,-0.38,10.59,121.1,45.91,510.9,525.1,76.7
45147000,-0.38,10.59,121.0,46.04,511.3,525.5,76.7
45148500,-0.38,10.52,121.9,46.22,514.3,528.6,76.7
45150000,-0.38,10.57,122.1,45.73,511.8,526.2,76.6
45151500,-0.37,10.55,120.5,46.53,513.3,527.2,76.8
45153000,-0.38,10.55,121.9,45.96,512.6,526.9,76.6
45154500,-0.38,10.56,121.2,46.23,512.9,527.0,76.7
45156000,-0.38,10.52,122.1,46.11,514.1,528.4,76.6
45157500,-0.37,10.50,121.6,46.59,515.8,529.9,76.7
45159000,-0.38,10.52,122.7,45.90,514.0,528.5,76.6
45160500,-0.38,10.54,122.4,45.86,513.2,527.6,76.6
45162000,-0.38,10.49,123.1,46.05,515.6,530.1,76.6
45163500,-0.38,10.49,122.5,46.31,515.9,530.2,76.6
45165000,-0.38,10.51,121.9,46.32,515.0,529.2,76.7
45166500,-0.38,10.47,123.6,45.96,516.2,530.8,76.5
45168000,-0.37,10.49,121.6,46.65,516.3,530.4,76.7
45169500,-0.38,10.53,121.5,46.27,513.9,528.1,76.7
45171000,-0.38,10.44,124.6,45.88,517.6,532.4,76.5
45172500,-0.37,10.47,122.6,46.46,517.1,531.4,76.7
45174000,-0.37,10.47,122.7,46.40,517.0,531.4,76.6
45175500,-0.37,10.45,123.1,46.38,517.7,532.2,76.6
45177000,-0.37,10.48,122.3,46.45,516.5,530.7,76.7
45178500,-0.37,10.50,121.5,46.63,515.9,530.1,76.7
45180000,-0.38,10.45,124.6,45.75,516.8,531.6,76.4
45181500,-0.38,10.46,124.6,45.66,516.4,531.2,76.4
45183000,-0.38,10.46,124.2,45.89,516.8,531.5,76.5
45184500,-0.37,10.44,122.9,46.59,518.6,533.0,76.7
45186000,-0.38,10.39,125.2,46.11,520.2,535.0,76.5
45187500,-0.37,10.47,122.8,46.40,517.1,531.5,76.6
45189000,-0.38,10.43,125.2,45.75,518.1,533.0,76.4
45190500,-0.37,10.41,122.9,46.89,520.3,534.6,76.7
45192000,-0.37,10.40,124.3,46.34,519.9,534.5,76.6
45193500,-0.38,10.39,125.0,46.13,520.0,534.9,76.5
45195000,-0.37,10.41,122.2,47.14,520.3,534.5,76.8
45196500,-0.37,10.40,123.7,46.68,520.5,535.0,76.6
45198000,-0.37,10.38,123.6,46.80,521.2,535.6,76.7
45199500,-0.37,10.34,125.1,46.62,523.1,537.9,76.5
45201000,-0.37,10.40,123.1,46.91,520.8,535.1,76.7
45202500,-0.37,10.36,125.2,46.34,521.7,536.5,76.5
45204000,-0.37,10.43,121.5,47.28,519.7,533.7,76.8
