Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.35,10.80,110.0,49.06,505.4,517.2,77.7
45001500,-0.35,10.78,109.5,49.49,506.4,518.1,77.8
45003000,-0.35,10.77,110.2,49.20,506.6,518.4,77.7
45004500,-0.35,10.78,109.9,49.31,506.4,518.2,77.8
45006000,-0.35,10.80,109.5,49.33,505.6,517.3,77.8
45007500,-0.35,10.75,110.3,49.43,507.9,519.8,77.8
45009000,-0.35,10.78,108.6,49.99,507.1,518.6,77.9
45010500,-0.35,10.75,110.5,49.23,507.4,519.3,77.7
45012000,-0.35,10.78,110.2,49.17,506.2,518.1,77.7
45013500,-0.35,10.76,108.8,50.02,507.8,519.4,77.9
45015000,-0.35,10.72,109.0,50.35,510.0,521.5,77.9
45016500,-0.35,10.74,109.0,50.12,508.9,520.4,77.9
45018000,-0.35,10.82,107.9,49.95,505.4,516.8,78.0
45019500,-0.35,10.77,109.2,49.74,507.2,518.8,77.8
45021000,-0.35,10.77,108.9,49.85,507.0,518.6,77.9
45022500,-0.35,10.76,109.7,49.56,507.5,519.2,77.8
45024000,-0.35,10.75,108.4,50.30,508.4,519.8,78.0
45025500,-0.35,10.75,109.2,49.91,508.1,519.7,77.9
45027000,-0.35,10.75,109.3,49.87,508.1,519.7,77.9
45028500,-0.35,10.68,111.0,49.69,510.9,522.8,77.7
45030000,-0.35,10.76,108.5,50.16,507.9,519.3,77.9
45031500,-0.34,10.69,109.2,50.52,511.4,522.9,77.9
45033000,-0.34,10.70,108.6,50.77,511.3,522.7,78.0
45034500,-0.35,10.70,110.3,49.89,510.4,522.2,77.8
45036000,-0.35,10.71,110.4,49.73,509.7,521.5,77.8
45037500,-0.35,10.70,109.3,50.31,510.5,522.1,77.9
45039000,-0.35,10.68,110.2,50.12,511.5,523.2,77.8
45040500,-0.35,10.66,110.4,50.18,512.1,523.9,77.8
45042000,-0.35,10.69,110.9,49.60,510.3,522.2,77.7
45043500,-0.35,10.68,111.1,49.71,511.2,523.2,77.7
45045000,-0.34,10.65,109.1,50.90,513.3,524.7,78.0
45046500,-0.35,10.68,110.3,50.02,511.2,523.0,77.8
45048000,-0.34,10.66,109.9,50.42,512.4,524.0,77.9
45049500,-0.35,10.65,111.6,49.72,512.5,524.5,77.7
45051000,-0.34,10.65,109.8,50.60,513.2,524.9,77.9
45052500,-0.35,10.65,111.1,49.97,512.8,524.7,77.8
45054000,-0.35,10.65,110.4,50.30,512.8,524.5,77.9
45055500,-0.35,10.64,111.2,50.00,513.1,525.1,77.8
45057000,-0.35,10.66,112.2,49.35,511.7,523.9,77.6
45058500,-0.34,10.63,109.7,50.84,514.3,525.9,78.0
45060000,-0.34,10.64,110.4,50.37,513.2,524.9,77.9
45061500,-0.34,10.63,110.4,50.48,513.9,525.6,77.9
45063000,-0.35,10.60,111.5,50.20,514.9,526.8,77.8
45064500,-0.35,10.60,112.9,49.54,514.4,526.6,77.6
45066000,-0.34,10.63,109.7,50.86,514.4,525.9,78.0
45067500,-0.35,10.58,113.3,49.57,515.5,527.8,77.6
45069000,-0.34,10.60,110.3,50.79,515.4,527.1,77.9
45070500,-0.34,10.61,110.7,50.53,514.8,526.6,77.9
45072000,-0.34,10.62,108.3,51.63,515.2,526.5,78.1
45073500,-0.34,10.59,111.2,50.54,515.9,527.8,77.8
45075000,-0.34,10.56,110.7,50.98,517.3,529.0,77.9
45076500,-0.35,10.59,111.6,50.33,515.7,527.6,77.8
45078000,-0.35,10.58,111.6,50.34,515.9,527.8,77.8
45079500,-0.35,10.56,113.5,49.67,516.2,528.6,77.6
45081000,-0.34,10.59,110.8,50.66,515.7,527.5,77.9
45082500,-0.35,10.60,112.0,50.02,515.0,527.0,77.7
45084000,-0.35,10.55,112.3,50.30,517.1,529.2,77.7
45085500,-0.34,10.57,111.3,50.70,517.0,528.8,77.9
45087000,-0.34,10.60,110.9,50.54,515.4,527.2,77.9
45088500,-0.34,10.51,111.9,50.92,519.6,531.5,77.8
45090000,-0.34,10.53,112.3,50.53,518.5,530.5,77.8
45091500,-0.34,10.52,112.6,50.50,518.8,530.9,77.8
45093000,-0.34,10.53,111.8,50.78,518.5,530.4,77.8
45094500,-0.34,10.53,109.8,51.86,519.8,531.2,78.1
45096000,-0.34,10.55,110.8,51.08,518.1,529.8,77.9
45097500,-0.34,10.48,113.5,50.43,520.5,532.7,77.7
45099000,-0.34,10.50,112.0,50.95,520.0,532.0,77.8
45100500,-0.34,10.51,111.6,51.07,519.7,531.5,77.9
45102000,-0.34,10.50,112.6,50.67,519.8,531.9,77.8
45103500,-0.34,10.52,112.2,50.73,519.2,531.1,77.8
45105000,-0.34,10.49,111.0,51.66,521.5,533.2,78.0
45106500,-0.34,10.48,111.4,51.48,521.4,533.2,77.9
45108000,-0.34,10.47,113.6,50.51,521.1,533.3,77.7
