Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.40,11.04,116.6,43.90,489.9,503.6,76.6
45001500,-0.40,11.05,117.1,43.64,489.3,503.1,76.5
45003000,-0.39,11.01,116.9,44.03,491.2,504.9,76.6
45004500,-0.40,11.01,118.3,43.44,490.5,504.6,76.4
45006000,-0.39,11.03,116.0,44.26,490.8,504.3,76.7
45007500,-0.39,11.00,117.0,44.08,491.8,505.5,76.6
45009000,-0.40,10.98,118.0,43.86,492.4,506.3,76.5
45010500,-0.40,11.04,116.8,43.82,489.9,503.6,76.6
45012000,-0.39,11.03,115.9,44.30,490.9,504.4,76.7
45013500,-0.39,10.97,116.1,44.75,493.9,507.3,76.8
45015000,-0.40,11.03,116.7,43.97,490.6,504.3,76.6
45016500,-0.40,10.97,118.0,43.90,492.7,506.7,76.5
45018000,-0.39,11.03,115.2,44.60,491.2,504.5,76.8
45019500,-0.39,10.94,118.3,44.03,494.0,508.0,76.5
45021000,-0.39,11.02,116.3,44.15,490.9,504.5,76.7
45022500,-0.39,10.96,116.8,44.49,493.8,507.5,76.7
45024000,-0.39,10.97,117.1,44.25,492.9,506.6,76.6
45025500,-0.39,10.95,117.9,44.10,493.7,507.6,76.6
45027000,-0.39,10.94,116.0,44.98,495.0,508.4,76.8
45028500,-0.39,10.97,117.2,44.28,493.3,507.0,76.6
45030000,-0.39,10.94,118.2,44.07,494.0,507.9,76.5
45031500,-0.39,10.92,118.0,44.31,495.0,508.9,76.6
45033000,-0.39,10.96,117.6,44.18,493.6,507.4,76.6
45034500,-0.39,10.94,116.2,44.91,495.0,508.4,76.8
45036000,-0.39,10.95,116.8,44.58,494.3,507.9,76.7
45037500,-0.39,10.90,118.6,44.25,496.1,510.0,76.5
45039000,-0.39,10.90,118.0,44.50,496.3,510.2,76.6
45040500,-0.39,10.93,117.6,44.44,495.1,508.8,76.6
45042000,-0.39,10.92,117.8,44.47,495.6,509.4,76.6
45043500,-0.39,10.91,116.9,44.92,496.5,510.1,76.8
45045000,-0.39,10.93,117.5,44.51,495.2,509.0,76.7
45046500,-0.39,10.93,118.3,44.15,494.7,508.7,76.6
45048000,-0.39,10.85,118.6,44.69,498.6,512.5,76.6
45049500,-0.39,10.89,118.0,44.63,497.0,510.8,76.6
45051000,-0.39,10.90,118.4,44.34,496.0,509.9,76.6
45052500,-0.39,10.87,119.2,44.27,497.3,511.4,76.5
45054000,-0.39,10.92,118.0,44.39,495.5,509.3,76.6
45055500,-0.39,10.89,118.2,44.48,496.5,510.4,76.6
45057000,-0.39,10.85,120.2,44.02,497.8,512.1,76.4
45058500,-0.39,10.86,119.2,44.37,497.8,511.9,76.5
45060000,-0.39,10.90,118.3,44.35,496.0,509.9,76.6
45061500,-0.38,10.84,116.9,45.48,499.7,513.2,76.8
45063000,-0.38,10.84,117.5,45.22,499.5,513.1,76.8
45064500,-0.39,10.86,117.7,44.97,498.5,512.2,76.7
45066000,-0.38,10.81,117.9,45.33,500.9,514.6,76.8
45067500,-0.39,10.85,117.9,44.99,498.9,512.7,76.7
45069000,-0.39,10.81,119.6,44.65,500.2,514.3,76.6
45070500,-0.39,10.82,119.3,44.63,499.7,513.7,76.6
45072000,-0.38,10.78,117.9,45.55,502.3,515.9,76.8
45073500,-0.38,10.79,118.5,45.25,501.7,515.6,76.7
45075000,-0.39,10.78,120.4,44.52,501.1,515.3,76.5
45076500,-0.39,10.76,120.2,44.78,502.3,516.5,76.5
45078000,-0.38,10.82,117.9,45.28,500.7,514.4,76.7
45079500,-0.39,10.79,119.2,44.99,501.6,515.5,76.6
45081000,-0.38,10.81,118.1,45.21,500.7,514.4,76.7
45082500,-0.39,10.77,119.3,45.10,502.5,516.5,76.6
45084000,-0.38,10.78,118.7,45.23,502.0,515.8,76.7
45085500,-0.39,10.80,118.8,45.06,501.1,515.0,76.7
45087000,-0.38,10.80,118.4,45.26,501.5,515.3,76.7
45088500,-0.39,10.76,121.3,44.37,502.0,516.5,76.4
45090000,-0.38,10.80,118.3,45.26,501.3,515.1,76.7
45091500,-0.39,10.75,120.6,44.72,502.9,517.1,76.5
45093000,-0.39,10.77,119.6,44.99,502.4,516.4,76.6
45094500,-0.38,10.76,119.2,45.24,503.1,517.0,76.7
45096000,-0.39,10.75,120.7,44.68,502.8,517.1,76.5
45097500,-0.38,10.77,118.8,45.25,502.4,516.2,76.7
45099000,-0.39,10.75,120.0,44.99,503.1,517.2,76.6
45100500,-0.39,10.71,122.2,44.38,503.8,518.4,76.4
45102000,-0.38,10.70,119.5,45.66,506.1,520.1,76.7
45103500,-0.39,10.70,121.9,44.62,504.7,519.2,76.4
45105000,-0.38,10.69,120.8,45.18,505.8,520.1,76.6
45106500,-0.38,10.71,120.4,45.17,505.0,519.1,76.6
45108000,-0.39,10.73,120.6,44.94,504.0,518.2,76.5
45109500,-0.38,10.71,120.0,45.31,505.0,519.1,76.6
45111000,-0.38,10.69,120.6,45.24,505.8,520.0,76.6
45112500,-0.38,10.70,120.0,45.43,505.8,519.9,76.7
45114000,-0.38,10.65,121.5,45.21,507.5,521.9,76.5
45115500,-0.38,10.72,119.6,45.43,504.9,518.8,76.7
45117000,-0.38,10.68,120.1,45.54,506.7,520.7,76.7
45118500,-0.38,10.70,120.0,45.44,505.9,520.0,76.7
45120000,-0.38,10.65,120.9,45.51,508.0,522.2,76.6
45121500,-0.39,10.65,122.4,44.89,507.3,521.8,76.4
45123000,-0.38,10.70,120.3,45.30,505.7,519.8,76.6
45124500,-0.38,10.64,120.6,45.75,508.8,522.9,76.7
45126000,-0.38,10.64,119.8,46.03,508.9,522.8,76.8
45127500,-0.39,10.61,122.9,44.99,508.9,523.6,76.4
45129000,-0.38,10.66,120.3,45.61,507.5,521.5,76.7
45130500,-0.38,10.63,121.6,45.32,508.4,522.7,76.5
45132000,-0.38,10.59,121.6,45.74,510.9,525.2,76.6
45133500,-0.39,10.64,122.8,44.81,507.6,522.2,76.4
45135000,-0.38,10.64,119.3,46.30,509.5,523.2,76.8
45136500,-0.38,10.61,120.4,46.10,510.5,524.5,76.7
45138000,-0.38,10.59,121.6,45.69,510.6,524.8,76.6
45139500,-0.38,10.59,121.5,45.80,511.0,525.3,76.6
45141000,-0.38,10.63,119.8,46.14,509.5,523.3,76.8
45142500,-0.38,10.56,122.2,45.78,512.2,526.6,76.6
45144000,-0.38,10.60,120.8,45.97,510.6,524.7,76.7
45145500,-0.38,10.61,120.7,45.96,510.4,524.5,76.7
45147000,-0.37,10.60,119.8,46.37,510.9,524.8,76.8
45148500,-0.38,10.58,121.5,45.87,511.4,525.7,76.6
45150000,-0.38,10.53,122.0,46.13,513.9,528.2,76.6
45151500,-0.38,10.61,119.9,46.27,510.6,524.4,76.8
45153000,-0.38,10.59,121.6,45.75,511.0,525.2,76.6
45154500,-0.37,10.53,121.3,46.39,514.1,528.2,76.7
45156000,-0.38,10.54,121.4,46.30,513.6,527.8,76.7
45157500,-0.37,10.56,120.4,46.53,513.0,526.9,76.8
45159000,-0.38,10.57,121.7,45.82,511.6,525.9,76.6
45160500,-0.38,10.58,120.6,46.28,511.9,525.9,76.7
45162000,-0.38,10.57,121.3,46.04,512.0,526.2,76.7
45163500,-0.38,10.61,120.3,46.14,510.6,524.6,76.7
45165000,-0.37,10.55,120.6,46.53,513.5,527.4,76.8
45166500,-0.37,10.54,121.0,46.49,514.1,528.1,76.8
45168000,-0.38,10.55,121.9,45.99,512.9,527.1,76.6
45169500,-0.37,10.48,122.4,46.42,516.5,530.8,76.7
