Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.36,12.58,83.7,48.05,437.9,445.8,79.2
45001500,-0.36,12.63,83.7,47.64,435.8,443.8,79.1
45003000,-0.36,12.59,84.1,47.76,437.4,445.4,79.1
45004500,-0.36,12.57,83.4,48.29,438.3,446.1,79.2
45006000,-0.37,12.56,85.1,47.38,438.1,446.2,79.0
45007500,-0.36,12.56,83.8,48.10,438.4,446.3,79.2
45009000,-0.36,12.55,83.7,48.26,438.9,446.8,79.2
45010500,-0.37,12.55,85.0,47.48,438.3,446.5,79.0
45012000,-0.36,12.56,83.2,48.54,438.8,446.7,79.3
45013500,-0.36,12.55,84.1,48.02,438.8,446.7,79.1
45015000,-0.36,12.57,84.6,47.61,437.9,446.0,79.1
45016500,-0.36,12.54,83.5,48.45,439.3,447.1,79.2
45018000,-0.36,12.55,84.3,47.90,438.6,446.6,79.1
45019500,-0.36,12.55,84.5,47.81,438.6,446.7,79.1
45021000,-0.36,12.53,84.4,48.07,439.6,447.7,79.1
45022500,-0.36,12.53,84.6,47.94,439.5,447.5,79.1
45024000,-0.37,12.55,84.9,47.54,438.4,446.5,79.0
45025500,-0.36,12.53,84.7,47.85,439.5,447.6,79.1
45027000,-0.36,12.50,83.6,48.72,440.8,448.6,79.3
45028500,-0.36,12.51,83.9,48.45,440.3,448.3,79.2
45030000,-0.36,12.48,84.7,48.21,441.3,449.3,79.1
45031500,-0.37,12.47,85.9,47.57,441.1,449.4,79.0
45033000,-0.36,12.49,85.3,47.80,440.8,449.0,79.0
45034500,-0.36,12.47,84.8,48.30,441.7,449.8,79.1
45036000,-0.36,12.43,85.2,48.34,443.0,451.1,79.1
45037500,-0.36,12.47,85.6,47.73,441.1,449.3,79.0
45039000,-0.36,12.48,84.5,48.37,441.4,449.4,79.2
45040500,-0.36,12.46,85.2,48.08,441.8,450.0,79.1
45042000,-0.36,12.46,84.8,48.30,441.8,449.9,79.1
45043500,-0.36,12.44,84.2,48.88,443.0,451.0,79.2
45045000,-0.36,12.45,85.6,47.93,442.0,450.2,79.0
45046500,-0.36,12.46,84.0,48.81,442.2,450.1,79.2
45048000,-0.36,12.44,84.6,48.67,443.0,451.0,79.2
45049500,-0.36,12.41,85.3,48.41,443.6,451.7,79.1
45051000,-0.36,12.43,85.2,48.38,443.1,451.2,79.1
45052500,-0.36,12.39,85.5,48.47,444.5,452.7,79.1
