Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.25,11.31,72.5,69.51,494.3,499.6,81.7
45001500,-0.25,11.32,71.4,70.57,494.3,499.4,81.8
45003000,-0.25,11.31,71.3,70.79,494.8,499.9,81.8
45004500,-0.24,11.32,70.6,71.40,494.7,499.7,81.9
45006000,-0.25,11.29,71.8,70.54,495.5,500.7,81.8
45007500,-0.25,11.28,72.1,70.29,495.7,500.9,81.7
45009000,-0.24,11.33,69.8,72.10,494.3,499.2,82.0
45010500,-0.25,11.28,73.2,69.20,495.6,501.0,81.6
45012000,-0.24,11.31,70.8,71.30,494.9,499.9,81.9
45013500,-0.24,11.30,70.8,71.51,495.6,500.6,81.9
45015000,-0.25,11.28,71.7,70.71,495.9,501.1,81.8
45016500,-0.24,11.26,71.3,71.43,497.0,502.1,81.8
45018000,-0.24,11.30,70.5,71.70,495.3,500.3,81.9
45019500,-0.24,11.29,69.8,72.65,496.3,501.2,82.0
45021000,-0.24,11.25,70.3,72.63,498.0,503.0,82.0
45022500,-0.24,11.24,71.6,71.41,497.9,503.0,81.8
45024000,-0.24,11.26,71.5,71.25,497.0,502.1,81.8
45025500,-0.24,11.25,70.6,72.33,497.9,502.9,81.9
45027000,-0.24,11.24,71.3,71.58,497.8,502.9,81.8
45028500,-0.24,11.21,70.3,73.24,499.9,504.8,82.0
45030000,-0.24,11.22,71.6,71.68,499.0,504.1,81.8
45031500,-0.24,11.24,71.0,71.99,498.0,503.0,81.9
45033000,-0.25,11.22,72.9,70.32,498.7,504.0,81.7
45034500,-0.24,11.24,71.9,71.08,497.7,502.9,81.8
45036000,-0.24,11.19,71.0,72.63,500.2,505.3,81.9
45037500,-0.24,11.21,71.7,71.60,499.2,504.4,81.8
45039000,-0.24,11.22,71.6,71.58,498.8,503.9,81.8
45040500,-0.24,11.20,71.2,72.28,499.9,504.9,81.9
45042000,-0.24,11.22,71.9,71.28,498.7,503.9,81.8
45043500,-0.24,11.21,69.9,73.54,499.8,504.7,82.0
45045000,-0.24,11.22,71.5,71.79,499.0,504.1,81.8
45046500,-0.24,11.19,71.8,71.91,500.4,505.5,81.8
45048000,-0.24,11.18,72.4,71.40,500.7,505.9,81.8
45049500,-0.24,11.16,70.7,73.33,501.7,506.7,82.0
45051000,-0.24,11.21,69.7,73.77,499.7,504.6,82.1
45052500,-0.24,11.13,71.8,72.58,503.0,508.1,81.9
45054000,-0.24,11.13,71.8,72.64,503.2,508.3,81.9
45055500,-0.24,11.18,71.4,72.41,500.9,505.9,81.9
45057000,-0.24,11.19,71.5,72.13,500.5,505.6,81.9
45058500,-0.24,11.15,71.0,73.24,502.5,507.5,82.0
45060000,-0.24,11.17,72.1,71.79,501.3,506.4,81.8
45061500,-0.24,11.16,72.7,71.30,501.4,506.6,81.8
45063000,-0.24,11.12,70.9,73.71,503.8,508.7,82.0
45064500,-0.24,11.12,73.1,71.34,503.0,508.3,81.7
45066000,-0.24,11.11,71.5,73.24,504.3,509.3,81.9
45067500,-0.24,11.14,71.9,72.32,502.6,507.7,81.9
45069000,-0.24,11.10,71.9,72.89,504.4,509.5,81.9
45070500,-0.24,11.12,71.8,72.78,503.6,508.7,81.9
45072000,-0.24,11.10,72.1,72.71,504.4,509.5,81.9
45073500,-0.24,11.10,73.1,71.61,504.1,509.3,81.7
45075000,-0.23,11.10,69.9,75.09,505.0,509.8,82.1
45076500,-0.23,11.10,70.9,74.01,504.7,509.7,82.0
45078000,-0.24,11.10,73.3,71.48,504.0,509.3,81.7
45079500,-0.24,11.12,71.4,73.18,503.8,508.9,81.9
45081000,-0.24,11.10,71.8,72.96,504.4,509.5,81.9
45082500,-0.24,11.10,71.7,73.14,504.5,509.5,81.9
45084000,-0.23,11.10,70.4,74.53,504.8,509.7,82.1
45085500,-0.23,11.10,69.6,75.44,505.1,509.8,82.2
45087000,-0.23,11.10,70.4,74.49,504.8,509.7,82.1
45088500,-0.24,11.10,71.9,72.92,504.4,509.5,81.9
45090000,-0.23,11.10,70.0,75.00,505.0,509.8,82.1
45091500,-0.23,11.10,70.2,74.77,504.9,509.8,82.1
45093000,-0.23,11.10,70.7,74.17,504.8,509.7,82.0
45094500,-0.23,11.10,69.8,75.21,505.0,509.8,82.1
45096000,-0.23,11.10,70.1,74.79,504.9,509.8,82.1
45097500,-0.23,11.10,70.9,73.95,504.7,509.7,82.0
45099000,-0.24,11.10,71.0,73.81,504.7,509.6,82.0
45100500,-0.23,10.90,72.5,74.98,513.9,519.0,82.0
45102000,-0.23,11.10,69.6,75.36,505.1,509.8,82.1
45103500,-0.23,10.90,72.1,75.45,514.1,519.1,82.0
45105000,-0.24,10.90,73.8,73.61,513.6,518.8,81.8
45106500,-0.23,10.90,72.1,75.41,514.0,519.1,82.0
45108000,-0.23,10.90,73.2,74.23,513.7,518.9,81.9
45109500,-0.24,10.90,74.4,72.99,513.4,518.7,81.8
45111000,-0.23,10.90,73.0,74.46,513.8,518.9,81.9
45112500,-0.24,10.90,73.9,73.53,513.5,518.8,81.8
45114000,-0.23,10.90,73.0,74.41,513.8,518.9,81.9
45115500,-0.23,10.90,73.3,74.12,513.7,518.9,81.9
45117000,-0.23,10.90,72.0,75.58,514.1,519.1,82.0
45118500,-0.23,10.90,72.2,75.32,514.0,519.1,82.0
45120000,-0.23,10.90,72.5,74.97,513.9,519.0,82.0
45121500,-0.24,10.90,74.2,73.24,513.5,518.8,81.8
45123000,-0.23,10.90,72.6,74.88,513.9,519.0,82.0
45124500,-0.24,10.90,74.7,72.69,513.3,518.7,81.7
45126000,-0.23,10.90,73.4,73.99,513.7,518.9,81.9
45127500,-0.23,10.90,73.0,74.40,513.8,518.9,81.9
45129000,-0.23,10.90,73.1,74.31,513.7,518.9,81.9
45130500,-0.23,10.90,72.7,74.78,513.9,519.0,81.9
45132000,-0.24,10.88,74.4,73.28,514.5,519.9,81.8
45133500,-0.23,10.90,71.7,75.88,514.2,519.1,82.1
45135000,-0.23,10.90,72.8,74.68,513.8,519.0,81.9
45136500,-0.24,10.90,73.7,73.75,513.6,518.8,81.8
45138000,-0.24,10.90,74.3,73.10,513.4,518.8,81.8
45139500,-0.23,10.87,72.4,75.42,515.2,520.3,82.0
45141000,-0.23,10.89,71.6,76.11,514.8,519.8,82.1
45142500,-0.23,10.88,73.0,74.76,515.0,520.1,81.9
45144000,-0.24,10.88,74.1,73.53,514.4,519.7,81.8
45145500,-0.23,10.89,71.2,76.52,514.8,519.8,82.1
45147000,-0.23,10.89,72.8,74.79,514.3,519.4,81.9
45148500,-0.23,10.86,72.9,75.14,516.0,521.1,82.0
45150000,-0.23,10.85,73.2,74.94,516.3,521.4,81.9
45151500,-0.23,10.87,71.4,76.55,515.5,520.4,82.1
45153000,-0.23,10.80,74.3,74.51,518.5,523.8,81.8
45154500,-0.23,10.84,74.2,73.98,516.3,521.6,81.8
45156000,-0.23,10.86,72.9,75.10,515.9,521.0,82.0
45157500,-0.23,10.84,73.1,75.27,516.9,522.1,82.0
45159000,-0.23,10.83,71.8,76.78,517.6,522.5,82.1
45160500,-0.23,10.85,71.6,76.73,516.7,521.6,82.1
45162000,-0.23,10.86,71.6,76.54,516.3,521.2,82.1
45163500,-0.23,10.79,73.1,75.83,519.0,524.1,82.0
45165000,-0.23,10.79,73.8,75.05,518.8,524.0,81.9
45166500,-0.23,10.86,71.9,76.20,516.1,521.1,82.1
45168000,-0.22,10.82,70.9,77.81,518.2,523.0,82.2
45169500,-0.23,10.82,73.7,74.82,517.4,522.6,81.9
45171000,-0.23,10.82,73.4,75.08,517.5,522.7,81.9
45172500,-0.23,10.82,72.9,75.67,517.7,522.8,82.0
45174000,-0.23,10.75,72.7,76.92,521.3,526.4,82.1
45175500,-0.23,10.79,73.4,75.51,519.0,524.2,81.9
45177000,-0.23,10.79,72.9,76.08,519.2,524.3,82.0
45178500,-0.23,10.79,74.4,74.44,518.7,524.0,81.8
45180000,-0.23,10.77,72.6,76.70,520.2,525.3,82.1
45181500,-0.23,10.79,73.6,75.26,518.9,524.1,81.9
45183000,-0.23,10.73,73.3,76.47,522.1,527.2,82.0
45184500,-0.22,10.78,71.0,78.34,520.2,525.0,82.2
45186000,-0.23,10.80,72.0,76.96,518.9,523.9,82.1
45187500,-0.23,10.75,73.5,76.06,521.3,526.5,82.0
45189000,-0.23,10.78,73.9,75.27,519.7,524.9,81.9
45190500,-0.23,10.72,73.7,76.26,522.7,527.8,82.0
45192000,-0.23,10.70,73.7,76.44,523.4,528.6,82.0
45193500,-0.23,10.74,73.3,76.43,521.9,527.0,82.0
45195000,-0.23,10.76,73.1,76.30,520.6,525.7,82.0
45196500,-0.23,10.74,74.6,75.03,521.4,526.8,81.9
45198000,-0.23,10.70,76.2,73.96,523.1,528.6,81.7
45199500,-0.22,10.70,73.0,77.38,524.0,529.1,82.1
45201000,-0.23,10.74,74.3,75.41,521.6,526.9,81.9
45202500,-0.22,10.69,72.4,78.11,524.4,529.4,82.1
45204000,-0.23,10.71,74.5,75.61,523.0,528.3,81.9
45205500,-0.22,10.71,72.6,77.58,523.2,528.2,82.1
45207000,-0.22,10.68,73.0,77.54,524.6,529.7,82.1
45208500,-0.22,10.69,73.1,77.29,524.2,529.3,82.1
45210000,-0.23,10.66,74.5,76.30,525.5,530.7,81.9
45211500,-0.23,10.68,74.4,76.13,524.5,529.8,81.9
45213000,-0.22,10.65,73.0,77.96,526.2,531.3,82.1
45214500,-0.23,10.68,73.5,77.13,524.9,530.0,82.0
45216000,-0.23,10.65,74.5,76.41,525.9,531.2,81.9
45217500,-0.23,10.65,74.5,76.44,525.9,531.2,81.9
45219000,-0.23,10.65,74.8,76.10,526.0,531.3,81.9
45220500,-0.23,10.64,75.5,75.51,526.1,531.5,81.8
45222000,-0.23,10.63,74.4,76.81,526.9,532.1,82.0
45223500,-0.22,10.62,74.0,77.44,527.8,532.9,82.0
45225000,-0.23,10.66,74.2,76.66,525.7,531.0,82.0
45226500,-0.23,10.63,75.0,76.14,526.9,532.2,81.9
