Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.18,10.86,56.6,97.36,519.7,522.7,83.8
45001500,-0.18,10.84,57.6,96.05,520.5,523.7,83.7
45003000,-0.18,10.87,55.7,98.84,519.5,522.5,83.9
45004500,-0.18,10.82,57.3,97.10,521.8,524.9,83.7
45006000,-0.17,10.81,56.0,99.51,522.4,525.3,83.9
45007500,-0.18,10.84,57.9,95.60,520.4,523.7,83.7
45009000,-0.18,10.86,56.7,97.30,519.7,522.8,83.8
45010500,-0.18,10.85,56.9,97.16,520.2,523.3,83.8
45012000,-0.17,10.81,56.0,99.49,522.7,525.7,83.9
45013500,-0.18,10.82,56.3,98.76,521.8,524.8,83.8
45015000,-0.18,10.80,56.8,98.25,522.6,525.7,83.8
45016500,-0.18,10.80,56.8,98.27,522.8,525.9,83.8
45018000,-0.17,10.78,54.9,102.00,524.1,527.0,84.0
45019500,-0.18,10.78,58.2,96.31,523.7,526.9,83.7
45021000,-0.18,10.81,56.5,98.64,522.3,525.3,83.8
45022500,-0.17,10.81,55.5,100.52,522.9,525.8,83.9
45024000,-0.17,10.75,56.1,100.42,525.3,528.3,83.9
45025500,-0.18,10.79,57.0,98.13,523.4,526.5,83.8
45027000,-0.18,10.81,57.9,96.20,522.3,525.5,83.7
45028500,-0.17,10.78,56.1,99.87,523.8,526.8,83.9
45030000,-0.17,10.74,56.3,100.30,525.9,528.9,83.9
45031500,-0.17,10.76,55.9,100.65,525.2,528.2,83.9
45033000,-0.18,10.78,57.7,97.00,523.5,526.6,83.7
45034500,-0.18,10.78,57.0,98.28,523.7,526.8,83.8
45036000,-0.17,10.72,56.6,100.08,526.7,529.7,83.9
45037500,-0.18,10.71,57.3,99.06,527.3,530.4,83.8
45039000,-0.17,10.74,55.9,100.96,526.0,528.9,83.9
45040500,-0.17,10.72,55.8,101.50,526.9,529.8,84.0
45042000,-0.18,10.70,57.6,98.70,527.8,530.9,83.8
45043500,-0.17,10.69,56.2,101.35,528.3,531.2,83.9
45045000,-0.17,10.72,55.2,102.78,527.4,530.3,84.0
45046500,-0.17,10.71,56.2,101.05,527.4,530.4,83.9
45048000,-0.17,10.68,56.2,101.64,528.9,531.9,83.9
45049500,-0.17,10.69,57.0,100.02,528.4,531.4,83.8
45051000,-0.17,10.72,56.5,100.32,527.1,530.1,83.9
45052500,-0.17,10.69,55.9,101.93,528.6,531.5,84.0
45054000,-0.18,10.68,58.9,96.87,528.5,531.8,83.6
45055500,-0.17,10.73,56.6,99.97,526.5,529.6,83.9
45057000,-0.17,10.71,56.4,100.65,527.3,530.3,83.9
45058500,-0.18,10.72,57.8,97.92,526.6,529.8,83.7
45060000,-0.17,10.68,56.9,100.45,529.0,532.1,83.9
45061500,-0.18,10.69,57.9,98.28,528.1,531.2,83.7
45063000,-0.17,10.68,57.1,100.11,529.0,532.1,83.8
45064500,-0.17,10.68,56.5,101.09,529.1,532.1,83.9
45066000,-0.17,10.65,57.6,99.61,530.0,533.2,83.8
45067500,-0.18,10.72,57.7,98.22,526.9,530.0,83.7
45069000,-0.17,10.64,56.4,101.98,530.8,533.8,83.9
45070500,-0.17,10.69,56.5,100.82,528.4,531.4,83.9
45072000,-0.17,10.62,55.4,104.27,532.4,535.3,84.1
45073500,-0.17,10.65,55.7,103.28,530.9,533.8,84.0
45075000,-0.17,10.61,57.6,100.38,532.3,535.4,83.8
45076500,-0.18,10.66,58.0,98.64,529.5,532.7,83.7
45078000,-0.17,10.62,56.4,102.42,532.3,535.2,83.9
45079500,-0.18,10.63,58.2,99.04,531.2,534.4,83.8
