Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-1.91,12.69,227.6,9.14,225.7,320.5,44.7
45001500,-1.91,12.72,227.0,9.12,225.1,319.7,44.8
45003000,-1.91,12.70,227.4,9.14,225.7,320.4,44.8
45004500,-1.92,12.69,227.6,9.11,224.9,320.0,44.7
45006000,-1.92,12.70,227.4,9.10,224.8,319.7,44.7
45007500,-1.92,12.67,227.9,9.08,224.3,319.7,44.5
45009000,-1.92,12.74,226.7,9.10,224.7,319.2,44.8
45010500,-1.91,12.71,227.1,9.14,225.7,320.2,44.8
45012000,-1.91,12.68,227.7,9.12,225.4,320.4,44.7
45013500,-1.91,12.69,227.6,9.12,225.2,320.2,44.7
45015000,-1.92,12.68,227.8,9.09,224.6,319.9,44.6
45016500,-1.91,12.60,229.3,9.12,225.2,321.3,44.5
45018000,-1.92,12.68,227.8,9.11,224.9,320.1,44.6
45019500,-1.91,12.63,228.6,9.11,225.1,320.8,44.6
45021000,-1.91,12.68,227.7,9.15,226.1,320.9,44.8
45022500,-1.90,12.70,227.4,9.16,226.3,320.8,44.9
45024000,-1.91,12.66,228.1,9.14,225.8,321.0,44.7
45025500,-1.91,12.65,228.2,9.14,225.8,321.0,44.7
45027000,-1.91,12.61,229.1,9.14,225.7,321.6,44.6
45028500,-1.91,12.64,228.5,9.14,225.8,321.2,44.7
45030000,-1.91,12.64,228.5,9.13,225.4,321.0,44.6
45031500,-1.91,12.62,228.8,9.12,225.3,321.1,44.6
45033000,-1.91,12.65,228.4,9.11,225.0,320.6,44.6
45034500,-1.91,12.63,228.6,9.15,226.0,321.5,44.7
45036000,-1.91,12.57,229.7,9.15,226.1,322.3,44.6
45037500,-1.91,12.57,229.8,9.14,225.6,322.1,44.5
45039000,-1.91,12.64,228.6,9.14,225.9,321.3,44.7
45040500,-1.91,12.60,229.3,9.13,225.6,321.6,44.5
