Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.26,11.52,73.5,66.11,484.8,490.3,81.4
45001500,-0.26,11.52,72.9,66.59,484.9,490.3,81.4
45003000,-0.26,11.46,73.7,66.55,487.2,492.7,81.4
45004500,-0.26,11.51,73.7,66.00,485.0,490.5,81.4
45006000,-0.26,11.50,73.5,66.28,485.5,491.1,81.4
45007500,-0.26,11.47,72.7,67.42,487.2,492.6,81.5
45009000,-0.26,11.44,74.8,65.81,487.9,493.6,81.3
45010500,-0.26,11.50,72.5,67.22,485.8,491.2,81.5
45012000,-0.26,11.48,74.0,66.07,486.2,491.8,81.4
45013500,-0.26,11.48,73.6,66.47,486.4,492.0,81.4
45015000,-0.26,11.45,74.3,66.08,487.3,492.9,81.3
45016500,-0.26,11.44,73.9,66.62,488.1,493.6,81.4
45018000,-0.26,11.48,72.9,67.12,486.8,492.2,81.5
45019500,-0.26,11.47,73.5,66.70,487.0,492.5,81.4
45021000,-0.26,11.47,73.1,66.97,486.9,492.3,81.5
45022500,-0.26,11.43,74.4,66.24,488.3,493.9,81.3
45024000,-0.27,11.45,75.4,65.10,487.1,492.9,81.2
45025500,-0.26,11.44,74.9,65.71,487.9,493.6,81.3
45027000,-0.26,11.38,73.8,67.44,490.7,496.3,81.5
45028500,-0.27,11.42,75.5,65.41,488.6,494.4,81.2
45030000,-0.26,11.41,72.9,67.84,489.5,494.9,81.5
45031500,-0.26,11.41,74.1,66.79,489.3,494.9,81.4
45033000,-0.26,11.39,74.4,66.68,490.0,495.6,81.4
45034500,-0.26,11.38,74.8,66.46,490.6,496.2,81.3
45036000,-0.26,11.39,75.1,66.12,490.0,495.8,81.3
45037500,-0.26,11.42,73.8,66.96,489.2,494.8,81.4
45039000,-0.26,11.36,73.9,67.53,491.6,497.1,81.4
45040500,-0.26,11.37,73.4,67.94,491.4,496.9,81.5
45042000,-0.26,11.39,73.8,67.24,490.2,495.7,81.4
45043500,-0.26,11.36,75.0,66.44,491.2,496.9,81.3
45045000,-0.26,11.37,74.1,67.31,491.3,496.9,81.4
45046500,-0.26,11.31,75.6,66.60,493.5,499.2,81.3
45048000,-0.26,11.35,75.1,66.58,491.8,497.5,81.3
45049500,-0.26,11.37,74.2,67.12,491.1,496.7,81.4
45051000,-0.25,11.35,73.4,68.17,492.3,497.7,81.5
45052500,-0.26,11.36,73.6,67.84,491.6,497.1,81.5
45054000,-0.26,11.35,74.4,67.18,491.8,497.4,81.4
45055500,-0.25,11.34,73.5,68.18,492.7,498.2,81.5
45057000,-0.25,11.35,71.8,69.72,492.8,498.0,81.7
45058500,-0.26,11.31,75.4,66.76,493.6,499.4,81.3
45060000,-0.25,11.34,72.3,69.39,493.0,498.3,81.7
45061500,-0.26,11.33,75.2,66.65,492.5,498.2,81.3
45063000,-0.26,11.30,75.0,67.23,494.0,499.7,81.4
45064500,-0.26,11.30,74.9,67.32,494.0,499.6,81.4
45066000,-0.26,11.29,75.1,67.34,494.6,500.3,81.4
45067500,-0.25,11.30,73.6,68.67,494.8,500.2,81.5
45069000,-0.25,11.30,73.7,68.57,494.7,500.1,81.5
45070500,-0.25,11.27,72.7,69.79,496.0,501.3,81.7
45072000,-0.26,11.33,74.7,67.14,492.7,498.3,81.4
45073500,-0.26,11.25,75.1,67.73,496.4,502.0,81.4
45075000,-0.25,11.30,72.9,69.30,495.0,500.3,81.6
45076500,-0.25,11.25,74.5,68.39,496.7,502.3,81.5
45078000,-0.26,11.29,74.3,68.05,494.9,500.4,81.5
45079500,-0.26,11.27,75.3,67.36,495.5,501.2,81.4
45081000,-0.25,11.26,74.5,68.24,496.2,501.7,81.5
45082500,-0.25,11.22,74.6,68.71,498.1,503.7,81.5
45084000,-0.25,11.27,73.6,68.94,495.9,501.3,81.6
45085500,-0.26,11.25,75.5,67.33,496.2,501.9,81.3
45087000,-0.25,11.20,73.4,69.99,499.0,504.4,81.6
45088500,-0.26,11.24,76.0,67.11,496.7,502.5,81.3
45090000,-0.25,11.22,74.9,68.32,497.7,503.3,81.4
45091500,-0.24,11.21,72.1,71.26,499.3,504.5,81.8
45093000,-0.25,11.25,73.6,69.18,496.8,502.3,81.6
45094500,-0.25,11.18,73.9,69.84,500.1,505.6,81.6
45096000,-0.25,11.21,74.7,68.70,498.5,504.1,81.5
45097500,-0.25,11.16,74.6,69.38,500.8,506.3,81.5
45099000,-0.25,11.16,74.4,69.56,500.9,506.4,81.5
45100500,-0.25,11.18,73.8,69.96,500.2,505.7,81.6
45102000,-0.25,11.18,75.3,68.48,499.8,505.5,81.4
45103500,-0.25,11.18,75.3,68.41,499.6,505.2,81.4
45105000,-0.25,11.16,74.8,69.16,500.6,506.1,81.5
45106500,-0.25,11.18,75.4,68.37,499.5,505.1,81.4
45108000,-0.25,11.17,74.5,69.31,500.1,505.6,81.5
45109500,-0.25,11.18,75.2,68.64,499.8,505.4,81.4
45111000,-0.26,11.14,76.4,67.94,501.4,507.2,81.3
45112500,-0.25,11.19,75.0,68.63,499.3,504.9,81.5
45114000,-0.25,11.11,75.9,68.69,502.6,508.3,81.4
45115500,-0.25,11.15,74.9,69.25,501.2,506.7,81.5
45117000,-0.25,11.15,74.6,69.53,501.3,506.8,81.5
45118500,-0.25,11.15,75.5,68.67,501.0,506.7,81.4
45120000,-0.25,11.12,74.6,69.82,502.5,508.0,81.6
45121500,-0.25,11.14,73.6,70.67,502.1,507.5,81.7
45123000,-0.25,11.16,75.6,68.44,500.6,506.3,81.4
45124500,-0.25,11.11,75.8,68.86,502.8,508.5,81.4
45126000,-0.25,11.10,76.1,68.76,503.2,508.9,81.4
45127500,-0.25,11.17,74.5,69.40,500.5,506.1,81.5
45129000,-0.25,11.11,75.8,68.84,502.7,508.4,81.4
45130500,-0.25,11.12,74.4,70.10,502.7,508.2,81.6
45132000,-0.25,11.09,74.9,69.90,503.8,509.4,81.5
45133500,-0.25,11.10,75.8,69.05,503.4,509.1,81.4
45135000,-0.25,11.08,76.7,68.39,504.0,509.8,81.3
45136500,-0.26,11.12,76.4,68.12,502.0,507.8,81.3
45138000,-0.25,11.10,75.5,69.25,503.2,508.9,81.5
45139500,-0.25,11.07,76.0,69.17,504.7,510.4,81.4
45141000,-0.25,11.08,76.5,68.60,504.2,509.9,81.4
45142500,-0.25,11.03,75.6,70.10,506.8,512.5,81.5
45144000,-0.24,11.03,74.4,71.18,506.8,512.3,81.6
45145500,-0.25,11.07,76.6,68.62,504.3,510.1,81.4
45147000,-0.24,11.07,74.0,71.13,505.2,510.5,81.7
45148500,-0.25,11.03,76.7,69.03,506.4,512.1,81.4
45150000,-0.25,11.03,75.6,70.00,506.5,512.1,81.5
45151500,-0.25,11.01,75.4,70.46,507.6,513.2,81.5
45153000,-0.25,11.06,76.1,69.17,504.9,510.6,81.4
45154500,-0.24,11.02,74.8,71.03,507.5,512.9,81.6
45156000,-0.25,11.03,77.2,68.53,506.2,512.1,81.3
45157500,-0.25,10.99,76.0,70.14,508.4,514.0,81.5
45159000,-0.24,10.97,75.5,70.91,509.5,515.1,81.6
45160500,-0.25,11.01,76.6,69.35,507.4,513.2,81.4
45162000,-0.25,11.04,75.4,70.12,506.3,511.9,81.5
45163500,-0.24,11.00,74.9,71.12,508.1,513.6,81.6
45165000,-0.24,11.05,73.8,71.66,506.4,511.7,81.7
45166500,-0.24,11.00,74.2,71.78,508.4,513.8,81.7
45168000,-0.25,11.00,75.8,70.30,508.2,513.8,81.5
45169500,-0.25,11.00,75.3,70.74,508.0,513.6,81.6
45171000,-0.25,10.97,76.4,70.10,509.5,515.2,81.5
45172500,-0.25,11.00,75.4,70.70,508.2,513.7,81.6
45174000,-0.25,10.99,76.3,69.85,508.2,513.9,81.5
45175500,-0.25,11.01,75.4,70.54,507.7,513.3,81.6
45177000,-0.25,10.95,76.1,70.63,510.5,516.2,81.5
45178500,-0.25,10.93,76.6,70.43,511.4,517.1,81.5
45180000,-0.24,10.94,75.9,70.98,510.9,516.5,81.6
45181500,-0.25,10.96,76.4,70.22,510.0,515.7,81.5
45183000,-0.25,10.93,76.7,70.37,511.4,517.1,81.5
45184500,-0.25,10.88,77.1,70.59,513.5,519.2,81.5
45186000,-0.25,10.92,76.3,70.74,511.6,517.2,81.5
45187500,-0.25,10.96,76.9,69.75,509.8,515.6,81.4
45189000,-0.25,10.98,76.4,69.94,508.8,514.5,81.5
45190500,-0.24,10.91,75.7,71.58,512.6,518.1,81.6
45192000,-0.25,10.93,76.5,70.53,511.3,516.9,81.5
45193500,-0.24,10.93,76.1,70.95,511.5,517.1,81.5
45195000,-0.24,10.92,75.3,71.82,512.2,517.7,81.6
45196500,-0.25,10.91,76.4,70.82,512.1,517.7,81.5
45198000,-0.25,10.90,78.0,69.44,512.2,518.1,81.3
45199500,-0.25,10.86,77.4,70.62,514.7,520.4,81.4
