Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.44,12.89,95.3,39.62,421.2,431.8,77.2
45001500,-0.44,12.84,96.0,39.62,422.7,433.4,77.2
45003000,-0.44,12.92,94.6,39.79,420.5,431.0,77.3
45004500,-0.44,12.91,95.0,39.70,420.9,431.5,77.3
45006000,-0.43,12.89,94.7,39.95,421.6,432.2,77.3
45007500,-0.44,12.89,95.6,39.52,421.2,431.9,77.2
45009000,-0.44,12.86,95.1,39.94,422.6,433.1,77.3
45010500,-0.44,12.88,94.8,39.94,421.8,432.4,77.3
45012000,-0.43,12.88,93.8,40.44,422.4,432.7,77.5
45013500,-0.44,12.87,95.1,39.91,422.3,432.9,77.3
45015000,-0.44,12.85,95.4,39.90,422.8,433.4,77.3
45016500,-0.44,12.83,96.0,39.70,423.1,433.8,77.2
45018000,-0.43,12.78,95.4,40.31,425.3,435.9,77.4
45019500,-0.43,12.81,94.7,40.48,424.7,435.1,77.4
45021000,-0.43,12.83,95.1,40.16,423.7,434.2,77.4
45022500,-0.44,12.87,95.5,39.72,422.0,432.7,77.3
45024000,-0.44,12.78,96.6,39.76,424.7,435.6,77.2
45025500,-0.43,12.81,94.9,40.41,424.6,435.0,77.4
45027000,-0.43,12.77,95.8,40.22,425.5,436.1,77.3
45028500,-0.44,12.78,96.4,39.89,424.9,435.7,77.2
45030000,-0.44,12.80,96.0,39.93,424.4,435.1,77.3
45031500,-0.43,12.75,96.0,40.27,426.3,437.0,77.3
45033000,-0.44,12.81,96.2,39.77,423.9,434.7,77.2
45034500,-0.43,12.79,95.3,40.33,425.2,435.7,77.4
45036000,-0.43,12.80,96.0,39.98,424.5,435.2,77.3
45037500,-0.43,12.79,96.0,40.01,424.8,435.6,77.3
45039000,-0.43,12.79,95.9,40.06,424.8,435.5,77.3
45040500,-0.43,12.80,94.7,40.55,425.1,435.5,77.4
45042000,-0.43,12.74,96.4,40.10,426.2,437.0,77.3
45043500,-0.43,12.72,95.8,40.53,427.3,437.9,77.4
45045000,-0.43,12.79,94.8,40.54,425.3,435.7,77.4
45046500,-0.43,12.76,95.4,40.48,426.2,436.8,77.4
45048000,-0.43,12.73,95.9,40.44,427.1,437.7,77.3
45049500,-0.43,12.74,96.7,39.99,426.2,437.1,77.2
45051000,-0.43,12.75,96.4,40.12,426.2,436.9,77.3
45052500,-0.43,12.75,96.1,40.24,426.3,437.0,77.3
45054000,-0.43,12.72,95.6,40.62,427.5,438.0,77.4
45055500,-0.44,12.73,97.1,39.90,426.4,437.3,77.2
45057000,-0.43,12.69,96.9,40.21,427.9,438.7,77.2
45058500,-0.43,12.71,96.9,40.12,427.3,438.2,77.2
45060000,-0.43,12.70,96.4,40.39,427.8,438.5,77.3
45061500,-0.42,12.71,95.0,40.98,428.1,438.5,77.5
45063000,-0.43,12.66,97.7,40.06,428.6,439.6,77.2
45064500,-0.43,12.71,96.8,40.14,427.2,438.0,77.2
45066000,-0.43,12.68,96.8,40.34,428.4,439.2,77.3
45067500,-0.43,12.69,96.4,40.46,428.2,438.9,77.3
45069000,-0.43,12.65,97.6,40.15,429.0,440.0,77.2
45070500,-0.43,12.66,97.1,40.34,428.9,439.8,77.3
45072000,-0.43,12.66,97.6,40.15,429.0,439.9,77.2
45073500,-0.43,12.66,96.5,40.59,429.1,439.9,77.3
45075000,-0.43,12.65,97.5,40.28,429.4,440.3,77.2
45076500,-0.43,12.67,96.7,40.50,429.0,439.8,77.3
45078000,-0.43,12.61,97.8,40.37,430.6,441.6,77.2
45079500,-0.43,12.63,97.3,40.50,430.3,441.1,77.3
45081000,-0.43,12.63,97.2,40.50,430.2,441.1,77.3
45082500,-0.43,12.58,98.2,40.41,431.7,442.7,77.2
