Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.40,12.89,87.2,43.70,424.9,433.7,78.4
45001500,-0.40,12.81,88.9,43.35,427.2,436.3,78.2
45003000,-0.40,12.87,87.9,43.45,425.4,434.4,78.3
45004500,-0.39,12.88,86.7,44.07,425.5,434.3,78.5
45006000,-0.40,12.88,87.4,43.71,425.4,434.2,78.4
45007500,-0.40,12.85,87.8,43.70,426.2,435.2,78.4
45009000,-0.40,12.85,88.5,43.32,426.0,435.1,78.3
45010500,-0.40,12.88,87.9,43.42,425.1,434.1,78.3
45012000,-0.40,12.80,88.0,43.92,427.9,436.9,78.4
45013500,-0.40,12.89,87.8,43.43,424.8,433.8,78.3
45015000,-0.40,12.85,88.9,43.05,425.5,434.7,78.2
45016500,-0.40,12.85,87.2,43.97,426.3,435.2,78.4
45018000,-0.40,12.81,88.2,43.74,427.4,436.4,78.3
45019500,-0.40,12.78,88.5,43.78,428.4,437.4,78.3
45021000,-0.40,12.82,88.2,43.67,427.0,436.0,78.3
45022500,-0.39,12.79,87.3,44.35,428.4,437.3,78.5
45024000,-0.40,12.80,88.6,43.59,427.5,436.6,78.3
45025500,-0.40,12.84,87.8,43.74,426.6,435.5,78.4
45027000,-0.40,12.79,88.4,43.78,428.0,437.1,78.3
45028500,-0.39,12.78,86.9,44.67,429.2,437.9,78.6
45030000,-0.39,12.80,87.6,44.11,427.9,436.8,78.4
45031500,-0.40,12.74,88.7,43.98,429.9,438.9,78.3
45033000,-0.40,12.79,88.5,43.73,428.2,437.2,78.3
45034500,-0.40,12.77,88.4,43.95,428.9,437.9,78.4
45036000,-0.39,12.77,87.2,44.54,429.2,438.0,78.5
45037500,-0.39,12.78,87.1,44.56,429.1,437.9,78.5
45039000,-0.40,12.76,88.9,43.76,429.1,438.2,78.3
45040500,-0.40,12.77,88.9,43.64,428.6,437.8,78.3
45042000,-0.40,12.71,89.5,43.75,430.6,439.8,78.3
45043500,-0.40,12.71,89.5,43.73,430.5,439.7,78.3
45045000,-0.39,12.73,88.1,44.38,430.4,439.3,78.4
45046500,-0.39,12.72,88.7,44.17,430.7,439.8,78.4
45048000,-0.40,12.72,90.4,43.20,429.8,439.2,78.1
45049500,-0.40,12.69,90.1,43.58,431.0,440.3,78.2
45051000,-0.39,12.68,89.2,44.13,431.9,441.0,78.3
45052500,-0.40,12.68,89.7,43.85,431.6,440.8,78.3
45054000,-0.40,12.74,89.6,43.48,429.4,438.7,78.2
45055500,-0.39,12.70,89.1,44.07,431.2,440.3,78.3
45057000,-0.40,12.68,90.8,43.26,431.0,440.5,78.1
45058500,-0.40,12.70,89.9,43.60,430.8,440.0,78.2
45060000,-0.40,12.73,89.2,43.78,429.9,439.1,78.3
45061500,-0.39,12.67,89.4,44.05,432.0,441.1,78.3
45063000,-0.40,12.68,89.5,43.95,431.6,440.8,78.3
45064500,-0.39,12.69,89.3,44.06,431.6,440.7,78.3
45066000,-0.40,12.63,91.1,43.44,432.7,442.2,78.1
45067500,-0.40,12.66,90.0,43.84,432.2,441.5,78.2
45069000,-0.40,12.69,91.0,43.11,430.6,440.2,78.1
45070500,-0.39,12.65,89.5,44.18,432.8,441.9,78.3
45072000,-0.39,12.66,89.0,44.36,432.5,441.5,78.4
45073500,-0.40,12.66,89.9,43.94,432.4,441.6,78.3
45075000,-0.39,12.66,88.9,44.47,432.8,441.9,78.4
45076500,-0.40,12.64,90.1,43.92,432.8,442.1,78.2
45078000,-0.39,12.63,90.0,44.05,433.3,442.6,78.3
45079500,-0.39,12.64,88.7,44.67,433.4,442.4,78.4
45081000,-0.39,12.56,91.0,44.05,435.5,444.9,78.2
45082500,-0.39,12.66,89.2,44.28,432.7,441.8,78.3
45084000,-0.39,12.64,88.7,44.68,433.5,442.5,78.4
45085500,-0.40,12.63,90.4,43.85,433.2,442.6,78.2
45087000,-0.39,12.65,89.1,44.41,433.0,442.0,78.4
45088500,-0.39,12.63,89.8,44.17,433.3,442.5,78.3
45090000,-0.39,12.63,89.1,44.53,433.7,442.8,78.4
45091500,-0.39,12.55,90.8,44.22,436.1,445.4,78.2
45093000,-0.39,12.59,90.5,44.11,434.8,444.1,78.2
