Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.47,13.29,96.2,36.81,406.8,418.0,76.7
45001500,-0.48,13.26,97.3,36.49,407.1,418.6,76.6
45003000,-0.47,13.24,96.7,36.89,408.1,419.4,76.7
45004500,-0.47,13.24,96.6,36.94,408.3,419.5,76.7
45006000,-0.47,13.25,97.0,36.69,407.7,419.1,76.6
45007500,-0.48,13.27,97.1,36.53,407.0,418.4,76.6
45009000,-0.47,13.19,97.6,36.83,409.6,421.1,76.6
45010500,-0.47,13.22,97.4,36.71,408.5,419.9,76.6
45012000,-0.48,13.23,98.1,36.39,408.0,419.6,76.5
45013500,-0.47,13.23,96.1,37.20,408.8,420.0,76.8
45015000,-0.47,13.20,97.3,36.86,409.2,420.6,76.6
45016500,-0.47,13.16,98.3,36.64,410.0,421.7,76.5
45018000,-0.47,13.21,97.2,36.86,409.1,420.5,76.6
45019500,-0.47,13.15,97.3,37.14,410.9,422.3,76.7
45021000,-0.48,13.19,98.5,36.40,409.0,420.7,76.5
45022500,-0.47,13.18,97.1,37.06,410.0,421.3,76.7
45024000,-0.47,13.14,97.2,37.26,411.5,422.8,76.7
45025500,-0.48,13.19,98.2,36.55,409.2,420.8,76.5
45027000,-0.47,13.18,97.9,36.75,409.9,421.4,76.6
45028500,-0.47,13.16,98.4,36.65,410.1,421.7,76.5
45030000,-0.47,13.19,97.2,36.98,409.8,421.1,76.7
45031500,-0.47,13.13,98.9,36.60,411.0,422.7,76.5
45033000,-0.47,13.15,98.0,36.86,410.7,422.2,76.6
45034500,-0.47,13.15,97.7,37.00,410.9,422.4,76.6
45036000,-0.47,13.15,98.4,36.74,410.7,422.3,76.5
45037500,-0.47,13.16,98.2,36.72,410.3,421.9,76.5
45039000,-0.47,13.11,99.1,36.63,411.5,423.3,76.5
45040500,-0.47,13.14,97.3,37.21,411.4,422.7,76.7
45042000,-0.47,13.15,97.8,36.94,410.8,422.3,76.6
45043500,-0.47,13.14,98.5,36.73,410.8,422.5,76.5
45045000,-0.48,13.16,98.8,36.50,410.1,421.9,76.5
45046500,-0.47,13.10,99.3,36.66,412.0,423.8,76.5
45048000,-0.47,13.11,98.6,36.87,411.9,423.5,76.5
45049500,-0.47,13.10,98.7,36.86,412.0,423.7,76.5
45051000,-0.47,13.14,97.7,37.08,411.4,422.8,76.6
45052500,-0.47,13.10,99.1,36.71,412.0,423.7,76.5
45054000,-0.46,13.11,96.7,37.67,412.8,424.0,76.8
45055500,-0.46,13.12,97.2,37.39,412.1,423.4,76.7
45057000,-0.47,13.09,97.9,37.28,412.9,424.4,76.7
45058500,-0.46,13.07,97.7,37.53,413.9,425.3,76.7
45060000,-0.47,13.05,98.8,37.14,413.9,425.5,76.6
