Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.48,12.73,105.1,36.52,422.5,435.3,76.0
45001500,-0.49,12.76,106.6,35.77,420.6,433.9,75.8
45003000,-0.48,12.73,106.5,35.99,421.8,435.1,75.8
45004500,-0.48,12.68,106.4,36.30,423.7,436.8,75.9
45006000,-0.48,12.74,105.6,36.22,421.6,434.6,75.9
45007500,-0.48,12.75,105.8,36.11,421.2,434.2,75.9
45009000,-0.48,12.75,106.1,36.03,421.2,434.4,75.9
45010500,-0.48,12.73,106.0,36.18,422.0,435.1,75.9
45012000,-0.48,12.69,107.5,35.83,422.7,436.2,75.7
45013500,-0.48,12.76,104.8,36.42,421.4,434.2,76.0
45015000,-0.48,12.68,107.7,35.85,423.1,436.6,75.7
45016500,-0.48,12.69,106.4,36.25,423.3,436.5,75.9
45018000,-0.48,12.70,106.8,36.00,422.6,435.9,75.8
45019500,-0.48,12.70,105.4,36.55,423.3,436.2,76.0
45021000,-0.47,12.66,104.9,37.01,425.2,437.9,76.1
45022500,-0.48,12.66,106.6,36.32,424.1,437.3,75.9
45024000,-0.48,12.68,106.9,36.12,423.5,436.8,75.8
45025500,-0.47,12.65,105.3,36.91,425.3,438.2,76.1
45027000,-0.48,12.68,107.0,36.07,423.2,436.5,75.8
45028500,-0.48,12.65,107.5,36.08,424.3,437.7,75.8
45030000,-0.48,12.65,107.5,36.05,424.1,437.5,75.8
45031500,-0.48,12.67,106.2,36.47,424.3,437.4,75.9
45033000,-0.48,12.63,106.7,36.50,425.4,438.5,75.9
45034500,-0.48,12.63,107.2,36.28,425.0,438.3,75.8
45036000,-0.48,12.62,107.6,36.23,425.4,438.8,75.8
45037500,-0.48,12.63,106.7,36.48,425.3,438.5,75.9
45039000,-0.48,12.65,106.7,36.37,424.7,437.9,75.9
45040500,-0.48,12.63,107.1,36.33,425.1,438.3,75.9
45042000,-0.47,12.64,106.0,36.75,425.6,438.6,76.0
45043500,-0.47,12.60,106.9,36.58,426.3,439.5,75.9
45045000,-0.48,12.59,107.4,36.46,426.5,439.9,75.9
45046500,-0.47,12.65,105.1,37.04,425.6,438.4,76.1
45048000,-0.48,12.64,106.5,36.54,425.3,438.4,75.9
45049500,-0.48,12.62,107.6,36.20,425.1,438.5,75.8
45051000,-0.48,12.59,108.2,36.16,426.2,439.7,75.7
45052500,-0.48,12.65,106.8,36.34,424.6,437.9,75.9
45054000,-0.48,12.58,107.6,36.44,426.8,440.2,75.8
45055500,-0.48,12.61,107.1,36.48,426.1,439.4,75.9
45057000,-0.47,12.60,106.8,36.64,426.5,439.7,75.9
45058500,-0.48,12.58,109.1,35.91,426.2,439.9,75.6
45060000,-0.48,12.60,107.0,36.56,426.4,439.6,75.9
45061500,-0.47,12.59,106.8,36.71,426.9,440.0,76.0
45063000,-0.47,12.57,106.7,36.89,427.8,440.9,76.0
45064500,-0.47,12.55,106.5,37.02,428.4,441.4,76.0
45066000,-0.47,12.56,107.2,36.78,428.0,441.3,75.9
45067500,-0.48,12.54,108.2,36.46,427.9,441.4,75.8
45069000,-0.48,12.55,108.4,36.35,427.6,441.2,75.8
45070500,-0.48,12.50,108.7,36.54,429.4,443.0,75.8
45072000,-0.48,12.51,108.9,36.37,428.7,442.3,75.8
45073500,-0.48,12.50,108.9,36.50,429.5,443.1,75.8
45075000,-0.48,12.50,109.1,36.36,429.1,442.8,75.7
45076500,-0.47,12.52,108.0,36.64,428.9,442.3,75.9
45078000,-0.47,12.50,108.3,36.70,429.8,443.2,75.9
45079500,-0.47,12.50,107.4,37.05,430.2,443.4,76.0
45081000,-0.47,12.52,108.1,36.62,428.8,442.3,75.9
45082500,-0.47,12.52,107.8,36.74,429.1,442.4,75.9
45084000,-0.47,12.48,107.8,37.03,430.8,444.1,76.0
45085500,-0.47,12.48,108.8,36.62,430.2,443.7,75.8
45087000,-0.47,12.46,108.6,36.82,431.0,444.4,75.9
45088500,-0.47,12.47,108.0,36.96,430.8,444.1,75.9
45090000,-0.48,12.46,109.7,36.40,430.5,444.2,75.7
45091500,-0.47,12.41,109.9,36.63,432.3,446.0,75.7
45093000,-0.48,12.47,109.1,36.54,430.2,443.8,75.8
45094500,-0.47,12.46,109.0,36.68,431.0,444.5,75.8
45096000,-0.47,12.45,108.7,36.82,431.2,444.7,75.9
45097500,-0.47,12.40,109.7,36.75,432.7,446.3,75.8
45099000,-0.48,12.47,109.3,36.48,430.2,443.9,75.7
45100500,-0.48,12.39,110.8,36.42,432.5,446.5,75.6
45102000,-0.47,12.43,109.4,36.72,431.9,445.5,75.8
45103500,-0.47,12.44,108.6,36.96,431.8,445.3,75.9
45105000,-0.48,12.44,109.8,36.49,431.1,444.9,75.7
45106500,-0.47,12.43,109.6,36.62,431.5,445.2,75.8
45108000,-0.48,12.42,110.1,36.48,431.6,445.5,75.7
45109500,-0.47,12.43,109.4,36.70,431.8,445.5,75.8
45111000,-0.47,12.42,108.8,36.98,432.4,445.9,75.9
45112500,-0.47,12.37,110.5,36.69,433.7,447.5,75.7
45114000,-0.47,12.42,108.0,37.30,432.8,446.1,76.0
45115500,-0.47,12.35,110.5,36.77,434.2,448.1,75.7
45117000,-0.47,12.36,110.4,36.75,433.9,447.8,75.7
45118500,-0.47,12.41,108.6,37.15,433.0,446.4,75.9
45120000,-0.47,12.39,108.7,37.20,433.7,447.1,75.9
45121500,-0.48,12.36,111.1,36.51,433.7,447.7,75.6
45123000,-0.47,12.34,110.8,36.75,434.7,448.6,75.7
45124500,-0.47,12.39,109.2,37.05,433.6,447.1,75.9
45126000,-0.47,12.38,109.8,36.85,433.5,447.2,75.8
45127500,-0.47,12.35,110.3,36.83,434.3,448.1,75.7
45129000,-0.47,12.35,110.1,36.93,434.6,448.3,75.8
45130500,-0.46,12.36,108.8,37.39,435.0,448.4,76.0
45132000,-0.47,12.34,109.9,37.03,434.9,448.6,75.8
45133500,-0.47,12.31,111.0,36.87,435.7,449.6,75.7
45135000,-0.48,12.34,111.4,36.47,434.1,448.1,75.6
45136500,-0.47,12.34,110.0,37.06,435.2,448.9,75.8
45138000,-0.47,12.34,110.7,36.76,434.6,448.5,75.7
45139500,-0.48,12.35,111.7,36.34,433.7,447.9,75.6
45141000,-0.47,12.36,110.1,36.84,434.0,447.8,75.8
45142500,-0.47,12.27,111.2,37.01,437.1,451.0,75.7
45144000,-0.47,12.29,111.0,37.00,436.6,450.5,75.7
45145500,-0.47,12.31,110.8,36.91,435.7,449.6,75.7
45147000,-0.47,12.33,109.6,37.24,435.6,449.2,75.9
45148500,-0.47,12.32,109.6,37.31,435.9,449.5,75.9
45150000,-0.47,12.29,110.0,37.35,437.0,450.7,75.9
45151500,-0.47,12.29,110.5,37.19,436.9,450.6,75.8
45153000,-0.47,12.29,111.4,36.84,436.5,450.5,75.7
45154500,-0.47,12.30,110.3,37.19,436.6,450.3,75.8
45156000,-0.47,12.28,110.8,37.13,437.1,450.9,75.8
45157500,-0.47,12.31,110.5,37.04,435.9,449.7,75.8
45159000,-0.47,12.28,110.7,37.15,437.1,450.9,75.8
45160500,-0.47,12.25,112.3,36.75,437.5,451.7,75.6
45162000,-0.46,12.26,109.5,37.77,438.7,452.2,76.0
45163500,-0.47,12.27,111.1,37.06,437.2,451.1,75.7
45165000,-0.47,12.27,110.9,37.13,437.2,451.1,75.8
45166500,-0.47,12.23,111.6,37.10,438.5,452.5,75.7
45168000,-0.47,12.26,111.8,36.86,437.3,451.4,75.7
45169500,-0.47,12.25,111.3,37.10,437.9,451.9,75.7
45171000,-0.47,12.25,111.7,36.99,437.9,451.9,75.7
45172500,-0.47,12.21,111.4,37.36,439.7,453.6,75.8
45174000,-0.47,12.20,112.2,37.10,439.6,453.7,75.7
45175500,-0.47,12.18,112.1,37.30,440.6,454.6,75.7
45177000,-0.47,12.28,110.5,37.19,437.0,450.8,75.8
45178500,-0.46,12.22,110.1,37.77,439.8,453.4,75.9
45180000,-0.46,12.25,110.4,37.43,438.3,452.0,75.9
45181500,-0.46,12.21,110.5,37.67,440.0,453.7,75.9
45183000,-0.46,12.20,111.1,37.49,440.0,453.8,75.8
45184500,-0.46,12.19,111.6,37.40,440.4,454.3,75.8
45186000,-0.47,12.21,111.6,37.27,439.5,453.5,75.7
45187500,-0.46,12.17,111.8,37.49,441.2,455.1,75.8
45189000,-0.46,12.14,111.5,37.76,442.5,456.3,75.9
45190500,-0.47,12.15,113.1,37.10,441.2,455.5,75.6
45192000,-0.46,12.15,112.4,37.37,441.6,455.7,75.7
45193500,-0.47,12.13,113.4,37.07,441.6,455.9,75.6
45195000,-0.47,12.16,113.0,37.07,440.8,455.1,75.6
45196500,-0.47,12.16,112.7,37.16,440.8,455.0,75.7
45198000,-0.46,12.13,111.9,37.67,442.5,456.5,75.8
45199500,-0.46,12.13,111.7,37.75,442.8,456.7,75.8
45201000,-0.47,12.12,113.6,37.14,442.3,456.7,75.6
45202500,-0.47,12.10,113.2,37.36,443.0,457.2,75.7
45204000,-0.46,12.14,111.8,37.69,442.5,456.4,75.8
45205500,-0.46,12.12,112.2,37.65,442.9,456.9,75.8
45207000,-0.47,12.16,112.4,37.28,441.0,455.1,75.7
45208500,-0.46,12.13,112.1,37.63,442.7,456.7,75.8
45210000,-0.47,12.14,113.0,37.22,441.8,456.0,75.7
45211500,-0.47,12.13,113.0,37.25,442.0,456.3,75.7
45213000,-0.46,12.10,112.7,37.57,443.5,457.6,75.7
45214500,-0.47,12.13,113.0,37.23,441.9,456.1,75.7
45216000,-0.46,12.10,113.2,37.42,443.3,457.6,75.7
45217500,-0.47,12.10,113.4,37.31,443.1,457.4,75.6
45219000,-0.45,12.13,110.5,38.21,443.3,456.9,76.0
45220500,-0.46,12.12,111.8,37.78,443.1,457.0,75.8
45222000,-0.46,12.05,114.0,37.42,444.9,459.3,75.6
45223500,-0.47,12.08,114.6,37.01,443.4,458.0,75.5
45225000,-0.46,12.09,112.8,37.61,443.9,458.0,75.7
45226500,-0.46,12.08,113.1,37.52,443.9,458.1,75.7
45228000,-0.46,12.07,113.2,37.58,444.5,458.7,75.7
45229500,-0.47,12.07,114.0,37.26,444.0,458.4,75.6
45231000,-0.46,12.07,113.3,37.57,444.5,458.7,75.7
45232500,-0.46,12.07,112.8,37.76,444.8,458.9,75.8
45234000,-0.46,12.07,113.4,37.52,444.5,458.7,75.7
45235500,-0.46,12.03,113.9,37.59,445.8,460.1,75.7
45237000,-0.46,12.02,113.9,37.63,446.0,460.4,75.7
45238500,-0.46,12.04,112.9,37.92,446.0,460.1,75.8
45240000,-0.46,12.04,113.7,37.60,445.6,459.9,75.7
45241500,-0.46,11.97,114.8,37.61,447.6,462.1,75.6
45243000,-0.46,12.05,112.3,38.04,445.6,459.5,75.9
45244500,-0.46,12.05,113.5,37.57,444.9,459.2,75.7
45246000,-0.46,11.97,113.6,38.11,448.6,462.7,75.8
45247500,-0.46,12.03,113.2,37.88,446.3,460.5,75.8
45249000,-0.46,11.97,114.7,37.66,447.8,462.3,75.6
45250500,-0.46,11.96,115.4,37.48,447.8,462.4,75.6
45252000,-0.46,11.98,115.0,37.51,447.4,462.0,75.6
45253500,-0.46,12.04,113.7,37.62,445.6,459.8,75.7
45255000,-0.46,11.99,113.3,38.08,447.8,461.9,75.8
45256500,-0.46,11.96,114.1,37.98,448.7,463.0,75.7
45258000,-0.46,11.96,114.4,37.83,448.3,462.7,75.7
45259500,-0.46,11.99,115.2,37.40,447.0,461.6,75.6
45261000,-0.46,11.97,113.7,38.03,448.3,462.5,75.8
45262500,-0.46,11.97,115.3,37.46,447.5,462.1,75.6
45264000,-0.46,11.98,115.2,37.39,447.0,461.6,75.5
45265500,-0.47,11.93,116.8,37.16,448.3,463.3,75.4
45267000,-0.46,11.94,115.3,37.67,448.9,463.4,75.6
45268500,-0.46,11.92,114.7,38.04,450.1,464.5,75.7
45270000,-0.46,11.94,115.3,37.68,448.9,463.5,75.6
45271500,-0.46,11.95,114.7,37.83,448.9,463.3,75.7
45273000,-0.46,11.95,115.7,37.45,448.2,462.9,75.5
45274500,-0.45,11.96,113.5,38.20,448.9,463.0,75.8
45276000,-0.46,11.91,115.0,38.01,450.5,465.0,75.7
45277500,-0.46,11.90,116.6,37.44,449.9,464.7,75.5
45279000,-0.46,11.90,116.0,37.66,450.1,464.8,75.6
45280500,-0.46,11.90,115.2,37.95,450.6,465.1,75.7
45282000,-0.45,11.89,113.8,38.60,452.0,466.1,75.9
