Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.17,10.75,55.2,102.08,525.7,528.6,84.0
45001500,-0.17,10.72,55.3,102.66,527.4,530.3,84.0
45003000,-0.17,10.74,54.4,103.86,526.4,529.2,84.1
45004500,-0.16,10.73,53.4,106.03,526.9,529.6,84.2
45006000,-0.16,10.69,53.6,106.37,528.9,531.6,84.2
45007500,-0.17,10.71,54.4,104.38,527.9,530.7,84.1
45009000,-0.17,10.70,54.4,104.65,528.4,531.2,84.1
45010500,-0.17,10.73,54.6,103.60,526.8,529.6,84.1
45012000,-0.17,10.71,54.4,104.49,527.9,530.7,84.1
45013500,-0.16,10.70,52.9,107.78,528.8,531.4,84.3
45015000,-0.16,10.71,52.9,107.41,528.2,530.8,84.3
45016500,-0.17,10.73,54.4,104.09,527.1,529.9,84.1
45018000,-0.16,10.69,53.8,105.94,528.8,531.5,84.2
45019500,-0.16,10.65,53.7,106.94,531.0,533.7,84.2
45021000,-0.16,10.68,53.7,106.51,529.8,532.5,84.2
45022500,-0.17,10.70,54.6,104.10,528.1,531.0,84.1
45024000,-0.17,10.67,54.5,105.01,529.8,532.6,84.1
45025500,-0.16,10.66,53.5,107.15,530.3,533.0,84.2
45027000,-0.16,10.63,53.0,108.91,532.4,535.0,84.3
45028500,-0.16,10.67,54.4,105.30,530.1,532.9,84.1
45030000,-0.16,10.65,53.7,106.96,530.9,533.6,84.2
45031500,-0.17,10.63,54.9,105.06,532.0,534.9,84.1
45033000,-0.16,10.66,53.9,106.45,530.6,533.3,84.2
45034500,-0.16,10.65,53.7,106.99,530.9,533.6,84.2
45036000,-0.17,10.59,55.3,105.08,533.7,536.6,84.1
45037500,-0.16,10.64,53.9,106.86,531.7,534.4,84.2
45039000,-0.17,10.61,55.3,104.69,532.7,535.6,84.1
45040500,-0.16,10.65,54.6,105.32,530.9,533.7,84.1
45042000,-0.17,10.64,55.0,104.61,531.2,534.0,84.1
45043500,-0.16,10.62,54.0,106.99,532.5,535.3,84.2
45045000,-0.16,10.65,53.7,107.07,530.9,533.7,84.2
45046500,-0.16,10.60,54.0,107.49,533.6,536.3,84.2
45048000,-0.16,10.60,54.2,107.06,533.4,536.1,84.2
45049500,-0.17,10.59,55.7,104.28,533.6,536.5,84.0
45051000,-0.16,10.58,53.8,108.17,534.5,537.2,84.3
