Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.36,10.84,111.4,48.02,502.7,515.0,77.5
45001500,-0.36,10.89,111.2,47.67,500.2,512.4,77.5
45003000,-0.36,10.88,110.5,48.05,500.8,512.8,77.6
45004500,-0.36,10.84,110.5,48.47,503.1,515.1,77.6
45006000,-0.36,10.82,111.0,48.34,503.6,515.7,77.6
45007500,-0.36,10.90,109.8,48.22,500.2,512.1,77.6
45009000,-0.37,10.87,111.7,47.58,500.8,513.1,77.4
45010500,-0.36,10.85,111.7,47.74,501.8,514.1,77.4
45012000,-0.37,10.85,112.1,47.58,501.7,514.1,77.4
45013500,-0.36,10.83,109.9,48.78,503.6,515.5,77.7
45015000,-0.36,10.80,111.9,48.14,504.4,516.6,77.5
45016500,-0.37,10.83,112.4,47.60,502.4,514.9,77.4
45018000,-0.36,10.85,111.6,47.78,501.7,513.9,77.5
45019500,-0.37,10.82,112.9,47.50,502.9,515.4,77.4
45021000,-0.36,10.84,111.4,48.06,502.8,515.0,77.5
45022500,-0.36,10.82,110.1,48.83,504.2,516.1,77.7
45024000,-0.36,10.80,112.5,47.83,504.0,516.4,77.4
45025500,-0.36,10.75,113.2,47.99,506.3,518.8,77.4
45027000,-0.36,10.81,110.7,48.60,504.2,516.2,77.6
45028500,-0.36,10.74,113.6,47.87,506.5,519.1,77.4
45030000,-0.36,10.80,110.6,48.73,504.9,516.9,77.6
45031500,-0.36,10.77,112.2,48.31,506.0,518.3,77.5
45033000,-0.36,10.75,113.6,47.77,505.9,518.5,77.3
45034500,-0.37,10.74,114.7,47.41,506.3,519.2,77.2
45036000,-0.36,10.72,112.7,48.47,508.0,520.4,77.5
45037500,-0.36,10.75,112.8,48.13,506.4,518.8,77.4
45039000,-0.36,10.73,113.2,48.20,507.5,520.0,77.4
45040500,-0.36,10.76,112.4,48.22,506.0,518.4,77.5
45042000,-0.36,10.76,111.2,48.79,506.6,518.6,77.6
45043500,-0.36,10.72,112.8,48.45,508.1,520.5,77.5
45045000,-0.36,10.70,113.9,48.11,508.6,521.2,77.4
45046500,-0.35,10.71,111.6,49.12,509.1,521.2,77.6
45048000,-0.36,10.74,112.8,48.25,506.9,519.3,77.5
45049500,-0.36,10.70,112.4,48.79,509.2,521.4,77.5
45051000,-0.35,10.71,111.6,49.08,509.0,521.1,77.6
45052500,-0.35,10.72,110.8,49.42,508.9,520.8,77.7
45054000,-0.35,10.70,111.9,49.10,509.7,521.9,77.6
45055500,-0.36,10.71,112.5,48.73,509.0,521.3,77.5
45057000,-0.36,10.67,113.4,48.69,510.6,523.0,77.5
45058500,-0.36,10.68,113.0,48.74,510.1,522.5,77.5
45060000,-0.36,10.71,113.6,48.16,508.2,520.7,77.4
45061500,-0.35,10.71,111.3,49.25,509.2,521.2,77.7
45063000,-0.35,10.66,112.9,48.96,511.2,523.5,77.5
45064500,-0.35,10.68,112.2,49.07,510.3,522.5,77.6
45066000,-0.36,10.68,113.3,48.57,509.9,522.3,77.5
45067500,-0.36,10.68,113.1,48.73,510.3,522.7,77.5
45069000,-0.36,10.66,113.2,48.85,511.2,523.6,77.5
45070500,-0.36,10.64,113.8,48.78,512.0,524.5,77.5
45072000,-0.35,10.64,112.5,49.34,512.3,524.5,77.6
45073500,-0.36,10.64,114.9,48.23,511.5,524.2,77.3
45075000,-0.35,10.67,111.9,49.36,511.2,523.4,77.6
45076500,-0.36,10.64,114.3,48.56,511.8,524.4,77.4
45078000,-0.35,10.64,111.9,49.65,512.7,524.8,77.7
45079500,-0.35,10.60,112.6,49.66,514.4,526.5,77.6
45081000,-0.35,10.58,112.3,50.01,515.6,527.7,77.7
45082500,-0.35,10.64,113.2,48.97,512.0,524.3,77.5
45084000,-0.35,10.61,112.4,49.72,514.3,526.4,77.7
45085500,-0.35,10.63,112.1,49.66,513.2,525.3,77.7
45087000,-0.35,10.60,113.3,49.41,514.4,526.7,77.6
45088500,-0.36,10.61,114.7,48.61,513.1,525.8,77.4
45090000,-0.35,10.61,112.9,49.48,514.0,526.2,77.6
45091500,-0.35,10.57,112.9,49.84,516.0,528.2,77.7
45093000,-0.35,10.59,111.7,50.24,515.5,527.5,77.8
45094500,-0.35,10.59,114.4,48.94,514.3,526.9,77.5
45096000,-0.35,10.55,112.6,50.22,517.3,529.4,77.7
45097500,-0.35,10.58,112.0,50.13,515.7,527.7,77.7
45099000,-0.35,10.54,113.6,49.79,517.3,529.6,77.6
45100500,-0.34,10.53,112.6,50.38,518.3,530.4,77.7
45102000,-0.35,10.58,112.7,49.91,515.9,528.0,77.7
