Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.46,13.18,96.1,37.49,410.6,421.7,76.8
45001500,-0.47,13.15,97.5,37.05,410.9,422.3,76.6
45003000,-0.47,13.16,96.9,37.25,410.8,422.1,76.7
45004500,-0.46,13.17,96.2,37.50,410.8,422.0,76.8
45006000,-0.46,13.15,96.5,37.49,411.3,422.5,76.8
45007500,-0.46,13.12,96.1,37.87,412.7,423.7,76.9
45009000,-0.46,13.11,96.7,37.68,412.9,424.1,76.8
45010500,-0.46,13.16,96.2,37.61,411.4,422.5,76.8
45012000,-0.46,13.15,96.3,37.60,411.5,422.6,76.8
45013500,-0.46,13.13,96.4,37.67,412.3,423.5,76.8
45015000,-0.47,13.13,97.6,37.18,411.7,423.1,76.7
45016500,-0.46,13.12,97.1,37.42,412.2,423.5,76.7
45018000,-0.45,13.14,94.9,38.26,412.5,423.3,77.0
45019500,-0.46,13.14,96.7,37.48,411.8,423.0,76.8
45021000,-0.46,13.08,97.6,37.48,413.4,424.8,76.7
45022500,-0.46,13.07,97.7,37.49,413.8,425.2,76.7
45024000,-0.46,13.12,97.0,37.48,412.2,423.4,76.8
45025500,-0.46,13.09,96.7,37.78,413.4,424.6,76.8
45027000,-0.46,13.07,96.9,37.83,414.1,425.3,76.8
45028500,-0.47,13.11,98.0,37.12,412.3,423.8,76.6
45030000,-0.46,13.08,96.2,38.05,414.1,425.1,76.9
45031500,-0.46,13.07,96.8,37.90,414.3,425.5,76.9
45033000,-0.46,13.04,98.0,37.49,414.5,425.9,76.7
45034500,-0.46,13.10,96.8,37.71,413.2,424.4,76.8
45036000,-0.46,13.02,97.3,37.94,415.5,426.8,76.8
45037500,-0.46,13.02,97.6,37.81,415.5,426.8,76.8
45039000,-0.46,13.06,97.1,37.79,414.4,425.6,76.8
45040500,-0.46,13.04,98.4,37.37,414.5,426.0,76.6
45042000,-0.46,12.99,97.8,37.91,416.5,427.8,76.8
45043500,-0.46,13.06,98.0,37.40,413.9,425.4,76.7
45045000,-0.46,13.05,98.0,37.47,414.3,425.8,76.7
45046500,-0.46,13.03,97.0,38.06,415.7,426.8,76.9
45048000,-0.46,13.03,97.7,37.74,415.2,426.5,76.8
45049500,-0.46,13.00,98.2,37.67,416.0,427.4,76.7
45051000,-0.46,12.98,97.7,38.01,416.8,428.1,76.8
45052500,-0.46,12.99,98.1,37.80,416.5,427.9,76.7
45054000,-0.46,12.98,98.6,37.67,416.7,428.2,76.7
45055500,-0.46,13.03,98.2,37.54,415.0,426.5,76.7
45057000,-0.46,12.97,98.5,37.71,416.8,428.3,76.7
45058500,-0.46,12.98,98.3,37.74,416.5,428.0,76.7
45060000,-0.46,12.99,98.4,37.64,416.1,427.6,76.7
45061500,-0.46,12.98,98.6,37.65,416.6,428.2,76.7
45063000,-0.46,12.98,98.0,37.87,416.7,428.1,76.8
45064500,-0.46,12.96,98.3,37.89,417.3,428.7,76.7
45066000,-0.45,12.94,97.7,38.26,418.3,429.6,76.9
45067500,-0.45,12.96,97.5,38.25,417.8,429.1,76.9
45069000,-0.46,12.96,98.9,37.65,417.2,428.8,76.7
45070500,-0.45,12.96,97.6,38.24,417.9,429.1,76.9
45072000,-0.46,12.95,99.4,37.51,417.3,429.0,76.6
45073500,-0.46,12.93,99.5,37.55,417.7,429.4,76.6
45075000,-0.45,12.92,98.2,38.20,418.9,430.3,76.8
45076500,-0.46,12.90,99.7,37.67,418.8,430.5,76.6
45078000,-0.46,12.92,99.9,37.45,418.1,429.8,76.6
45079500,-0.46,12.96,98.6,37.77,417.2,428.7,76.7
45081000,-0.46,12.91,99.3,37.82,418.9,430.5,76.7
45082500,-0.46,12.91,98.8,37.98,418.9,430.3,76.7
45084000,-0.45,12.90,98.4,38.22,419.6,431.0,76.8
45085500,-0.46,12.89,98.9,38.07,419.6,431.1,76.7
45087000,-0.45,12.90,98.3,38.26,419.6,431.0,76.8
45088500,-0.45,12.89,97.5,38.70,420.5,431.6,76.9
45090000,-0.46,12.88,99.0,38.09,420.1,431.6,76.7
45091500,-0.45,12.88,98.2,38.44,420.3,431.6,76.9
45093000,-0.46,12.89,99.2,37.93,419.4,430.9,76.7
45094500,-0.45,12.85,98.8,38.39,421.3,432.7,76.8
45096000,-0.46,12.88,98.8,38.16,419.9,431.4,76.8
45097500,-0.46,12.84,99.5,38.14,421.3,432.9,76.7
45099000,-0.46,12.86,100.9,37.41,419.8,431.7,76.5
45100500,-0.46,12.85,99.4,38.13,421.0,432.5,76.7
45102000,-0.46,12.85,99.8,37.94,420.8,432.5,76.7
45103500,-0.46,12.84,100.9,37.55,420.6,432.6,76.5
45105000,-0.46,12.81,100.1,38.01,421.8,433.5,76.6
45106500,-0.45,12.85,97.9,38.78,421.7,432.9,76.9
45108000,-0.46,12.84,99.8,38.03,421.2,432.8,76.7
45109500,-0.45,12.83,99.1,38.37,421.8,433.3,76.8
45111000,-0.46,12.79,100.5,38.01,422.5,434.3,76.6
45112500,-0.45,12.80,99.4,38.40,422.7,434.2,76.8
45114000,-0.46,12.83,99.6,38.14,421.5,433.1,76.7
45115500,-0.46,12.80,100.5,37.93,422.1,433.9,76.6
45117000,-0.46,12.83,100.8,37.67,421.0,432.9,76.5
45118500,-0.46,12.81,100.2,38.02,421.9,433.6,76.6
45120000,-0.45,12.84,99.3,38.22,421.3,432.9,76.7
45121500,-0.45,12.80,99.8,38.25,422.6,434.2,76.7
45123000,-0.46,12.79,100.7,37.94,422.5,434.4,76.6
45124500,-0.45,12.76,99.8,38.47,423.9,435.4,76.8
45126000,-0.46,12.81,100.1,38.06,422.0,433.7,76.7
45127500,-0.46,12.75,100.7,38.17,423.9,435.7,76.6
45129000,-0.45,12.73,100.5,38.42,424.9,436.7,76.7
45130500,-0.45,12.74,100.8,38.21,424.3,436.1,76.6
45132000,-0.45,12.80,99.6,38.34,422.6,434.2,76.7
45133500,-0.45,12.78,100.0,38.29,423.2,434.8,76.7
45135000,-0.45,12.77,100.4,38.20,423.4,435.1,76.7
45136500,-0.44,12.74,98.2,39.34,425.5,436.7,77.0
45138000,-0.45,12.75,99.4,38.75,424.6,436.1,76.8
45139500,-0.46,12.74,100.9,38.17,424.2,436.0,76.6
