Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.19,10.90,58.7,93.22,517.3,520.6,83.5
45001500,-0.18,10.94,57.2,95.10,516.0,519.2,83.7
45003000,-0.18,10.90,57.1,95.89,517.7,520.8,83.7
45004500,-0.18,10.87,58.4,94.16,518.8,522.1,83.6
45006000,-0.18,10.92,58.1,93.96,516.8,520.0,83.6
45007500,-0.19,10.91,59.8,91.23,516.6,520.0,83.4
45009000,-0.19,10.92,59.2,92.12,516.6,520.0,83.5
45010500,-0.19,10.86,59.0,93.42,519.3,522.6,83.5
45012000,-0.18,10.90,57.6,95.01,517.5,520.7,83.6
45013500,-0.18,10.84,58.8,94.23,520.5,523.9,83.6
45015000,-0.19,10.89,59.1,92.73,517.7,521.0,83.5
45016500,-0.19,10.88,58.8,93.53,518.6,521.9,83.5
45018000,-0.18,10.87,58.5,94.08,518.8,522.1,83.6
45019500,-0.18,10.85,57.5,96.21,520.4,523.5,83.7
45021000,-0.18,10.85,57.0,97.00,520.4,523.5,83.7
45022500,-0.19,10.83,59.1,93.79,520.8,524.1,83.5
45024000,-0.19,10.81,60.3,92.25,521.5,524.9,83.4
45025500,-0.19,10.83,59.3,93.46,520.9,524.3,83.5
45027000,-0.19,10.84,59.1,93.55,520.1,523.5,83.5
45028500,-0.18,10.82,59.1,94.01,521.5,524.8,83.5
45030000,-0.19,10.81,59.3,93.75,521.6,525.0,83.5
45031500,-0.18,10.81,58.4,95.29,522.1,525.3,83.6
45033000,-0.18,10.81,58.1,95.72,521.9,525.1,83.6
45034500,-0.18,10.81,59.3,93.92,521.9,525.2,83.5
45036000,-0.18,10.79,57.8,96.77,523.2,526.4,83.7
45037500,-0.18,10.80,59.3,94.12,522.4,525.8,83.5
45039000,-0.18,10.80,56.4,99.00,523.0,526.1,83.8
45040500,-0.18,10.83,59.0,93.91,520.8,524.1,83.5
45042000,-0.18,10.81,58.0,96.05,522.2,525.5,83.7
45043500,-0.18,10.81,58.9,94.56,522.1,525.4,83.6
45045000,-0.18,10.79,57.3,97.55,523.0,526.1,83.8
45046500,-0.18,10.77,58.9,95.14,523.9,527.2,83.6
45048000,-0.18,10.78,57.4,97.72,523.9,527.1,83.8
45049500,-0.18,10.78,57.2,97.87,523.7,526.8,83.8
45051000,-0.18,10.75,57.8,97.37,525.0,528.2,83.7
45052500,-0.18,10.75,57.6,97.84,525.1,528.3,83.7
45054000,-0.18,10.75,58.2,96.66,525.0,528.2,83.7
45055500,-0.18,10.78,58.9,95.12,523.6,526.9,83.6
45057000,-0.18,10.75,58.5,96.22,524.9,528.1,83.6
45058500,-0.18,10.75,57.8,97.40,524.9,528.1,83.7
45060000,-0.18,10.76,58.9,95.40,524.5,527.8,83.6
45061500,-0.18,10.72,58.4,96.81,526.3,529.6,83.7
45063000,-0.18,10.71,58.9,96.25,526.7,530.0,83.6
45064500,-0.19,10.75,60.2,93.44,524.7,528.2,83.5
45066000,-0.18,10.73,58.9,95.91,525.9,529.2,83.6
45067500,-0.18,10.68,57.8,98.58,528.4,531.6,83.8
45069000,-0.18,10.74,57.4,98.27,525.5,528.6,83.8
45070500,-0.18,10.67,58.2,98.05,528.9,532.1,83.7
45072000,-0.18,10.72,58.8,96.26,526.2,529.5,83.6
45073500,-0.17,10.71,57.1,99.47,527.4,530.5,83.8
45075000,-0.18,10.67,58.1,98.45,529.1,532.3,83.7
45076500,-0.18,10.65,58.7,97.80,530.0,533.3,83.7
45078000,-0.18,10.70,60.1,94.47,527.2,530.6,83.5
45079500,-0.18,10.71,58.5,97.08,527.2,530.4,83.7
45081000,-0.18,10.68,57.8,98.77,528.8,532.0,83.8
45082500,-0.18,10.67,59.5,96.04,528.9,532.2,83.6
45084000,-0.17,10.65,57.1,100.46,530.3,533.4,83.9
45085500,-0.18,10.67,58.3,98.02,528.9,532.1,83.7
45087000,-0.18,10.71,57.8,98.07,527.0,530.2,83.7
45088500,-0.18,10.66,58.5,97.81,529.4,532.6,83.7
45090000,-0.18,10.67,59.3,96.47,529.0,532.3,83.6
45091500,-0.17,10.64,57.7,99.57,530.6,533.8,83.8
45093000,-0.17,10.69,57.1,99.82,528.3,531.4,83.8
45094500,-0.18,10.64,60.6,94.83,530.2,533.7,83.5
45096000,-0.18,10.64,59.0,97.54,530.7,533.9,83.7
45097500,-0.17,10.61,56.6,102.31,532.6,535.6,83.9
45099000,-0.18,10.62,58.8,97.95,531.3,534.5,83.7
45100500,-0.17,10.66,57.5,99.53,529.5,532.7,83.8
45102000,-0.18,10.63,58.7,97.98,530.9,534.2,83.7
45103500,-0.17,10.60,58.2,99.45,532.5,535.7,83.8
45105000,-0.18,10.60,59.0,98.20,532.5,535.7,83.7
45106500,-0.18,10.58,59.1,98.36,533.7,537.0,83.7
45108000,-0.17,10.61,57.4,100.76,532.5,535.5,83.8
45109500,-0.17,10.59,58.1,99.96,533.3,536.5,83.8
45111000,-0.18,10.60,59.3,97.64,532.6,535.9,83.6
45112500,-0.17,10.58,56.6,102.82,534.3,537.3,83.9
45114000,-0.17,10.55,58.4,100.03,535.2,538.3,83.8
45115500,-0.17,10.56,58.3,100.10,534.5,537.7,83.8
45117000,-0.18,10.60,60.5,95.70,532.4,535.8,83.5
45118500,-0.17,10.55,57.3,102.07,535.3,538.4,83.9
45120000,-0.17,10.55,56.8,102.89,535.4,538.4,83.9
45121500,-0.17,10.55,57.8,101.20,535.6,538.7,83.8
45123000,-0.18,10.53,59.4,98.91,536.3,539.5,83.7
45124500,-0.17,10.55,57.4,101.82,535.4,538.5,83.9
45126000,-0.17,10.54,57.2,102.43,536.0,539.0,83.9
45127500,-0.17,10.51,59.0,99.94,537.3,540.5,83.7
45129000,-0.17,10.56,58.1,100.57,534.9,538.0,83.8
45130500,-0.18,10.49,59.6,99.26,538.3,541.6,83.7
45132000,-0.18,10.55,60.4,96.64,534.6,538.0,83.6
45133500,-0.17,10.52,57.9,101.62,537.0,540.1,83.8
45135000,-0.17,10.51,56.6,104.11,537.7,540.7,84.0
45136500,-0.18,10.44,61.5,96.91,540.1,543.6,83.5
45138000,-0.17,10.53,58.8,99.79,536.3,539.5,83.7
45139500,-0.17,10.50,58.9,100.21,537.7,540.9,83.7
45141000,-0.17,10.50,56.8,103.88,538.1,541.1,84.0
45142500,-0.17,10.47,58.7,101.01,539.2,542.4,83.8
