Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.47,13.35,95.9,36.60,405.0,416.2,76.7
45001500,-0.48,13.35,96.9,36.18,404.4,415.8,76.5
45003000,-0.48,13.28,97.0,36.53,406.7,418.1,76.6
45004500,-0.48,13.29,98.0,36.05,405.8,417.5,76.4
45006000,-0.48,13.25,98.7,36.02,406.9,418.7,76.4
45007500,-0.48,13.29,97.5,36.29,406.2,417.7,76.5
45009000,-0.48,13.28,97.1,36.51,406.8,418.2,76.6
45010500,-0.47,13.27,96.7,36.69,407.1,418.4,76.6
45012000,-0.48,13.26,97.7,36.38,407.1,418.7,76.5
45013500,-0.48,13.26,97.6,36.38,407.1,418.6,76.5
45015000,-0.48,13.28,97.8,36.21,406.4,418.0,76.5
45016500,-0.47,13.25,96.8,36.80,407.9,419.3,76.6
45018000,-0.48,13.24,97.5,36.54,407.7,419.2,76.6
45019500,-0.48,13.25,97.8,36.37,407.4,419.0,76.5
45021000,-0.48,13.25,97.4,36.52,407.4,418.9,76.6
45022500,-0.48,13.22,98.4,36.33,408.2,419.9,76.4
45024000,-0.47,13.24,97.1,36.75,408.2,419.5,76.6
45025500,-0.47,13.22,97.5,36.63,408.3,419.8,76.6
45027000,-0.47,13.17,98.1,36.76,410.2,421.7,76.6
45028500,-0.48,13.22,98.1,36.40,408.1,419.7,76.5
45030000,-0.48,13.23,98.6,36.15,407.7,419.4,76.4
45031500,-0.48,13.20,98.1,36.55,408.9,420.5,76.5
45033000,-0.47,13.22,97.0,36.88,408.7,420.0,76.7
45034500,-0.47,13.18,98.2,36.64,409.7,421.3,76.5
45036000,-0.48,13.23,98.3,36.29,407.8,419.5,76.4
45037500,-0.48,13.19,98.5,36.44,409.2,420.9,76.5
45039000,-0.47,13.17,98.2,36.69,410.0,421.6,76.5
45040500,-0.47,13.18,97.4,36.95,410.0,421.4,76.6
45042000,-0.48,13.16,99.2,36.30,409.6,421.5,76.4
45043500,-0.47,13.18,98.1,36.66,409.7,421.3,76.5
45045000,-0.48,13.18,98.9,36.31,409.2,421.0,76.4
45046500,-0.47,13.18,97.9,36.75,409.8,421.3,76.6
45048000,-0.47,13.18,97.6,36.83,409.7,421.2,76.6
45049500,-0.47,13.12,98.8,36.71,411.3,423.0,76.5
45051000,-0.47,13.18,97.7,36.85,409.9,421.4,76.6
45052500,-0.47,13.12,98.6,36.81,411.5,423.2,76.5
45054000,-0.48,13.13,99.7,36.32,410.7,422.6,76.4
45055500,-0.47,13.11,98.9,36.72,411.6,423.3,76.5
45057000,-0.48,13.13,99.4,36.39,410.7,422.5,76.4
45058500,-0.47,13.17,97.4,37.03,410.4,421.7,76.7
45060000,-0.47,13.12,98.8,36.74,411.5,423.2,76.5
45061500,-0.48,13.11,99.6,36.42,411.2,423.1,76.4
45063000,-0.48,13.08,100.7,36.19,411.9,424.0,76.3
45064500,-0.47,13.09,99.3,36.67,412.1,423.9,76.5
45066000,-0.47,13.10,99.3,36.66,412.0,423.8,76.5
45067500,-0.48,13.10,99.4,36.57,411.8,423.6,76.4
45069000,-0.48,13.05,100.3,36.49,413.0,425.0,76.4
45070500,-0.47,13.07,98.4,37.15,413.3,424.8,76.6
45072000,-0.47,13.06,99.9,36.62,413.0,424.9,76.4
45073500,-0.47,13.05,99.5,36.87,413.6,425.4,76.5
45075000,-0.47,13.11,98.0,37.13,412.2,423.6,76.6
45076500,-0.48,13.07,100.3,36.40,412.6,424.6,76.3
45078000,-0.47,13.10,99.3,36.62,411.8,423.6,76.4
45079500,-0.47,13.07,99.5,36.71,412.8,424.7,76.4
45081000,-0.47,13.06,99.9,36.65,413.2,425.1,76.4
45082500,-0.47,13.06,99.4,36.82,413.3,425.1,76.5
45084000,-0.48,13.07,99.9,36.54,412.6,424.5,76.4
45085500,-0.47,13.10,98.2,37.12,412.5,424.1,76.6
45087000,-0.47,13.05,99.7,36.72,413.3,425.1,76.4
45088500,-0.47,13.05,99.1,37.02,413.8,425.5,76.5
45090000,-0.47,13.06,99.4,36.85,413.4,425.2,76.5
45091500,-0.47,13.08,98.3,37.13,413.0,424.5,76.6
45093000,-0.47,13.05,99.4,36.83,413.4,425.2,76.5
45094500,-0.48,13.03,100.6,36.47,413.5,425.6,76.3
45096000,-0.47,13.03,99.3,37.06,414.4,426.1,76.5
45097500,-0.47,13.03,99.9,36.77,413.9,425.8,76.4
45099000,-0.47,13.05,99.8,36.71,413.3,425.2,76.4
45100500,-0.47,13.01,99.3,37.17,415.0,426.7,76.5
45102000,-0.47,13.01,100.2,36.81,414.8,426.7,76.4
45103500,-0.47,13.03,99.8,36.80,414.0,425.8,76.4
45105000,-0.47,13.01,100.2,36.77,414.5,426.4,76.4
45106500,-0.47,12.98,100.3,36.97,415.8,427.7,76.4
45108000,-0.47,13.00,99.4,37.19,415.4,427.1,76.5
45109500,-0.47,12.97,100.4,36.96,416.1,428.0,76.4
