Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.54,12.74,117.2,32.19,415.4,431.6,74.2
45001500,-0.54,12.71,117.9,32.07,415.8,432.2,74.2
45003000,-0.54,12.71,118.3,31.98,415.7,432.2,74.1
45004500,-0.55,12.72,118.4,31.88,415.2,431.8,74.1
45006000,-0.55,12.73,118.6,31.80,414.9,431.5,74.1
45007500,-0.54,12.75,117.0,32.19,415.2,431.3,74.3
45009000,-0.53,12.67,117.1,32.57,418.0,434.1,74.3
45010500,-0.54,12.75,116.8,32.20,414.9,431.0,74.3
45012000,-0.54,12.73,118.1,31.94,415.1,431.5,74.1
45013500,-0.54,12.63,118.4,32.38,418.7,435.1,74.2
45015000,-0.54,12.71,118.1,32.05,415.9,432.3,74.2
45016500,-0.55,12.69,119.3,31.75,415.7,432.5,74.0
45018000,-0.53,12.72,115.7,32.75,416.9,432.6,74.5
45019500,-0.54,12.68,118.2,32.19,417.0,433.5,74.2
45021000,-0.54,12.65,118.5,32.22,417.7,434.2,74.2
45022500,-0.54,12.66,118.3,32.21,417.5,433.9,74.2
45024000,-0.54,12.67,118.4,32.19,417.4,433.8,74.2
45025500,-0.54,12.65,118.3,32.29,417.9,434.4,74.2
45027000,-0.54,12.65,119.5,31.94,417.4,434.2,74.0
45028500,-0.54,12.65,118.8,32.11,417.5,434.1,74.1
45030000,-0.54,12.65,118.4,32.28,418.1,434.5,74.2
45031500,-0.54,12.66,118.3,32.25,417.7,434.1,74.2
45033000,-0.54,12.62,118.8,32.30,418.8,435.3,74.2
45034500,-0.55,12.62,120.6,31.71,417.6,434.7,73.9
45036000,-0.54,12.64,118.9,32.17,418.1,434.7,74.1
45037500,-0.54,12.63,119.0,32.18,418.3,434.9,74.1
45039000,-0.54,12.61,118.7,32.41,419.5,436.0,74.2
45040500,-0.54,12.59,118.9,32.46,420.2,436.7,74.2
45042000,-0.54,12.64,118.7,32.26,418.4,434.9,74.2
45043500,-0.54,12.62,119.3,32.16,418.7,435.3,74.1
45045000,-0.54,12.57,120.0,32.21,420.2,437.1,74.1
45046500,-0.54,12.61,120.2,31.90,418.3,435.3,74.0
45048000,-0.54,12.59,119.7,32.20,419.5,436.3,74.1
45049500,-0.54,12.58,119.2,32.41,420.3,436.9,74.2
45051000,-0.54,12.57,119.6,32.31,420.2,436.9,74.1
45052500,-0.54,12.57,119.8,32.25,420.1,436.9,74.1
45054000,-0.54,12.56,119.3,32.48,420.9,437.5,74.2
45055500,-0.53,12.61,118.2,32.56,419.6,435.9,74.3
45057000,-0.54,12.54,120.6,32.16,420.9,437.8,74.0
45058500,-0.54,12.61,118.6,32.46,419.6,436.1,74.2
45060000,-0.53,12.56,119.1,32.56,421.2,437.7,74.2
45061500,-0.54,12.53,119.8,32.47,421.8,438.5,74.1
45063000,-0.53,12.55,119.2,32.55,421.4,437.9,74.2
45064500,-0.54,12.55,119.6,32.46,421.2,437.9,74.2
45066000,-0.53,12.55,119.2,32.57,421.4,437.9,74.2
45067500,-0.54,12.52,120.3,32.37,421.8,438.6,74.1
45069000,-0.53,12.51,120.1,32.48,422.3,439.0,74.1
45070500,-0.54,12.53,119.9,32.47,421.8,438.6,74.1
45072000,-0.54,12.52,120.3,32.39,422.0,438.8,74.1
45073500,-0.53,12.51,119.6,32.66,422.7,439.3,74.2
45075000,-0.53,12.52,119.5,32.61,422.3,438.9,74.2
45076500,-0.53,12.48,119.5,32.87,423.9,440.4,74.3
45078000,-0.53,12.49,119.9,32.68,423.3,440.0,74.2
45079500,-0.54,12.51,120.7,32.32,422.1,439.0,74.0
45081000,-0.54,12.51,120.4,32.40,422.1,439.0,74.1
45082500,-0.53,12.51,119.3,32.77,422.9,439.4,74.3
45084000,-0.54,12.47,121.6,32.27,423.2,440.3,74.0
45085500,-0.53,12.46,120.5,32.68,424.3,441.1,74.1
45087000,-0.54,12.44,121.4,32.46,424.3,441.4,74.0
45088500,-0.54,12.50,121.2,32.18,422.0,439.1,74.0
45090000,-0.54,12.44,121.5,32.46,424.3,441.4,74.0
45091500,-0.54,12.45,121.6,32.37,423.9,441.0,74.0
45093000,-0.53,12.44,121.4,32.51,424.6,441.6,74.0
45094500,-0.53,12.47,120.9,32.49,423.7,440.6,74.1
45096000,-0.53,12.45,121.1,32.56,424.5,441.4,74.1
45097500,-0.53,12.43,121.0,32.67,425.1,442.0,74.1
45099000,-0.53,12.40,121.8,32.58,425.7,442.8,74.0
45100500,-0.54,12.43,122.4,32.23,424.2,441.5,73.9
45102000,-0.53,12.41,122.0,32.50,425.5,442.6,74.0
45103500,-0.53,12.39,122.2,32.54,426.2,443.4,74.0
45105000,-0.53,12.43,121.4,32.57,425.1,442.1,74.1
45106500,-0.54,12.41,122.3,32.38,425.1,442.4,74.0
45108000,-0.54,12.38,122.7,32.40,426.0,443.3,73.9
45109500,-0.53,12.42,120.6,32.85,425.8,442.5,74.2
45111000,-0.53,12.44,121.0,32.64,424.8,441.7,74.1
45112500,-0.53,12.39,121.1,32.86,426.6,443.5,74.2
45114000,-0.54,12.39,122.3,32.48,425.9,443.1,74.0
45115500,-0.52,12.40,120.1,33.10,426.7,443.3,74.3
45117000,-0.53,12.41,121.6,32.62,425.7,442.7,74.1
45118500,-0.54,12.38,122.6,32.44,426.1,443.4,73.9
45120000,-0.53,12.35,122.2,32.73,427.5,444.6,74.0
45121500,-0.54,12.34,123.6,32.37,427.1,444.6,73.9
45123000,-0.54,12.40,122.8,32.29,425.3,442.6,73.9
45124500,-0.53,12.38,122.1,32.62,426.5,443.6,74.0
45126000,-0.53,12.30,123.9,32.49,428.6,446.2,73.9
45127500,-0.54,12.39,122.4,32.47,425.9,443.1,74.0
45129000,-0.53,12.29,122.9,32.84,429.5,446.7,74.0
45130500,-0.53,12.30,122.5,32.95,429.5,446.6,74.1
45132000,-0.54,12.33,123.6,32.44,427.6,445.2,73.9
45133500,-0.53,12.34,122.7,32.65,427.8,445.1,74.0
45135000,-0.53,12.28,123.7,32.71,429.8,447.2,73.9
45136500,-0.53,12.31,123.5,32.57,428.4,445.8,73.9
45138000,-0.53,12.33,121.9,32.94,428.5,445.5,74.1
45139500,-0.53,12.32,123.0,32.67,428.4,445.7,74.0
45141000,-0.53,12.33,122.8,32.71,428.2,445.5,74.0
45142500,-0.53,12.31,122.9,32.77,428.8,446.1,74.0
45144000,-0.53,12.32,121.8,33.07,429.2,446.2,74.2
45145500,-0.53,12.30,123.4,32.69,429.1,446.5,74.0
45147000,-0.53,12.27,123.5,32.81,430.1,447.5,74.0
45148500,-0.53,12.26,124.0,32.73,430.4,447.9,73.9
45150000,-0.53,12.27,123.2,32.90,430.3,447.6,74.0
45151500,-0.53,12.30,122.5,32.95,429.6,446.7,74.1
45153000,-0.53,12.23,123.6,33.01,431.7,449.1,74.0
45154500,-0.53,12.28,122.8,32.96,430.1,447.2,74.1
45156000,-0.54,12.25,125.4,32.33,429.7,447.6,73.7
45157500,-0.53,12.25,123.2,33.00,431.1,448.4,74.0
45159000,-0.53,12.24,123.4,33.00,431.4,448.7,74.0
45160500,-0.53,12.28,123.3,32.80,429.7,447.1,74.0
45162000,-0.54,12.24,125.5,32.38,430.3,448.2,73.7
45163500,-0.53,12.26,123.4,32.87,430.5,447.9,74.0
45165000,-0.53,12.21,124.9,32.73,431.8,449.5,73.9
45166500,-0.53,12.23,124.5,32.71,431.0,448.6,73.9
45168000,-0.53,12.22,124.3,32.84,431.7,449.2,73.9
45169500,-0.53,12.21,124.5,32.88,432.2,449.8,73.9
45171000,-0.53,12.25,123.1,33.05,431.2,448.5,74.1
45172500,-0.52,12.19,124.1,33.10,433.3,450.7,74.0
45174000,-0.53,12.21,123.9,33.03,432.5,449.9,74.0
45175500,-0.53,12.20,124.7,32.85,432.4,450.0,73.9
45177000,-0.53,12.18,125.7,32.64,432.4,450.3,73.8
45178500,-0.53,12.20,124.7,32.85,432.3,450.0,73.9
45180000,-0.52,12.16,124.4,33.14,434.1,451.6,74.0
45181500,-0.53,12.19,124.8,32.87,432.6,450.3,73.9
45183000,-0.53,12.20,124.1,33.00,432.5,450.0,74.0
45184500,-0.52,12.19,123.6,33.27,433.6,450.9,74.1
45186000,-0.53,12.20,124.3,32.95,432.5,450.0,74.0
45187500,-0.53,12.18,125.6,32.67,432.6,450.4,73.8
45189000,-0.53,12.15,125.0,33.06,434.4,452.0,73.9
45190500,-0.52,12.15,124.7,33.14,434.4,452.0,74.0
45192000,-0.53,12.13,125.5,32.99,434.7,452.5,73.9
45193500,-0.53,12.15,125.1,33.02,434.2,451.9,73.9
45195000,-0.53,12.19,125.1,32.80,432.7,450.4,73.9
45196500,-0.52,12.13,125.0,33.18,435.2,452.8,74.0
45198000,-0.53,12.13,125.2,33.08,434.9,452.6,73.9
45199500,-0.53,12.12,126.1,32.84,434.6,452.6,73.8
45201000,-0.52,12.14,124.9,33.11,434.6,452.2,74.0
45202500,-0.52,12.08,125.9,33.16,436.5,454.3,73.9
45204000,-0.52,12.09,124.8,33.45,436.9,454.3,74.1
45205500,-0.53,12.10,126.2,32.95,435.6,453.5,73.8
45207000,-0.52,12.10,125.3,33.26,436.3,454.0,74.0
45208500,-0.52,12.14,124.6,33.25,435.1,452.6,74.0
45210000,-0.53,12.11,126.0,32.98,435.5,453.4,73.9
45211500,-0.53,12.11,126.4,32.86,435.2,453.1,73.8
45213000,-0.52,12.09,125.9,33.13,436.4,454.2,73.9
45214500,-0.52,12.12,124.6,33.35,435.7,453.2,74.0
45216000,-0.52,12.08,125.8,33.20,436.7,454.4,73.9
45217500,-0.53,12.04,127.4,32.96,437.5,455.7,73.8
45219000,-0.52,12.06,126.3,33.19,437.4,455.3,73.9
45220500,-0.53,12.11,126.1,32.97,435.4,453.3,73.9
45222000,-0.53,12.04,127.7,32.86,437.3,455.6,73.7
45223500,-0.52,12.08,125.4,33.34,437.0,454.6,74.0
45225000,-0.52,12.01,127.2,33.16,438.7,456.8,73.8
45226500,-0.52,12.09,125.6,33.21,436.5,454.2,73.9
45228000,-0.52,12.06,126.1,33.22,437.4,455.2,73.9
45229500,-0.52,12.02,126.4,33.39,439.0,456.8,73.9
