Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.18,10.83,57.5,96.43,521.1,524.3,83.7
45001500,-0.18,10.86,57.4,96.19,519.7,522.9,83.7
45003000,-0.18,10.85,56.9,97.10,520.3,523.4,83.8
45004500,-0.18,10.87,58.0,94.92,519.1,522.3,83.6
45006000,-0.18,10.85,58.0,95.41,520.3,523.5,83.6
45007500,-0.18,10.89,56.3,97.53,518.5,521.5,83.8
45009000,-0.18,10.82,56.3,98.75,521.8,524.8,83.8
45010500,-0.18,10.85,57.5,96.08,520.1,523.3,83.7
45012000,-0.18,10.79,56.8,98.47,523.6,526.6,83.8
45013500,-0.18,10.85,58.0,95.37,520.2,523.5,83.6
45015000,-0.18,10.85,58.3,94.80,519.9,523.1,83.6
45016500,-0.18,10.83,58.0,95.64,521.2,524.5,83.6
45018000,-0.18,10.82,57.0,97.69,522.0,525.1,83.8
45019500,-0.18,10.83,57.8,95.98,521.2,524.4,83.7
45021000,-0.18,10.83,57.4,96.61,521.1,524.2,83.7
45022500,-0.17,10.84,55.7,99.55,521.1,524.1,83.9
45024000,-0.17,10.81,55.8,99.74,522.4,525.4,83.9
45025500,-0.18,10.79,57.5,97.33,523.3,526.5,83.7
45027000,-0.18,10.77,58.4,96.20,524.2,527.4,83.6
45028500,-0.18,10.78,57.4,97.54,523.5,526.6,83.7
45030000,-0.18,10.77,56.7,99.06,524.5,527.5,83.8
45031500,-0.18,10.76,57.3,98.07,524.6,527.7,83.8
45033000,-0.18,10.74,56.9,99.23,525.9,528.9,83.8
45034500,-0.18,10.80,56.3,99.20,522.9,525.9,83.9
45036000,-0.18,10.76,57.3,98.14,524.7,527.9,83.8
45037500,-0.17,10.77,56.3,99.83,524.7,527.7,83.9
45039000,-0.17,10.74,56.2,100.46,525.8,528.8,83.9
45040500,-0.18,10.74,57.2,98.58,525.5,528.6,83.8
45042000,-0.18,10.73,58.3,96.90,526.1,529.3,83.7
45043500,-0.17,10.73,55.5,101.84,526.4,529.3,84.0
45045000,-0.18,10.74,58.4,96.58,525.6,528.8,83.7
45046500,-0.17,10.71,56.8,99.93,527.3,530.3,83.9
45048000,-0.18,10.69,57.6,98.89,528.0,531.1,83.8
45049500,-0.18,10.71,57.4,98.97,527.4,530.5,83.8
45051000,-0.18,10.72,57.3,98.80,526.7,529.8,83.8
45052500,-0.18,10.74,57.4,98.34,525.7,528.8,83.8
45054000,-0.17,10.69,56.6,100.64,528.5,531.5,83.9
45055500,-0.17,10.71,54.7,103.96,528.0,530.9,84.1
45057000,-0.18,10.69,57.4,99.24,528.4,531.5,83.8
45058500,-0.17,10.70,56.5,100.52,527.7,530.7,83.9
45060000,-0.17,10.66,57.0,100.64,530.1,533.1,83.9
45061500,-0.18,10.68,58.5,97.36,528.3,531.5,83.7
45063000,-0.17,10.67,57.2,99.89,529.1,532.2,83.8
45064500,-0.17,10.71,56.4,100.75,527.7,530.7,83.9
45066000,-0.17,10.65,56.9,100.87,530.5,533.6,83.9
45067500,-0.17,10.67,56.8,100.70,529.3,532.3,83.9
45069000,-0.17,10.67,56.5,101.21,529.4,532.5,83.9
45070500,-0.17,10.64,55.8,103.17,531.2,534.1,84.0
45072000,-0.17,10.65,56.0,102.48,530.5,533.5,84.0
45073500,-0.17,10.62,57.1,101.06,531.7,534.8,83.9
45075000,-0.17,10.66,57.0,100.53,529.7,532.7,83.9
45076500,-0.18,10.65,57.9,99.23,530.3,533.5,83.8
45078000,-0.17,10.62,57.9,99.73,531.9,535.0,83.8
45079500,-0.18,10.64,57.9,99.23,530.6,533.8,83.8
45081000,-0.18,10.62,59.2,97.49,531.5,534.8,83.6
45082500,-0.17,10.58,56.9,102.26,534.0,537.0,83.9
45084000,-0.17,10.62,56.7,101.74,531.7,534.7,83.9
45085500,-0.17,10.59,57.5,101.00,533.5,536.6,83.8
45087000,-0.17,10.53,56.2,104.41,536.6,539.5,84.0
45088500,-0.17,10.59,56.1,103.48,533.5,536.4,84.0
45090000,-0.17,10.59,56.6,102.61,533.6,536.6,83.9
45091500,-0.17,10.59,55.7,104.11,533.5,536.4,84.0
45093000,-0.17,10.55,56.8,103.02,535.5,538.5,83.9
45094500,-0.17,10.56,58.5,99.88,534.9,538.1,83.8
45096000,-0.18,10.58,59.2,98.21,533.7,536.9,83.7
45097500,-0.17,10.58,56.3,103.28,534.0,536.9,84.0
45099000,-0.17,10.53,56.5,103.91,536.5,539.4,84.0
45100500,-0.17,10.57,57.4,101.58,534.5,537.6,83.9
45102000,-0.16,10.58,55.1,105.58,534.4,537.2,84.1
45103500,-0.17,10.53,57.3,102.50,536.7,539.7,83.9
45105000,-0.17,10.55,57.9,100.92,535.1,538.2,83.8
45106500,-0.17,10.50,57.9,101.91,537.8,540.9,83.9
45108000,-0.17,10.52,58.6,100.30,536.6,539.8,83.8
45109500,-0.17,10.55,58.1,100.73,535.3,538.5,83.8
45111000,-0.17,10.52,56.8,103.63,537.3,540.3,84.0
45112500,-0.18,10.54,59.2,98.84,535.5,538.7,83.7
45114000,-0.17,10.54,56.9,103.02,536.0,539.0,83.9
45115500,-0.17,10.49,56.5,104.82,539.0,541.9,84.0
45117000,-0.17,10.54,56.6,103.66,536.3,539.3,84.0
45118500,-0.17,10.52,58.0,101.46,537.0,540.1,83.8
45120000,-0.17,10.55,58.1,100.66,535.3,538.5,83.8
45121500,-0.17,10.48,57.7,102.65,538.9,541.9,83.9
45123000,-0.17,10.48,58.8,100.73,538.7,541.9,83.8
45124500,-0.17,10.49,57.6,102.81,538.6,541.6,83.9
45126000,-0.17,10.47,57.8,102.79,539.6,542.7,83.9
45127500,-0.17,10.44,57.7,103.44,541.0,544.1,83.9
45129000,-0.17,10.50,56.9,103.80,538.3,541.4,84.0
45130500,-0.17,10.51,57.9,101.76,537.3,540.4,83.9
45132000,-0.17,10.46,57.6,103.20,540.0,543.0,83.9
45133500,-0.17,10.45,59.1,100.86,540.3,543.5,83.8
45135000,-0.17,10.44,57.7,103.53,541.0,544.1,83.9
45136500,-0.17,10.42,57.4,104.49,542.4,545.4,84.0
45138000,-0.17,10.46,58.5,101.64,539.9,543.1,83.8
45139500,-0.17,10.42,58.7,102.18,542.1,545.2,83.8
45141000,-0.16,10.43,56.8,105.29,541.7,544.6,84.0
45142500,-0.16,10.44,56.6,105.54,541.4,544.3,84.0
45144000,-0.17,10.48,56.8,104.39,539.0,542.0,84.0
45145500,-0.17,10.40,58.7,102.61,543.2,546.4,83.8
45147000,-0.16,10.43,55.9,107.25,542.3,545.2,84.1
45148500,-0.17,10.42,59.0,101.64,542.0,545.2,83.8
45150000,-0.16,10.39,56.0,107.80,544.3,547.1,84.1
45151500,-0.16,10.40,55.3,108.88,543.7,546.5,84.2
45153000,-0.16,10.40,56.9,105.72,543.3,546.3,84.0
45154500,-0.17,10.39,57.6,104.67,543.9,546.9,84.0
45156000,-0.17,10.38,58.3,103.54,544.2,547.3,83.9
45157500,-0.17,10.38,57.7,104.68,544.2,547.3,83.9
45159000,-0.17,10.40,57.3,104.95,543.3,546.3,84.0
45160500,-0.17,10.39,57.3,105.21,544.0,547.0,84.0
45162000,-0.17,10.40,58.5,102.91,543.4,546.5,83.9
45163500,-0.16,10.38,56.3,107.36,544.5,547.4,84.1
45165000,-0.17,10.38,57.6,104.86,544.2,547.2,84.0
45166500,-0.16,10.35,55.7,109.30,546.6,549.5,84.2
45168000,-0.17,10.30,58.3,105.17,548.4,551.5,83.9
45169500,-0.16,10.36,56.0,108.50,546.0,548.9,84.1
45171000,-0.17,10.37,58.2,103.90,544.6,547.7,83.9
45172500,-0.17,10.32,59.6,102.52,547.0,550.3,83.8
45174000,-0.16,10.34,57.1,106.70,546.6,549.6,84.0
45175500,-0.16,10.30,55.3,111.18,549.4,552.1,84.3
45177000,-0.17,10.38,57.9,104.50,544.6,547.7,83.9
45178500,-0.17,10.33,58.3,104.73,547.3,550.4,83.9
45180000,-0.16,10.34,56.9,107.14,547.0,549.9,84.1
45181500,-0.16,10.31,57.2,107.13,548.1,551.1,84.0
45183000,-0.16,10.32,57.3,106.84,547.9,550.9,84.0
45184500,-0.16,10.31,57.1,107.43,548.6,551.5,84.1
45186000,-0.16,10.31,57.6,106.40,548.2,551.3,84.0
45187500,-0.16,10.32,56.8,107.80,547.9,550.9,84.1
45189000,-0.16,10.32,57.8,105.86,547.6,550.7,84.0
45190500,-0.16,10.27,55.9,110.62,550.8,553.6,84.2
45192000,-0.17,10.31,59.0,103.82,548.1,551.3,83.9
45193500,-0.17,10.29,59.3,103.81,549.2,552.4,83.8
45195000,-0.16,10.29,56.8,108.40,549.5,552.4,84.1
45196500,-0.16,10.24,57.0,108.98,552.1,555.0,84.1
45198000,-0.16,10.30,56.9,107.78,548.7,551.7,84.1
45199500,-0.16,10.25,57.7,107.48,551.5,554.5,84.0
45201000,-0.16,10.24,56.9,109.17,552.2,555.1,84.1
45202500,-0.16,10.29,57.2,107.63,549.6,552.6,84.1
45204000,-0.16,10.24,57.1,108.78,551.9,554.9,84.1
45205500,-0.16,10.23,57.6,108.04,552.8,555.8,84.0
45207000,-0.16,10.25,58.6,105.79,551.3,554.4,83.9
45208500,-0.16,10.22,55.9,111.54,553.3,556.1,84.2
45210000,-0.17,10.21,59.3,105.22,553.4,556.5,83.9
45211500,-0.16,10.22,58.6,106.30,552.9,556.0,83.9
45213000,-0.16,10.22,56.8,109.87,553.4,556.3,84.1
45214500,-0.16,10.18,58.7,107.13,555.3,558.4,84.0
45216000,-0.16,10.23,56.4,110.41,552.8,555.7,84.2
45217500,-0.16,10.20,58.0,107.80,554.0,557.1,84.0
45219000,-0.16,10.21,56.3,110.99,553.8,556.6,84.2
45220500,-0.16,10.22,57.8,107.69,552.9,555.9,84.0
45222000,-0.16,10.19,58.9,106.53,554.8,557.9,83.9
45223500,-0.16,10.16,58.9,107.14,556.5,559.6,84.0
45225000,-0.16,10.21,57.7,108.46,554.0,557.0,84.1
45226500,-0.16,10.18,58.7,106.98,555.2,558.3,84.0
45228000,-0.16,10.18,56.7,110.93,555.6,558.5,84.2
45229500,-0.16,10.17,57.3,110.03,556.2,559.1,84.1
45231000,-0.16,10.16,56.3,112.01,556.6,559.4,84.2
45232500,-0.16,10.20,58.5,107.06,554.3,557.3,84.0
45234000,-0.16,10.19,57.8,108.58,554.9,557.9,84.1
45235500,-0.16,10.12,57.8,110.20,558.9,561.9,84.1
45237000,-0.16,10.13,58.0,109.49,558.1,561.1,84.1
45238500,-0.16,10.12,58.9,107.83,558.3,561.4,84.0
45240000,-0.16,10.14,58.7,107.90,557.6,560.7,84.0
45241500,-0.16,10.14,56.7,111.69,557.8,560.7,84.2
45243000,-0.16,10.13,59.4,106.91,558.0,561.2,83.9
45244500,-0.16,10.12,58.2,109.31,558.6,561.6,84.1
45246000,-0.16,10.13,56.9,111.57,558.5,561.4,84.2
45247500,-0.16,10.09,57.6,111.19,560.7,563.7,84.1
45249000,-0.15,10.09,56.1,113.98,560.5,563.3,84.3
45250500,-0.16,10.08,59.5,107.70,560.6,563.7,83.9
45252000,-0.15,10.12,55.3,115.16,559.3,562.0,84.4
45253500,-0.16,10.08,59.7,107.37,560.7,563.8,83.9
45255000,-0.15,10.09,55.1,116.46,561.3,564.0,84.4
45256500,-0.16,10.12,57.9,109.98,558.9,561.9,84.1
