Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.55,12.33,127.0,31.40,425.5,444.0,73.4
45001500,-0.56,12.37,126.7,31.28,424.0,442.5,73.4
45003000,-0.56,12.32,128.0,31.18,425.4,444.2,73.2
45004500,-0.56,12.32,129.1,30.85,424.5,443.6,73.1
45006000,-0.55,12.31,127.6,31.36,426.0,444.7,73.3
45007500,-0.55,12.29,127.6,31.45,426.7,445.4,73.4
45009000,-0.55,12.26,128.0,31.48,427.6,446.3,73.3
45010500,-0.55,12.31,127.6,31.32,425.7,444.4,73.3
45012000,-0.55,12.30,127.8,31.33,426.2,444.9,73.3
45013500,-0.56,12.29,128.8,31.09,425.8,444.9,73.2
45015000,-0.55,12.29,126.6,31.72,427.2,445.6,73.5
45016500,-0.55,12.24,129.0,31.33,427.9,447.0,73.2
45018000,-0.56,12.27,128.7,31.24,426.8,445.8,73.2
45019500,-0.55,12.26,127.8,31.54,427.7,446.4,73.4
45021000,-0.55,12.26,127.6,31.65,428.1,446.7,73.4
45022500,-0.55,12.28,127.2,31.63,427.5,446.0,73.4
45024000,-0.55,12.25,128.2,31.49,428.0,446.8,73.3
45025500,-0.55,12.25,128.4,31.47,428.1,446.9,73.3
45027000,-0.55,12.23,129.1,31.34,428.2,447.2,73.2
45028500,-0.56,12.24,130.1,31.04,427.4,446.7,73.1
45030000,-0.55,12.23,128.9,31.40,428.2,447.2,73.3
45031500,-0.55,12.23,129.2,31.33,428.2,447.3,73.2
45033000,-0.56,12.23,130.6,30.89,427.1,446.7,73.0
45034500,-0.56,12.19,130.0,31.30,429.3,448.6,73.2
45036000,-0.56,12.23,129.3,31.28,428.1,447.2,73.2
45037500,-0.55,12.25,127.8,31.63,428.4,447.1,73.4
45039000,-0.55,12.21,128.5,31.64,429.6,448.4,73.3
45040500,-0.55,12.18,129.6,31.50,430.2,449.3,73.2
45042000,-0.56,12.21,130.4,31.06,428.1,447.5,73.1
45043500,-0.56,12.23,129.7,31.21,428.1,447.3,73.1
45045000,-0.56,12.19,130.0,31.29,429.2,448.5,73.1
45046500,-0.55,12.21,129.3,31.43,429.1,448.2,73.2
45048000,-0.55,12.19,128.6,31.74,430.3,449.1,73.4
45049500,-0.55,12.16,129.8,31.51,430.6,449.7,73.2
45051000,-0.55,12.17,129.4,31.59,430.5,449.5,73.3
45052500,-0.56,12.15,131.1,31.23,430.4,449.9,73.1
45054000,-0.55,12.20,129.7,31.36,429.3,448.5,73.2
45055500,-0.55,12.14,130.1,31.59,431.6,450.8,73.2
45057000,-0.55,12.17,129.1,31.72,430.9,449.9,73.3
45058500,-0.55,12.13,130.6,31.48,431.4,450.8,73.2
45060000,-0.56,12.13,131.2,31.31,431.1,450.6,73.1
45061500,-0.55,12.11,131.0,31.46,432.1,451.5,73.1
45063000,-0.56,12.18,130.6,31.20,429.4,448.9,73.1
45064500,-0.55,12.13,130.7,31.45,431.5,450.8,73.1
45066000,-0.55,12.14,130.5,31.44,431.0,450.3,73.2
45067500,-0.56,12.10,132.0,31.27,432.0,451.7,73.0
45069000,-0.55,12.12,131.2,31.35,431.4,450.9,73.1
45070500,-0.56,12.09,132.0,31.27,432.1,451.9,73.0
45072000,-0.55,12.12,131.4,31.32,431.6,451.1,73.1
45073500,-0.55,12.06,131.0,31.75,434.2,453.5,73.2
45075000,-0.55,12.12,130.5,31.57,432.0,451.3,73.2
45076500,-0.55,12.08,131.1,31.61,433.3,452.7,73.2
45078000,-0.55,12.07,131.2,31.64,433.7,453.1,73.2
45079500,-0.55,12.06,131.6,31.57,433.7,453.2,73.1
45081000,-0.54,12.03,130.9,31.94,435.5,454.7,73.3
45082500,-0.55,12.08,131.0,31.67,433.6,452.9,73.2
45084000,-0.55,12.09,131.0,31.61,433.0,452.4,73.2
45085500,-0.55,12.07,130.8,31.79,434.1,453.4,73.2
45087000,-0.55,12.04,131.8,31.64,434.5,454.0,73.1
45088500,-0.55,12.11,130.3,31.70,432.7,451.9,73.2
45090000,-0.55,12.06,131.5,31.59,433.8,453.3,73.1
45091500,-0.55,12.04,131.5,31.75,435.0,454.4,73.2
45093000,-0.55,12.01,132.4,31.66,435.7,455.4,73.1
45094500,-0.55,12.04,132.1,31.56,434.4,454.1,73.1
45096000,-0.55,12.02,132.6,31.50,434.8,454.5,73.0
45097500,-0.55,11.99,132.1,31.84,436.5,456.1,73.2
45099000,-0.55,12.02,132.1,31.69,435.4,454.9,73.1
45100500,-0.55,12.00,132.5,31.66,435.8,455.5,73.1
45102000,-0.54,12.03,131.2,31.91,435.6,455.0,73.2
45103500,-0.54,11.97,132.0,32.02,437.8,457.2,73.2
45105000,-0.54,12.01,131.5,31.90,436.1,455.5,73.2
45106500,-0.55,12.02,132.1,31.68,435.3,454.9,73.1
45108000,-0.55,11.99,132.2,31.83,436.6,456.1,73.2
45109500,-0.54,11.99,131.4,32.06,437.1,456.5,73.3
45111000,-0.54,12.01,131.1,32.03,436.3,455.6,73.3
45112500,-0.54,11.97,132.3,31.90,437.3,456.9,73.2
45114000,-0.55,12.01,131.8,31.80,435.8,455.3,73.2
45115500,-0.55,11.95,133.1,31.81,437.9,457.6,73.1
