Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.22,11.13,65.0,80.61,505.1,509.3,82.7
45001500,-0.22,11.11,65.2,80.51,505.7,509.9,82.7
45003000,-0.21,11.11,64.9,80.92,505.9,510.1,82.7
45004500,-0.22,11.08,65.9,79.98,506.8,511.0,82.6
45006000,-0.21,11.12,64.3,81.59,505.5,509.6,82.8
45007500,-0.21,11.10,65.0,80.99,506.4,510.6,82.7
45009000,-0.21,11.09,63.8,82.59,507.0,511.0,82.8
45010500,-0.21,11.08,64.4,81.98,507.3,511.3,82.8
45012000,-0.21,11.08,64.5,81.88,507.6,511.7,82.8
45013500,-0.21,11.05,65.0,81.70,508.6,512.8,82.7
45015000,-0.21,11.06,63.7,83.26,508.5,512.4,82.9
45016500,-0.21,11.06,65.4,81.05,508.3,512.5,82.7
45018000,-0.21,11.06,64.8,81.67,508.0,512.2,82.7
45019500,-0.21,11.03,64.8,82.25,509.6,513.7,82.8
45021000,-0.21,11.04,65.3,81.40,509.1,513.3,82.7
45022500,-0.22,11.05,66.1,80.18,508.2,512.5,82.6
45024000,-0.22,11.04,66.1,80.43,508.8,513.1,82.6
45025500,-0.21,11.07,63.9,82.94,508.2,512.2,82.8
45027000,-0.21,11.02,65.0,82.11,510.2,514.4,82.7
45028500,-0.22,11.05,65.8,80.70,508.6,512.9,82.6
45030000,-0.21,11.00,64.1,83.62,511.3,515.3,82.9
45031500,-0.21,10.99,65.4,82.05,511.3,515.5,82.7
45033000,-0.21,11.00,65.3,81.99,511.0,515.2,82.7
45034500,-0.22,11.01,66.5,80.28,510.0,514.3,82.6
45036000,-0.21,10.98,64.0,83.99,512.1,516.1,82.9
45037500,-0.21,10.97,63.9,84.35,512.8,516.8,82.9
45039000,-0.22,10.97,67.1,80.21,511.8,516.2,82.5
45040500,-0.21,10.99,64.9,82.62,511.5,515.6,82.8
45042000,-0.22,10.96,68.3,78.85,512.1,516.7,82.4
45043500,-0.22,10.99,66.4,80.79,511.3,515.6,82.6
45045000,-0.21,10.97,64.0,84.13,512.6,516.6,82.9
45046500,-0.21,10.94,63.9,84.69,514.0,518.0,82.9
45048000,-0.21,11.01,64.3,83.22,510.9,515.0,82.8
45049500,-0.21,10.94,65.2,83.11,514.1,518.2,82.8
45051000,-0.21,10.94,66.1,81.96,513.9,518.1,82.7
45052500,-0.20,10.97,63.5,84.91,512.9,516.9,82.9
45054000,-0.21,10.93,65.1,83.32,514.4,518.5,82.8
45055500,-0.21,10.96,66.3,81.38,512.7,516.9,82.6
45057000,-0.21,10.92,65.1,83.48,514.8,518.9,82.8
45058500,-0.21,10.92,65.1,83.48,515.0,519.1,82.8
