Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.54,12.76,117.6,31.94,414.3,430.7,74.2
45001500,-0.54,12.78,116.6,32.12,414.0,430.1,74.3
45003000,-0.55,12.75,118.1,31.81,414.2,430.7,74.1
45004500,-0.55,12.78,118.1,31.65,413.0,429.6,74.0
45006000,-0.54,12.76,117.5,31.96,414.3,430.6,74.2
45007500,-0.55,12.77,118.5,31.56,413.1,429.8,74.0
45009000,-0.55,12.72,118.9,31.70,414.8,431.5,74.0
45010500,-0.55,12.70,119.4,31.65,415.2,432.1,74.0
45012000,-0.55,12.75,118.2,31.79,414.3,430.8,74.1
45013500,-0.54,12.72,118.2,31.97,415.5,432.0,74.1
45015000,-0.54,12.72,117.8,32.05,415.5,431.9,74.2
45016500,-0.55,12.78,117.7,31.80,413.4,429.9,74.1
45018000,-0.54,12.74,117.5,32.08,415.2,431.5,74.2
45019500,-0.54,12.72,118.1,31.97,415.4,431.8,74.1
45021000,-0.55,12.70,119.2,31.77,415.7,432.5,74.0
45022500,-0.55,12.74,118.1,31.85,414.5,431.0,74.1
45024000,-0.54,12.70,118.5,31.95,415.9,432.4,74.1
45025500,-0.55,12.71,119.9,31.47,414.7,431.7,73.9
45027000,-0.54,12.72,118.0,32.02,415.6,432.0,74.1
45028500,-0.54,12.72,117.9,32.07,415.8,432.2,74.2
45030000,-0.54,12.68,118.4,32.10,416.7,433.2,74.1
45031500,-0.54,12.68,118.1,32.22,417.2,433.6,74.2
45033000,-0.54,12.66,118.7,32.14,417.5,434.0,74.1
45034500,-0.54,12.67,119.0,31.97,416.8,433.4,74.1
45036000,-0.54,12.67,118.4,32.15,417.2,433.6,74.2
45037500,-0.54,12.63,119.2,32.10,418.1,434.8,74.1
45039000,-0.54,12.67,119.3,31.90,416.7,433.4,74.0
45040500,-0.54,12.66,118.1,32.31,417.8,434.1,74.2
45042000,-0.54,12.67,119.1,31.97,417.0,433.6,74.1
45043500,-0.54,12.63,119.6,31.99,417.9,434.6,74.0
45045000,-0.54,12.65,118.3,32.32,418.2,434.6,74.2
45046500,-0.54,12.66,118.9,32.06,417.4,434.0,74.1
45048000,-0.54,12.62,119.1,32.21,418.6,435.2,74.1
45049500,-0.54,12.63,119.4,32.04,418.0,434.7,74.1
45051000,-0.54,12.65,118.7,32.18,417.9,434.5,74.1
45052500,-0.55,12.61,121.0,31.69,418.0,435.2,73.9
45054000,-0.54,12.60,120.1,31.97,418.7,435.6,74.0
45055500,-0.54,12.57,120.6,32.00,419.7,436.6,74.0
45057000,-0.54,12.65,119.0,32.11,417.7,434.3,74.1
45058500,-0.54,12.63,119.5,32.05,418.2,435.0,74.1
45060000,-0.54,12.64,118.5,32.30,418.3,434.8,74.2
45061500,-0.54,12.60,119.3,32.25,419.3,435.9,74.1
45063000,-0.54,12.59,120.2,32.05,419.4,436.3,74.0
45064500,-0.54,12.59,119.4,32.26,419.6,436.3,74.1
45066000,-0.54,12.57,119.8,32.28,420.4,437.1,74.1
45067500,-0.54,12.60,119.9,32.08,419.1,435.9,74.0
45069000,-0.54,12.59,119.4,32.28,419.8,436.4,74.1
45070500,-0.54,12.56,120.0,32.26,420.6,437.4,74.1
45072000,-0.54,12.58,119.5,32.29,420.0,436.7,74.1
45073500,-0.54,12.57,120.4,32.09,420.0,436.9,74.0
45075000,-0.54,12.57,120.5,32.07,420.0,436.9,74.0
45076500,-0.54,12.53,120.1,32.38,421.6,438.4,74.1
45078000,-0.54,12.50,122.2,31.91,421.6,438.9,73.8
