Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.37,10.92,111.3,47.28,498.3,510.6,77.4
45001500,-0.37,10.90,111.6,47.38,499.6,511.9,77.4
45003000,-0.37,10.90,112.0,47.17,499.3,511.8,77.4
45004500,-0.36,10.92,110.4,47.72,498.8,510.8,77.5
45006000,-0.36,10.88,111.4,47.61,500.3,512.6,77.5
45007500,-0.36,10.92,110.2,47.86,499.1,511.1,77.6
45009000,-0.37,10.87,112.2,47.33,500.4,512.9,77.4
45010500,-0.37,10.90,111.5,47.40,499.5,511.8,77.4
45012000,-0.37,10.89,113.2,46.66,499.0,511.6,77.2
45013500,-0.37,10.90,111.6,47.32,499.2,511.5,77.4
45015000,-0.37,10.88,113.6,46.59,499.3,512.0,77.2
45016500,-0.36,10.89,110.5,47.96,500.4,512.4,77.5
45018000,-0.36,10.88,110.9,47.85,500.6,512.7,77.5
45019500,-0.37,10.90,111.8,47.28,499.4,511.8,77.4
45021000,-0.36,10.84,112.0,47.72,502.3,514.7,77.4
45022500,-0.36,10.87,111.3,47.78,501.2,513.4,77.5
45024000,-0.36,10.85,111.9,47.66,501.8,514.1,77.4
45025500,-0.37,10.84,112.7,47.36,501.8,514.3,77.3
45027000,-0.36,10.82,110.5,48.58,503.8,515.7,77.6
45028500,-0.36,10.83,111.9,47.88,502.9,515.2,77.5
45030000,-0.36,10.85,111.8,47.74,502.0,514.3,77.4
45031500,-0.36,10.80,112.7,47.76,504.1,516.5,77.4
45033000,-0.37,10.82,113.2,47.36,502.8,515.4,77.3
45034500,-0.37,10.83,113.0,47.32,502.1,514.7,77.3
45036000,-0.36,10.82,112.5,47.70,503.2,515.6,77.4
45037500,-0.37,10.82,113.0,47.42,502.7,515.3,77.3
45039000,-0.37,10.82,112.7,47.60,503.2,515.7,77.4
45040500,-0.37,10.79,113.5,47.49,504.3,517.0,77.3
45042000,-0.36,10.79,112.7,47.81,504.3,516.8,77.4
45043500,-0.36,10.79,111.4,48.48,505.3,517.4,77.6
45045000,-0.36,10.75,112.6,48.30,506.9,519.2,77.5
45046500,-0.36,10.80,112.6,47.82,504.2,516.6,77.4
45048000,-0.36,10.80,111.9,48.07,504.1,516.4,77.5
45049500,-0.36,10.80,111.7,48.26,504.6,516.8,77.5
45051000,-0.36,10.77,112.8,48.04,505.7,518.1,77.4
