Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.54,12.72,117.9,32.04,415.5,431.9,74.2
45001500,-0.54,12.72,117.6,32.16,415.9,432.2,74.2
45003000,-0.54,12.73,117.7,32.08,415.4,431.8,74.2
45004500,-0.54,12.74,117.2,32.16,415.2,431.5,74.2
45006000,-0.54,12.68,117.7,32.32,417.2,433.5,74.2
45007500,-0.54,12.74,116.8,32.29,415.5,431.6,74.3
45009000,-0.54,12.72,118.0,31.98,415.4,431.8,74.1
45010500,-0.54,12.71,117.3,32.33,416.5,432.7,74.3
45012000,-0.54,12.70,117.9,32.19,416.6,432.9,74.2
45013500,-0.53,12.66,117.5,32.49,418.1,434.3,74.3
45015000,-0.54,12.71,117.8,32.13,416.0,432.3,74.2
45016500,-0.54,12.68,118.4,32.11,416.8,433.3,74.1
45018000,-0.54,12.68,118.2,32.15,416.8,433.2,74.2
45019500,-0.54,12.71,117.4,32.28,416.4,432.7,74.3
45021000,-0.54,12.72,117.3,32.22,415.8,432.1,74.2
45022500,-0.53,12.63,118.0,32.51,419.1,435.4,74.3
45024000,-0.54,12.66,117.7,32.42,417.9,434.1,74.3
45025500,-0.54,12.67,118.5,32.10,417.0,433.5,74.1
45027000,-0.54,12.66,118.6,32.14,417.4,433.9,74.1
45028500,-0.54,12.67,117.7,32.41,417.8,434.0,74.3
45030000,-0.54,12.66,118.5,32.17,417.4,433.9,74.2
45031500,-0.54,12.66,118.4,32.22,417.7,434.2,74.2
45033000,-0.54,12.68,118.2,32.17,416.8,433.3,74.2
45034500,-0.54,12.63,118.3,32.39,418.7,435.1,74.2
45036000,-0.53,12.64,117.6,32.55,418.7,434.9,74.3
45037500,-0.54,12.63,119.1,32.14,418.2,434.8,74.1
45039000,-0.54,12.61,119.6,32.15,419.0,435.8,74.1
45040500,-0.54,12.61,119.4,32.17,418.9,435.5,74.1
45042000,-0.54,12.63,118.2,32.46,419.0,435.4,74.2
45043500,-0.54,12.57,119.9,32.27,420.4,437.2,74.1
45045000,-0.54,12.64,119.0,32.16,418.1,434.7,74.1
45046500,-0.54,12.58,119.9,32.21,419.9,436.7,74.1
45048000,-0.54,12.59,119.7,32.21,419.6,436.4,74.1
45049500,-0.54,12.59,119.0,32.42,420.0,436.6,74.2
45051000,-0.54,12.58,119.8,32.22,419.9,436.7,74.1
45052500,-0.54,12.58,119.5,32.31,420.1,436.8,74.1
45054000,-0.54,12.55,120.6,32.11,420.5,437.4,74.0
45055500,-0.53,12.57,118.3,32.77,421.3,437.6,74.3
45057000,-0.54,12.55,120.3,32.20,420.6,437.5,74.0
45058500,-0.54,12.58,119.6,32.26,419.9,436.6,74.1
45060000,-0.53,12.58,118.5,32.61,420.6,437.0,74.3
45061500,-0.53,12.57,119.2,32.48,420.8,437.3,74.2
45063000,-0.54,12.53,120.2,32.34,421.5,438.3,74.1
45064500,-0.54,12.55,121.1,31.97,420.2,437.3,73.9
45066000,-0.54,12.56,119.4,32.47,421.0,437.6,74.2
45067500,-0.53,12.52,120.0,32.49,422.1,438.8,74.1
45069000,-0.54,12.52,121.2,32.10,421.3,438.4,74.0
45070500,-0.54,12.52,120.6,32.31,421.8,438.7,74.0
45072000,-0.53,12.51,120.0,32.54,422.6,439.3,74.1
45073500,-0.53,12.52,120.0,32.50,422.2,439.0,74.1
45075000,-0.53,12.46,120.1,32.78,424.4,441.0,74.2
45076500,-0.54,12.52,121.2,32.10,421.3,438.4,74.0
45078000,-0.53,12.51,119.9,32.57,422.6,439.2,74.2
45079500,-0.54,12.47,121.2,32.42,423.5,440.5,74.0
45081000,-0.53,12.50,120.4,32.50,422.8,439.6,74.1
45082500,-0.53,12.49,120.5,32.48,422.9,439.7,74.1
45084000,-0.54,12.50,120.7,32.37,422.6,439.5,74.1
45085500,-0.54,12.49,120.7,32.44,423.0,439.9,74.1
45087000,-0.53,12.48,120.7,32.49,423.3,440.1,74.1
45088500,-0.53,12.43,121.3,32.58,425.0,441.9,74.1
45090000,-0.53,12.51,120.1,32.50,422.4,439.1,74.1
45091500,-0.53,12.45,120.9,32.59,424.3,441.1,74.1
45093000,-0.53,12.44,121.2,32.53,424.4,441.4,74.1
45094500,-0.53,12.46,120.5,32.67,424.3,441.0,74.1
45096000,-0.53,12.43,120.2,32.93,425.5,442.1,74.2
45097500,-0.54,12.41,122.1,32.47,425.4,442.6,74.0
45099000,-0.54,12.45,121.6,32.39,424.1,441.2,74.0
45100500,-0.54,12.45,121.8,32.30,423.7,440.8,74.0
45102000,-0.53,12.42,120.4,32.93,426.0,442.7,74.2
45103500,-0.54,12.44,122.0,32.33,424.2,441.4,74.0
45105000,-0.53,12.40,121.9,32.56,425.7,442.8,74.0
45106500,-0.54,12.39,122.5,32.46,426.0,443.2,74.0
45108000,-0.53,12.45,121.2,32.52,424.4,441.3,74.1
45109500,-0.53,12.43,120.6,32.80,425.3,442.1,74.2
45111000,-0.54,12.40,122.3,32.44,425.6,442.8,74.0
45112500,-0.53,12.42,121.5,32.56,425.2,442.2,74.0
45114000,-0.53,12.40,121.9,32.58,425.8,442.9,74.0
45115500,-0.54,12.33,123.6,32.42,427.5,445.0,73.9
45117000,-0.53,12.40,121.1,32.83,426.4,443.2,74.1
45118500,-0.53,12.38,121.3,32.85,427.0,443.9,74.1
45120000,-0.53,12.38,122.5,32.49,426.3,443.6,74.0
45121500,-0.53,12.36,122.5,32.61,427.1,444.4,74.0
45123000,-0.53,12.41,121.5,32.66,425.8,442.8,74.1
45124500,-0.53,12.37,121.2,32.95,427.4,444.3,74.2
45126000,-0.54,12.36,123.4,32.31,426.5,444.0,73.9
45127500,-0.53,12.36,122.3,32.65,427.1,444.3,74.0
45129000,-0.53,12.35,122.8,32.59,427.4,444.6,74.0
45130500,-0.53,12.38,121.6,32.77,426.7,443.7,74.1
45132000,-0.53,12.31,123.5,32.58,428.5,445.9,73.9
45133500,-0.53,12.33,123.4,32.50,427.7,445.2,73.9
45135000,-0.53,12.30,122.5,32.94,429.5,446.6,74.1
45136500,-0.53,12.32,122.7,32.75,428.4,445.7,74.0
45138000,-0.53,12.31,123.0,32.73,428.8,446.1,74.0
45139500,-0.53,12.33,122.9,32.66,428.2,445.5,74.0
45141000,-0.54,12.27,125.2,32.29,429.2,447.1,73.7
45142500,-0.53,12.31,122.9,32.79,429.0,446.3,74.0
45144000,-0.53,12.28,123.1,32.86,430.0,447.2,74.0
45145500,-0.53,12.31,122.2,32.94,429.1,446.1,74.1
45147000,-0.53,12.26,123.7,32.83,430.6,448.0,74.0
45148500,-0.53,12.32,123.3,32.59,428.4,445.8,73.9
45150000,-0.53,12.28,123.6,32.71,429.5,447.0,74.0
45151500,-0.53,12.28,123.2,32.81,429.7,447.1,74.0
45153000,-0.53,12.27,124.4,32.55,429.8,447.4,73.9
