Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.17,10.75,54.0,104.48,525.8,528.6,84.1
45001500,-0.16,10.72,51.6,110.13,528.0,530.5,84.4
45003000,-0.17,10.73,54.0,104.86,527.0,529.7,84.2
45004500,-0.17,10.74,53.8,105.00,526.5,529.2,84.2
45006000,-0.16,10.72,53.6,105.78,527.5,530.3,84.2
45007500,-0.17,10.72,54.0,104.87,527.2,530.0,84.1
45009000,-0.17,10.73,53.8,105.23,527.2,529.9,84.2
45010500,-0.17,10.70,54.2,104.84,528.1,530.9,84.1
45012000,-0.16,10.69,52.8,108.07,529.1,531.7,84.3
45013500,-0.16,10.66,53.8,106.69,530.4,533.2,84.2
45015000,-0.17,10.70,54.2,105.12,528.5,531.3,84.1
45016500,-0.16,10.68,53.8,106.29,529.4,532.2,84.2
45018000,-0.16,10.65,54.2,105.93,530.7,533.5,84.2
45019500,-0.16,10.67,53.6,106.78,530.0,532.8,84.2
45021000,-0.16,10.62,53.3,108.37,532.5,535.2,84.3
45022500,-0.16,10.61,53.7,107.68,532.9,535.6,84.2
45024000,-0.16,10.65,52.6,109.38,531.5,534.1,84.3
45025500,-0.17,10.67,54.4,105.22,529.8,532.5,84.1
45027000,-0.17,10.66,56.3,101.72,529.8,532.8,83.9
45028500,-0.16,10.66,54.1,106.03,530.6,533.3,84.2
45030000,-0.16,10.67,51.9,110.48,530.4,532.9,84.4
45031500,-0.16,10.63,52.4,110.21,532.4,535.0,84.4
45033000,-0.16,10.64,54.0,106.54,531.4,534.1,84.2
45034500,-0.16,10.65,53.3,107.75,530.9,533.6,84.3
45036000,-0.16,10.62,53.9,107.12,532.4,535.1,84.2
45037500,-0.17,10.64,55.4,103.87,531.4,534.3,84.0
45039000,-0.17,10.61,55.2,104.99,533.0,535.9,84.1
45040500,-0.16,10.65,53.6,107.30,531.1,533.8,84.2
45042000,-0.17,10.58,55.9,104.19,534.5,537.4,84.0
45043500,-0.16,10.64,51.5,111.76,531.8,534.3,84.5
45045000,-0.16,10.59,54.7,106.20,534.1,536.9,84.1
45046500,-0.16,10.57,53.2,109.64,535.2,537.9,84.3
45048000,-0.16,10.61,54.8,105.70,532.8,535.6,84.1
45049500,-0.16,10.58,53.1,109.55,534.6,537.3,84.3
45051000,-0.16,10.61,52.5,110.39,533.3,535.9,84.4
45052500,-0.16,10.59,53.3,109.05,534.2,536.8,84.3
45054000,-0.16,10.57,54.9,106.28,535.1,537.9,84.1
45055500,-0.17,10.56,55.5,105.22,535.2,538.1,84.1
45057000,-0.15,10.58,51.8,112.39,534.9,537.4,84.5
45058500,-0.16,10.59,54.4,106.82,533.8,536.6,84.2
45060000,-0.16,10.55,54.0,108.39,536.0,538.7,84.2
45061500,-0.16,10.57,54.3,107.40,534.9,537.6,84.2
45063000,-0.16,10.59,54.7,106.32,534.0,536.8,84.2
45064500,-0.16,10.56,54.4,107.41,535.7,538.4,84.2
45066000,-0.16,10.55,52.9,110.62,536.2,538.8,84.4
45067500,-0.16,10.56,53.9,108.52,535.8,538.6,84.3
45069000,-0.16,10.55,54.8,106.93,536.1,538.9,84.2
45070500,-0.16,10.55,53.7,109.27,536.5,539.1,84.3
45072000,-0.15,10.51,52.6,112.32,538.7,541.2,84.4
45073500,-0.16,10.52,54.5,108.19,537.7,540.5,84.2
45075000,-0.16,10.52,53.0,111.32,538.0,540.6,84.4
45076500,-0.16,10.47,55.5,107.21,540.1,542.9,84.1
45078000,-0.16,10.52,54.6,107.79,537.6,540.4,84.2
45079500,-0.15,10.51,52.5,112.59,538.7,541.3,84.4
45081000,-0.15,10.52,52.2,112.87,538.0,540.5,84.5
45082500,-0.15,10.51,52.5,112.43,538.5,541.1,84.4
45084000,-0.15,10.48,51.7,115.03,540.3,542.8,84.5
45085500,-0.16,10.47,54.3,109.57,540.5,543.2,84.3
45087000,-0.16,10.45,54.3,109.85,541.2,544.0,84.3
45088500,-0.15,10.48,51.9,114.35,540.0,542.5,84.5
45090000,-0.16,10.46,53.4,111.63,541.1,543.8,84.4
45091500,-0.15,10.46,51.9,114.96,541.5,543.9,84.5
45093000,-0.16,10.42,53.9,111.35,542.8,545.5,84.3
45094500,-0.15,10.46,52.4,113.63,541.0,543.5,84.5
45096000,-0.15,10.44,53.0,112.88,541.9,544.5,84.4
45097500,-0.15,10.43,52.6,114.02,542.8,545.3,84.5
45099000,-0.16,10.42,54.4,110.38,543.0,545.7,84.3
45100500,-0.15,10.44,52.5,113.85,542.0,544.6,84.5
45102000,-0.16,10.45,54.1,110.28,541.4,544.1,84.3
45103500,-0.16,10.43,54.8,109.42,542.3,545.1,84.2
45105000,-0.16,10.37,55.1,109.92,545.4,548.2,84.2
45106500,-0.16,10.42,53.8,111.76,543.3,546.0,84.3
45108000,-0.15,10.41,53.2,113.12,543.6,546.2,84.4
45109500,-0.16,10.40,54.2,111.34,544.3,547.0,84.3
45111000,-0.15,10.43,53.1,112.82,542.6,545.2,84.4
45112500,-0.15,10.44,53.0,112.95,542.3,544.9,84.4
45114000,-0.16,10.40,53.9,111.78,543.9,546.5,84.3
45115500,-0.16,10.42,55.3,108.56,542.8,545.6,84.2
45117000,-0.16,10.39,55.1,109.63,544.6,547.4,84.2
45118500,-0.15,10.40,51.5,117.25,544.7,547.1,84.6
45120000,-0.15,10.39,53.3,113.35,544.8,547.4,84.4
