Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.48,13.31,97.0,36.39,405.8,417.2,76.6
45001500,-0.48,13.32,97.4,36.11,405.0,416.5,76.5
45003000,-0.48,13.37,96.5,36.24,404.0,415.3,76.6
45004500,-0.48,13.34,96.3,36.44,404.8,416.1,76.6
45006000,-0.48,13.28,97.2,36.43,406.6,418.0,76.6
45007500,-0.48,13.35,96.5,36.32,404.4,415.7,76.6
45009000,-0.48,13.31,96.7,36.49,405.9,417.3,76.6
45010500,-0.48,13.33,97.0,36.25,405.0,416.5,76.5
45012000,-0.48,13.35,97.4,35.96,404.0,415.6,76.5
45013500,-0.48,13.34,96.1,36.57,405.2,416.4,76.7
45015000,-0.48,13.34,96.3,36.46,404.9,416.2,76.6
45016500,-0.47,13.29,96.5,36.67,406.5,417.8,76.6
45018000,-0.48,13.31,97.4,36.18,405.4,416.9,76.5
45019500,-0.48,13.26,98.2,36.10,406.6,418.3,76.4
45021000,-0.48,13.29,97.5,36.24,406.0,417.6,76.5
45022500,-0.47,13.27,96.0,37.00,407.6,418.7,76.7
45024000,-0.48,13.28,97.7,36.28,406.5,418.1,76.5
45025500,-0.48,13.28,97.1,36.48,406.5,418.0,76.6
45027000,-0.48,13.29,98.1,36.03,405.8,417.4,76.4
45028500,-0.48,13.26,98.0,36.20,406.8,418.5,76.4
45030000,-0.48,13.25,98.0,36.27,407.1,418.8,76.5
45031500,-0.48,13.25,97.4,36.52,407.5,419.0,76.6
45033000,-0.48,13.22,97.8,36.57,408.4,420.0,76.5
45034500,-0.48,13.24,98.4,36.17,407.3,419.0,76.4
45036000,-0.48,13.24,98.3,36.23,407.4,419.1,76.4
45037500,-0.48,13.23,98.7,36.15,407.7,419.5,76.4
45039000,-0.48,13.23,98.1,36.35,407.8,419.4,76.5
45040500,-0.48,13.20,97.9,36.58,408.9,420.4,76.5
45042000,-0.48,13.20,99.0,36.17,408.5,420.3,76.4
45043500,-0.49,13.22,100.1,35.59,407.1,419.2,76.2
45045000,-0.48,13.22,98.8,36.09,407.7,419.5,76.4
45046500,-0.48,13.25,98.1,36.25,407.3,418.9,76.5
45048000,-0.47,13.18,97.9,36.72,409.6,421.1,76.6
45049500,-0.48,13.19,99.0,36.24,408.9,420.7,76.4
45051000,-0.48,13.20,98.6,36.31,408.5,420.3,76.4
45052500,-0.48,13.22,98.9,36.10,407.8,419.6,76.4
45054000,-0.47,13.19,98.0,36.64,409.3,420.8,76.5
45055500,-0.48,13.20,98.1,36.55,408.9,420.5,76.5
45057000,-0.48,13.12,99.7,36.34,411.0,422.9,76.4
45058500,-0.48,13.21,98.0,36.50,408.6,420.2,76.5
