Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.60,12.68,129.5,28.87,409.8,429.8,72.5
45001500,-0.60,12.69,128.5,29.05,409.8,429.4,72.6
45003000,-0.60,12.70,128.8,28.94,409.3,429.1,72.5
45004500,-0.60,12.70,128.2,29.11,409.7,429.3,72.6
45006000,-0.59,12.69,127.6,29.32,410.5,429.8,72.7
45007500,-0.60,12.66,129.7,28.90,410.3,430.4,72.5
45009000,-0.59,12.67,128.0,29.30,410.9,430.4,72.7
45010500,-0.60,12.67,129.7,28.86,410.0,430.1,72.4
45012000,-0.60,12.66,129.3,29.00,410.4,430.3,72.5
45013500,-0.60,12.68,128.2,29.18,410.3,429.9,72.6
45015000,-0.60,12.71,128.8,28.87,408.8,428.6,72.5
45016500,-0.60,12.63,129.7,29.08,411.6,431.6,72.5
45018000,-0.60,12.65,128.8,29.20,411.2,430.9,72.6
45019500,-0.60,12.67,129.1,29.00,410.1,430.0,72.5
45021000,-0.60,12.68,129.1,28.98,410.0,429.8,72.5
45022500,-0.60,12.63,129.8,29.00,411.3,431.3,72.5
45024000,-0.60,12.65,129.0,29.16,411.3,431.1,72.6
45025500,-0.60,12.65,129.5,28.99,410.7,430.7,72.5
45027000,-0.60,12.64,129.5,29.09,411.4,431.3,72.5
45028500,-0.60,12.63,129.5,29.13,411.8,431.7,72.5
45030000,-0.60,12.64,129.1,29.19,411.6,431.4,72.6
45031500,-0.60,12.58,130.1,29.19,413.1,433.1,72.5
45033000,-0.60,12.59,130.0,29.20,413.0,433.0,72.5
45034500,-0.60,12.59,130.3,29.08,412.6,432.7,72.5
45036000,-0.60,12.61,129.5,29.19,412.3,432.2,72.6
45037500,-0.59,12.60,128.0,29.68,413.9,433.3,72.8
45039000,-0.60,12.57,130.5,29.15,413.4,433.5,72.5
45040500,-0.60,12.59,131.4,28.82,412.0,432.5,72.3
45042000,-0.60,12.59,130.6,29.00,412.4,432.6,72.4
45043500,-0.60,12.58,131.2,28.92,412.5,432.9,72.4
45045000,-0.59,12.58,129.4,29.37,413.5,433.3,72.6
45046500,-0.60,12.57,130.6,29.08,413.0,433.2,72.4
45048000,-0.59,12.53,130.5,29.34,414.9,434.9,72.5
45049500,-0.60,12.55,131.2,29.03,413.5,433.8,72.4
45051000,-0.59,12.57,129.9,29.29,413.6,433.5,72.6
45052500,-0.60,12.55,131.0,29.10,413.7,434.0,72.4
45054000,-0.60,12.55,130.9,29.13,413.8,434.0,72.4
45055500,-0.59,12.55,130.4,29.25,414.0,434.1,72.5
45057000,-0.59,12.56,130.2,29.27,413.9,433.9,72.5
45058500,-0.60,12.56,131.4,28.93,412.9,433.3,72.3
45060000,-0.59,12.49,130.3,29.59,416.7,436.6,72.6
45061500,-0.59,12.53,130.2,29.43,415.2,435.1,72.6
45063000,-0.59,12.51,131.2,29.25,415.2,435.4,72.5
45064500,-0.60,12.51,132.5,28.89,414.3,435.0,72.3
45066000,-0.59,12.50,131.6,29.22,415.5,435.8,72.4
45067500,-0.59,12.52,130.6,29.38,415.4,435.4,72.5
45069000,-0.59,12.54,130.6,29.26,414.4,434.5,72.5
45070500,-0.59,12.51,131.0,29.28,415.2,435.4,72.5
45072000,-0.59,12.50,131.2,29.28,415.5,435.7,72.5
45073500,-0.59,12.53,130.5,29.35,414.9,435.0,72.5
45075000,-0.59,12.51,130.8,29.38,415.7,435.8,72.5
45076500,-0.59,12.52,130.5,29.40,415.5,435.5,72.6
45078000,-0.59,12.45,132.2,29.28,416.9,437.3,72.4
45079500,-0.59,12.44,132.3,29.31,417.2,437.7,72.4
45081000,-0.59,12.41,131.7,29.63,418.9,439.1,72.6
45082500,-0.59,12.46,132.2,29.25,416.6,437.0,72.4
45084000,-0.59,12.47,130.9,29.57,417.2,437.3,72.6
45085500,-0.59,12.42,132.3,29.42,418.1,438.5,72.4
45087000,-0.59,12.45,131.9,29.41,417.4,437.7,72.5
45088500,-0.59,12.44,132.1,29.38,417.6,438.0,72.4
45090000,-0.59,12.42,131.7,29.59,418.6,438.8,72.5
45091500,-0.59,12.45,132.4,29.26,417.0,437.6,72.4
45093000,-0.59,12.44,131.6,29.53,417.9,438.1,72.5
45094500,-0.59,12.39,133.1,29.39,419.0,439.6,72.4
45096000,-0.59,12.44,132.5,29.29,417.3,437.9,72.4
45097500,-0.59,12.39,133.2,29.33,418.7,439.4,72.3
45099000,-0.59,12.43,132.5,29.32,417.6,438.1,72.4
45100500,-0.59,12.38,133.3,29.37,419.2,439.9,72.4
45102000,-0.59,12.38,132.7,29.52,419.5,440.0,72.4
45103500,-0.59,12.44,132.3,29.35,417.6,438.0,72.4
45105000,-0.59,12.39,132.4,29.56,419.4,439.8,72.5
45106500,-0.59,12.40,132.1,29.59,419.1,439.4,72.5
45108000,-0.59,12.40,132.1,29.60,419.3,439.6,72.5
45109500,-0.59,12.42,131.9,29.55,418.6,438.9,72.5
