Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.36,10.89,110.4,48.03,500.4,512.5,77.6
45001500,-0.36,10.89,109.8,48.33,500.9,512.8,77.6
45003000,-0.36,10.91,109.4,48.35,500.1,511.9,77.7
45004500,-0.36,10.85,111.2,48.00,502.0,514.2,77.5
45006000,-0.36,10.85,110.9,48.13,502.2,514.3,77.5
45007500,-0.36,10.87,110.2,48.29,501.6,513.6,77.6
45009000,-0.35,10.84,108.8,49.25,503.6,515.2,77.8
45010500,-0.36,10.84,111.9,47.77,502.4,514.8,77.4
45012000,-0.36,10.85,110.9,48.15,502.3,514.4,77.5
45013500,-0.36,10.87,110.7,48.05,501.4,513.5,77.5
45015000,-0.36,10.85,111.6,47.80,501.8,514.0,77.5
45016500,-0.36,10.84,110.2,48.56,502.9,514.8,77.6
45018000,-0.36,10.84,112.0,47.69,502.2,514.5,77.4
45019500,-0.36,10.82,110.7,48.49,503.8,515.8,77.6
45021000,-0.36,10.83,111.0,48.21,503.0,515.1,77.5
45022500,-0.36,10.82,111.2,48.27,503.7,515.9,77.5
45024000,-0.36,10.80,110.8,48.64,504.8,516.9,77.6
45025500,-0.36,10.80,110.6,48.72,504.9,516.8,77.6
45027000,-0.36,10.80,112.4,47.90,504.1,516.5,77.4
45028500,-0.36,10.81,111.3,48.32,504.1,516.3,77.5
45030000,-0.36,10.80,112.1,48.01,504.2,516.6,77.5
45031500,-0.36,10.82,111.0,48.36,503.8,515.8,77.6
45033000,-0.36,10.80,112.7,47.79,504.1,516.5,77.4
45034500,-0.36,10.77,112.5,48.16,505.8,518.1,77.5
45036000,-0.36,10.80,110.9,48.62,505.0,517.0,77.6
45037500,-0.36,10.76,112.1,48.45,506.5,518.7,77.5
45039000,-0.36,10.78,112.8,47.95,505.2,517.7,77.4
45040500,-0.35,10.77,109.9,49.38,506.9,518.7,77.8
45042000,-0.36,10.79,111.4,48.48,505.2,517.3,77.6
45043500,-0.36,10.76,112.7,48.14,506.1,518.5,77.4
45045000,-0.36,10.76,111.2,48.88,506.9,518.9,77.6
45046500,-0.36,10.73,112.5,48.54,507.9,520.2,77.5
45048000,-0.35,10.76,110.4,49.26,507.3,519.1,77.7
45049500,-0.36,10.73,112.5,48.52,507.8,520.1,77.5
45051000,-0.36,10.73,112.3,48.64,508.0,520.3,77.5
45052500,-0.36,10.73,112.8,48.33,507.4,519.8,77.5
45054000,-0.36,10.70,112.9,48.64,509.3,521.6,77.5
45055500,-0.35,10.71,111.1,49.38,509.4,521.4,77.7
45057000,-0.36,10.73,112.4,48.58,508.0,520.3,77.5
45058500,-0.36,10.69,112.5,48.93,510.1,522.3,77.6
45060000,-0.36,10.71,112.3,48.84,509.1,521.3,77.6
45061500,-0.36,10.72,112.4,48.70,508.5,520.8,77.5
45063000,-0.35,10.70,111.6,49.24,509.8,521.9,77.7
45064500,-0.35,10.68,112.1,49.15,510.4,522.5,77.6
45066000,-0.35,10.64,112.7,49.22,512.1,524.4,77.6
45067500,-0.35,10.68,112.5,48.99,510.5,522.7,77.6
45069000,-0.35,10.67,111.4,49.62,511.5,523.5,77.7
45070500,-0.36,10.67,113.3,48.71,510.6,523.0,77.5
45072000,-0.36,10.71,112.3,48.73,508.6,520.9,77.5
45073500,-0.35,10.63,113.2,49.11,512.6,524.9,77.5
45075000,-0.36,10.63,114.0,48.69,512.1,524.6,77.4
45076500,-0.36,10.66,114.1,48.39,510.6,523.2,77.4
45078000,-0.36,10.63,114.3,48.56,512.0,524.6,77.4
45079500,-0.35,10.63,112.5,49.47,513.0,525.2,77.6
45081000,-0.36,10.63,113.8,48.82,512.4,524.8,77.5
45082500,-0.35,10.65,112.9,49.04,511.6,523.9,77.6
45084000,-0.35,10.66,112.2,49.30,511.5,523.7,77.6
45085500,-0.35,10.63,113.0,49.23,512.9,525.2,77.6
45087000,-0.35,10.65,112.3,49.32,511.9,524.0,77.6
45088500,-0.35,10.62,111.6,50.01,514.0,526.0,77.8
45090000,-0.35,10.64,112.7,49.26,512.3,524.5,77.6
45091500,-0.35,10.62,113.2,49.26,513.4,525.7,77.6
45093000,-0.36,10.64,114.0,48.61,511.6,524.1,77.4
45094500,-0.35,10.62,113.0,49.33,513.5,525.8,77.6
45096000,-0.35,10.64,112.6,49.29,512.2,524.5,77.6
45097500,-0.35,10.62,113.8,48.97,513.1,525.5,77.5
45099000,-0.35,10.58,113.3,49.60,515.5,527.8,77.6
45100500,-0.35,10.60,112.7,49.65,514.4,526.6,77.6
45102000,-0.36,10.59,116.5,47.99,513.5,526.5,77.2
45103500,-0.35,10.57,113.4,49.64,515.9,528.2,77.6
45105000,-0.35,10.57,112.5,50.10,516.5,528.6,77.7
45106500,-0.36,10.57,115.0,48.86,515.0,527.7,77.4
45108000,-0.36,10.55,115.4,48.87,516.1,528.8,77.4
45109500,-0.36,10.54,116.4,48.53,516.3,529.2,77.3
45111000,-0.35,10.56,114.0,49.40,516.0,528.4,77.5
45112500,-0.35,10.52,113.4,50.15,518.8,531.0,77.7
45114000,-0.35,10.53,114.4,49.54,517.7,530.2,77.5
45115500,-0.35,10.55,114.4,49.35,516.5,529.0,77.5
45117000,-0.35,10.56,113.1,49.86,516.6,528.9,77.6
45118500,-0.35,10.56,113.4,49.74,516.5,528.9,77.6
45120000,-0.35,10.50,114.6,49.70,519.0,531.6,77.5
45121500,-0.35,10.54,114.6,49.35,516.9,529.4,77.5
45123000,-0.35,10.54,115.1,49.11,516.8,529.5,77.4
45124500,-0.36,10.51,117.0,48.48,517.2,530.3,77.3
45126000,-0.35,10.52,113.6,50.04,518.7,531.0,77.6
45127500,-0.35,10.50,115.6,49.32,518.9,531.6,77.4
45129000,-0.35,10.48,114.4,49.99,520.1,532.6,77.6
45130500,-0.35,10.53,114.4,49.49,517.3,529.8,77.5
45132000,-0.35,10.47,115.2,49.73,520.3,532.9,77.5
45133500,-0.34,10.51,112.9,50.44,519.3,531.4,77.7
45135000,-0.35,10.44,115.9,49.72,521.8,534.5,77.5
45136500,-0.35,10.49,114.3,49.99,519.8,532.2,77.6
45138000,-0.35,10.47,115.8,49.44,520.1,532.8,77.4
45139500,-0.35,10.42,116.2,49.75,522.6,535.3,77.5
45141000,-0.35,10.46,115.5,49.66,520.6,533.3,77.5
45142500,-0.35,10.39,116.1,50.08,524.3,537.0,77.5
45144000,-0.35,10.47,115.1,49.76,520.2,532.8,77.5
45145500,-0.35,10.46,114.8,50.05,521.4,533.9,77.6
45147000,-0.35,10.43,115.6,49.93,522.3,535.0,77.5
45148500,-0.35,10.43,116.1,49.67,522.0,534.8,77.5
45150000,-0.35,10.43,115.6,49.94,522.5,535.1,77.5
45151500,-0.34,10.42,114.7,50.49,523.4,535.9,77.6
45153000,-0.35,10.46,114.5,50.18,521.3,533.7,77.6
45154500,-0.35,10.46,114.6,50.11,521.2,533.7,77.6
45156000,-0.34,10.39,115.3,50.50,524.7,537.2,77.6
45157500,-0.34,10.40,114.8,50.59,524.3,536.7,77.6
45159000,-0.35,10.41,117.9,49.07,522.5,535.6,77.3
45160500,-0.35,10.41,116.7,49.66,523.2,536.1,77.4
45162000,-0.34,10.41,112.4,51.67,524.8,536.7,77.9
45163500,-0.35,10.37,116.8,49.96,525.2,538.0,77.5
45165000,-0.34,10.38,115.3,50.57,525.2,537.7,77.6
45166500,-0.34,10.42,114.9,50.36,523.3,535.8,77.6
45168000,-0.35,10.38,116.0,50.24,525.0,537.7,77.5
45169500,-0.34,10.35,114.7,51.17,527.3,539.6,77.7
45171000,-0.34,10.36,115.7,50.62,526.4,538.9,77.6
45172500,-0.35,10.34,118.4,49.48,525.9,539.1,77.3
45174000,-0.35,10.36,117.5,49.71,525.3,538.2,77.4
45175500,-0.35,10.35,117.6,49.78,525.9,538.9,77.4
45177000,-0.35,10.36,117.0,50.01,525.9,538.8,77.5
45178500,-0.35,10.36,116.2,50.31,525.8,538.5,77.5
45180000,-0.35,10.32,118.6,49.68,527.3,540.5,77.3
45181500,-0.34,10.31,117.2,50.44,528.7,541.6,77.5
45183000,-0.34,10.36,113.5,51.65,527.1,539.2,77.8
45184500,-0.35,10.29,118.9,49.87,529.0,542.2,77.3
45186000,-0.34,10.31,116.7,50.68,528.8,541.5,77.6
45187500,-0.34,10.35,115.7,50.70,526.7,539.3,77.6
45189000,-0.34,10.31,116.8,50.61,528.7,541.4,77.5
45190500,-0.34,10.31,116.8,50.63,528.9,541.6,77.5
45192000,-0.34,10.30,117.2,50.56,529.3,542.1,77.5
45193500,-0.35,10.27,118.2,50.30,530.1,543.2,77.4
45195000,-0.35,10.31,117.8,50.15,528.3,541.3,77.4
45196500,-0.34,10.27,117.4,50.71,530.5,543.4,77.5
45198000,-0.34,10.27,117.4,50.70,530.6,543.5,77.5
45199500,-0.34,10.28,117.6,50.52,529.9,542.8,77.5
45201000,-0.34,10.29,116.9,50.71,529.5,542.3,77.5
45202500,-0.34,10.28,117.3,50.73,530.3,543.1,77.5
45204000,-0.35,10.27,118.3,50.30,530.2,543.3,77.4
45205500,-0.34,10.20,118.6,50.90,534.1,547.1,77.5
45207000,-0.34,10.26,118.3,50.38,530.6,543.7,77.4
45208500,-0.34,10.27,116.1,51.38,531.4,543.9,77.7
45210000,-0.34,10.25,117.2,51.03,531.9,544.6,77.6
45211500,-0.34,10.27,116.5,51.12,530.9,543.6,77.6
45213000,-0.34,10.24,117.0,51.16,532.3,545.0,77.6
45214500,-0.34,10.26,117.0,51.00,531.4,544.1,77.6
45216000,-0.34,10.22,118.5,50.71,532.9,546.0,77.5
45217500,-0.34,10.24,117.7,50.93,532.5,545.3,77.5
45219000,-0.34,10.22,118.1,50.96,533.4,546.3,77.5
45220500,-0.34,10.20,118.5,50.93,534.1,547.0,77.5
45222000,-0.34,10.21,118.1,51.00,533.6,546.6,77.5
45223500,-0.34,10.20,118.6,50.90,534.1,547.1,77.5
45225000,-0.34,10.22,117.5,51.19,533.3,546.1,77.6
45226500,-0.34,10.22,119.0,50.48,532.8,545.9,77.4
45228000,-0.34,10.15,120.1,50.70,536.4,549.7,77.4
45229500,-0.34,10.18,119.6,50.58,534.6,547.8,77.4
45231000,-0.35,10.21,119.5,50.35,533.0,546.3,77.4
45232500,-0.34,10.21,116.9,51.56,534.2,546.9,77.7
45234000,-0.34,10.16,119.4,50.94,536.2,549.3,77.4
45235500,-0.33,10.21,116.3,51.87,534.6,547.1,77.7
45237000,-0.34,10.15,120.5,50.47,535.9,549.3,77.3
45238500,-0.34,10.17,118.5,51.24,535.8,548.8,77.5
45240000,-0.34,10.17,120.3,50.42,535.2,548.6,77.3
45241500,-0.34,10.17,119.4,50.84,535.5,548.7,77.4
45243000,-0.33,10.13,117.8,51.98,538.4,551.1,77.7
45244500,-0.34,10.15,118.8,51.31,536.9,549.9,77.5
45246000,-0.34,10.16,119.0,51.14,536.5,549.5,77.5
45247500,-0.34,10.13,121.2,50.38,536.8,550.4,77.3
45249000,-0.33,10.12,118.1,52.02,539.2,552.0,77.7
45250500,-0.34,10.14,119.7,51.01,537.2,550.4,77.4
45252000,-0.33,10.14,117.6,51.96,538.0,550.7,77.7
45253500,-0.34,10.14,120.4,50.73,537.1,550.4,77.4
45255000,-0.34,10.11,119.8,51.25,538.7,551.9,77.5
45256500,-0.34,10.09,119.6,51.54,540.0,553.1,77.5
45258000,-0.34,10.12,118.8,51.65,538.7,551.6,77.6
45259500,-0.34,10.11,121.1,50.68,538.5,551.9,77.3
45261000,-0.33,10.08,118.4,52.27,541.4,554.2,77.7
45262500,-0.34,10.13,120.6,50.72,537.4,550.8,77.4
45264000,-0.34,10.09,121.0,50.95,539.6,553.0,77.4
45265500,-0.34,10.08,119.8,51.59,540.7,553.8,77.5
45267000,-0.33,10.08,118.9,52.05,541.3,554.2,77.6
45268500,-0.34,10.06,121.8,50.80,540.6,554.2,77.3
45270000,-0.34,10.04,120.6,51.67,542.7,556.0,77.5
45271500,-0.34,10.15,118.2,51.61,537.3,550.1,77.6
45273000,-0.34,10.05,121.2,51.23,541.5,554.9,77.4
45274500,-0.34,10.08,119.8,51.61,540.7,553.8,77.5
45276000,-0.34,10.09,119.6,51.51,539.9,553.0,77.5
45277500,-0.33,10.10,118.1,52.20,540.3,553.1,77.7
45279000,-0.34,10.06,120.9,51.23,541.0,554.4,77.4
45280500,-0.33,10.04,119.0,52.36,543.2,556.1,77.6
45282000,-0.33,10.04,119.9,51.92,542.7,555.8,77.5
45283500,-0.34,10.05,120.6,51.54,542.0,555.2,77.5
45285000,-0.33,10.01,120.1,52.19,544.5,557.6,77.6
45286500,-0.34,10.02,120.7,51.82,543.7,557.0,77.5
45288000,-0.33,10.01,120.6,51.95,544.5,557.7,77.5
45289500,-0.34,10.02,121.1,51.61,543.6,556.9,77.4
45291000,-0.33,10.03,119.9,52.05,543.4,556.5,77.6
45292500,-0.33,10.04,119.7,52.08,543.1,556.1,77.6
45294000,-0.34,9.99,121.4,51.77,545.1,558.5,77.4
45295500,-0.33,9.97,119.0,53.15,547.4,560.2,77.7
45297000,-0.34,9.95,122.2,51.85,547.2,560.7,77.4
45298500,-0.34,10.01,122.4,51.13,543.7,557.3,77.3
45300000,-0.33,10.00,120.3,52.21,545.2,558.3,77.6
45301500,-0.34,9.98,122.0,51.64,545.7,559.2,77.4
45303000,-0.34,9.98,121.4,51.84,545.6,558.9,77.5
45304500,-0.33,9.94,121.7,52.18,548.0,561.3,77.5
