Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.16,10.69,52.6,108.46,529.1,531.7,84.3
45001500,-0.16,10.69,53.2,107.10,528.9,531.6,84.3
45003000,-0.17,10.64,55.1,104.47,531.4,534.2,84.1
45004500,-0.17,10.69,54.4,104.89,529.1,531.9,84.1
45006000,-0.16,10.67,52.7,108.67,530.4,533.0,84.3
45007500,-0.17,10.62,54.9,105.28,532.6,535.4,84.1
45009000,-0.16,10.65,52.7,109.09,531.0,533.6,84.3
45010500,-0.17,10.65,56.3,102.11,530.7,533.7,83.9
45012000,-0.17,10.62,54.9,105.17,532.1,534.9,84.1
45013500,-0.16,10.67,53.9,106.15,530.0,532.8,84.2
45015000,-0.16,10.65,53.3,107.98,531.3,534.0,84.3
45016500,-0.16,10.66,52.0,110.27,530.8,533.3,84.4
45018000,-0.16,10.61,53.8,107.67,533.2,535.9,84.2
45019500,-0.16,10.64,52.6,109.50,532.0,534.6,84.3
45021000,-0.16,10.62,53.1,108.82,532.7,535.3,84.3
45022500,-0.16,10.63,54.7,105.38,531.7,534.5,84.1
45024000,-0.16,10.58,54.1,107.60,534.3,537.1,84.2
45025500,-0.16,10.58,53.1,109.66,534.6,537.2,84.3
45027000,-0.16,10.61,54.4,106.37,532.8,535.6,84.2
45028500,-0.16,10.58,52.4,111.25,535.1,537.7,84.4
45030000,-0.16,10.58,54.9,105.90,534.3,537.1,84.1
45031500,-0.17,10.58,55.4,105.07,534.3,537.2,84.1
45033000,-0.17,10.58,55.4,105.13,534.4,537.2,84.1
45034500,-0.16,10.58,54.9,105.94,534.3,537.2,84.1
45036000,-0.16,10.59,53.9,107.85,534.2,536.9,84.2
45037500,-0.16,10.56,55.0,106.28,535.4,538.2,84.1
45039000,-0.17,10.57,55.7,104.73,534.8,537.7,84.1
45040500,-0.16,10.55,55.1,106.29,536.2,539.0,84.1
45042000,-0.16,10.54,54.3,108.16,536.9,539.6,84.2
45043500,-0.16,10.55,53.5,109.52,536.1,538.8,84.3
45045000,-0.16,10.52,53.7,109.68,537.6,540.2,84.3
45046500,-0.17,10.53,56.4,104.12,536.7,539.7,84.0
45048000,-0.16,10.56,54.9,106.47,535.6,538.5,84.1
45049500,-0.16,10.53,53.1,110.87,537.5,540.1,84.4
45051000,-0.16,10.53,54.0,108.98,537.2,539.9,84.3
