Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.37,10.82,115.0,46.45,501.6,514.6,77.1
45001500,-0.37,10.85,114.2,46.65,500.9,513.8,77.2
45003000,-0.37,10.82,113.3,47.31,502.8,515.4,77.3
45004500,-0.37,10.78,115.7,46.61,503.9,517.0,77.1
45006000,-0.37,10.77,115.1,46.89,504.2,517.2,77.1
45007500,-0.38,10.80,116.3,46.10,502.2,515.5,77.0
45009000,-0.36,10.80,112.6,47.81,504.0,516.4,77.4
45010500,-0.37,10.80,113.9,47.18,503.4,516.1,77.2
45012000,-0.37,10.82,114.0,46.92,502.1,514.9,77.2
45013500,-0.37,10.83,114.1,46.79,501.5,514.3,77.2
45015000,-0.37,10.79,115.5,46.54,503.0,516.1,77.1
45016500,-0.37,10.78,114.8,46.93,503.9,516.8,77.2
45018000,-0.37,10.79,113.9,47.31,504.1,516.9,77.3
45019500,-0.37,10.73,115.6,47.03,506.1,519.1,77.1
45021000,-0.37,10.77,114.8,47.08,504.7,517.6,77.2
45022500,-0.36,10.75,113.5,47.84,506.2,518.8,77.4
45024000,-0.37,10.79,113.8,47.28,503.8,516.5,77.3
45025500,-0.37,10.75,114.3,47.47,505.7,518.5,77.3
45027000,-0.37,10.79,114.5,47.05,503.8,516.6,77.2
45028500,-0.37,10.75,114.5,47.37,505.7,518.5,77.2
45030000,-0.37,10.73,114.6,47.53,506.9,519.7,77.3
45031500,-0.37,10.74,115.4,47.10,505.9,518.9,77.2
45033000,-0.37,10.77,114.4,47.19,504.5,517.3,77.2
45034500,-0.36,10.72,114.5,47.69,507.4,520.2,77.3
45036000,-0.37,10.77,114.0,47.40,504.7,517.4,77.3
45037500,-0.37,10.74,114.8,47.34,506.2,519.0,77.2
45039000,-0.37,10.71,115.6,47.22,507.2,520.2,77.2
45040500,-0.37,10.71,116.1,47.00,506.8,520.0,77.1
45042000,-0.36,10.70,114.4,47.87,508.3,521.0,77.3
45043500,-0.37,10.70,115.5,47.40,508.0,520.9,77.2
45045000,-0.37,10.66,116.3,47.41,509.7,522.8,77.1
45046500,-0.37,10.71,115.9,47.08,506.9,520.0,77.1
45048000,-0.36,10.70,114.7,47.70,508.0,520.8,77.3
45049500,-0.37,10.68,116.0,47.31,508.6,521.7,77.1
45051000,-0.37,10.71,116.1,47.06,507.2,520.3,77.1
45052500,-0.36,10.70,115.0,47.62,508.1,521.0,77.2
45054000,-0.37,10.68,115.6,47.51,508.9,521.8,77.2
45055500,-0.37,10.65,117.0,47.15,509.7,522.9,77.1
45057000,-0.36,10.69,114.6,47.89,508.9,521.7,77.3
45058500,-0.37,10.67,115.9,47.46,509.2,522.2,77.2
