Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.35,10.79,110.3,49.04,505.8,517.7,77.7
45001500,-0.35,10.79,109.5,49.35,505.9,517.6,77.8
45003000,-0.35,10.77,109.3,49.69,507.1,518.8,77.8
45004500,-0.35,10.77,110.0,49.35,506.8,518.6,77.8
45006000,-0.35,10.78,110.1,49.15,506.0,517.8,77.7
45007500,-0.35,10.77,109.8,49.42,506.8,518.6,77.8
45009000,-0.35,10.76,109.8,49.52,507.2,519.0,77.8
45010500,-0.35,10.74,109.9,49.71,508.5,520.3,77.8
45012000,-0.35,10.76,108.5,50.18,508.1,519.5,77.9
45013500,-0.35,10.77,109.1,49.73,506.9,518.6,77.9
45015000,-0.35,10.75,109.8,49.66,508.0,519.8,77.8
45016500,-0.35,10.78,109.3,49.54,506.4,518.1,77.8
45018000,-0.35,10.70,109.8,50.10,510.4,522.1,77.9
45019500,-0.35,10.75,110.3,49.40,507.9,519.7,77.7
45021000,-0.35,10.75,108.4,50.30,508.5,519.9,78.0
45022500,-0.35,10.71,110.6,49.60,509.6,521.5,77.8
45024000,-0.34,10.74,107.4,50.90,509.4,520.6,78.1
45025500,-0.35,10.69,111.3,49.44,510.3,522.3,77.7
45027000,-0.35,10.67,110.4,50.09,511.7,523.5,77.8
45028500,-0.35,10.69,110.5,49.84,510.7,522.5,77.8
45030000,-0.35,10.72,110.3,49.65,509.3,521.1,77.8
45031500,-0.34,10.69,108.9,50.66,511.5,522.9,78.0
45033000,-0.35,10.69,111.2,49.54,510.6,522.5,77.7
45034500,-0.36,10.67,113.8,48.48,510.5,523.0,77.4
45036000,-0.35,10.69,110.1,50.04,510.8,522.5,77.8
45037500,-0.35,10.67,110.9,49.79,511.3,523.2,77.8
45039000,-0.35,10.67,111.0,49.79,511.5,523.5,77.8
45040500,-0.35,10.71,110.3,49.72,509.6,521.4,77.8
45042000,-0.35,10.65,110.7,50.17,512.8,524.6,77.8
45043500,-0.35,10.67,110.7,49.91,511.5,523.3,77.8
45045000,-0.35,10.67,110.6,49.95,511.6,523.4,77.8
45046500,-0.35,10.65,111.6,49.71,512.4,524.4,77.7
45048000,-0.35,10.63,110.7,50.34,513.9,525.7,77.8
45049500,-0.35,10.66,110.9,50.01,512.4,524.2,77.8
45051000,-0.35,10.67,110.5,50.10,512.0,523.7,77.8
45052500,-0.35,10.64,111.5,49.83,512.8,524.8,77.7
45054000,-0.34,10.61,111.0,50.42,514.8,526.6,77.8
45055500,-0.34,10.62,110.8,50.42,514.5,526.3,77.8
45057000,-0.35,10.61,112.1,49.91,514.5,526.5,77.7
45058500,-0.35,10.61,112.2,49.84,514.4,526.5,77.7
