Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.47,13.18,97.5,36.89,409.9,421.3,76.6
45001500,-0.47,13.21,96.6,37.08,409.2,420.5,76.7
45003000,-0.47,13.17,97.2,37.07,410.4,421.8,76.7
45004500,-0.47,13.18,96.8,37.23,410.4,421.7,76.7
45006000,-0.47,13.18,97.0,37.14,410.3,421.6,76.7
45007500,-0.46,13.19,95.9,37.53,410.3,421.3,76.8
45009000,-0.47,13.15,97.5,37.07,410.9,422.3,76.7
45010500,-0.47,13.11,97.6,37.28,412.4,423.8,76.7
45012000,-0.47,13.16,97.0,37.22,410.8,422.1,76.7
45013500,-0.47,13.13,98.2,36.88,411.3,422.8,76.6
45015000,-0.47,13.18,97.0,37.11,410.1,421.4,76.7
45016500,-0.47,13.16,97.9,36.85,410.4,421.9,76.6
45018000,-0.47,13.16,96.8,37.31,410.9,422.2,76.7
45019500,-0.47,13.13,98.0,37.03,411.6,423.1,76.6
45021000,-0.46,13.18,95.9,37.59,410.7,421.7,76.9
45022500,-0.47,13.15,97.5,37.06,410.9,422.3,76.7
45024000,-0.48,13.11,99.4,36.50,411.3,423.2,76.4
45025500,-0.47,13.14,97.5,37.15,411.4,422.8,76.7
45027000,-0.46,13.12,97.0,37.46,412.2,423.5,76.8
45028500,-0.47,13.08,99.1,36.84,412.7,424.4,76.5
45030000,-0.47,13.09,98.1,37.19,412.9,424.4,76.6
45031500,-0.46,13.09,97.4,37.48,413.0,424.4,76.7
45033000,-0.46,13.11,96.3,37.85,413.1,424.2,76.9
45034500,-0.47,13.05,98.5,37.25,414.0,425.5,76.6
45036000,-0.47,13.09,98.3,37.11,412.8,424.3,76.6
45037500,-0.47,13.07,98.1,37.29,413.4,424.8,76.7
45039000,-0.48,13.04,100.6,36.42,413.2,425.3,76.3
45040500,-0.46,13.11,97.2,37.41,412.4,423.7,76.7
45042000,-0.46,13.04,98.4,37.37,414.6,426.1,76.6
45043500,-0.46,13.09,97.6,37.41,413.1,424.5,76.7
45045000,-0.46,13.06,97.5,37.64,414.3,425.6,76.8
45046500,-0.46,13.10,97.4,37.44,412.9,424.2,76.7
45048000,-0.47,13.03,99.5,36.97,414.4,426.2,76.5
45049500,-0.47,13.08,98.1,37.26,413.2,424.6,76.6
45051000,-0.47,13.04,99.0,37.14,414.3,426.0,76.6
45052500,-0.46,13.04,98.2,37.42,414.4,425.9,76.7
45054000,-0.46,13.02,98.0,37.70,415.5,426.9,76.7
45055500,-0.47,13.04,98.9,37.13,414.1,425.7,76.6
45057000,-0.47,13.03,98.7,37.34,414.8,426.4,76.6
45058500,-0.47,13.02,98.9,37.25,414.8,426.5,76.6
45060000,-0.46,13.03,98.2,37.48,414.8,426.3,76.7
45061500,-0.46,13.00,99.0,37.38,415.8,427.4,76.6
45063000,-0.47,13.03,98.8,37.23,414.6,426.2,76.6
45064500,-0.47,13.01,99.0,37.31,415.3,426.9,76.6
45066000,-0.47,12.99,99.8,37.10,415.6,427.4,76.5
45067500,-0.47,13.01,100.3,36.73,414.4,426.4,76.4
45069000,-0.47,12.99,99.7,37.10,415.6,427.4,76.5
45070500,-0.46,13.01,98.7,37.39,415.3,426.9,76.6
45072000,-0.46,12.99,98.8,37.50,416.1,427.7,76.6
45073500,-0.46,12.96,98.4,37.84,417.3,428.7,76.7
45075000,-0.47,12.98,99.5,37.27,416.0,427.8,76.6
45076500,-0.46,12.95,99.5,37.43,417.1,428.8,76.6
45078000,-0.46,12.99,97.5,38.06,416.7,428.0,76.8
45079500,-0.46,12.97,98.5,37.74,416.8,428.3,76.7
45081000,-0.46,12.91,99.8,37.57,418.5,430.3,76.6
45082500,-0.47,12.99,99.8,37.10,415.6,427.4,76.5
45084000,-0.46,12.97,98.0,37.96,417.2,428.6,76.8
45085500,-0.46,12.94,99.7,37.44,417.4,429.2,76.6
45087000,-0.47,12.93,100.0,37.35,417.7,429.5,76.5
45088500,-0.46,12.90,99.6,37.70,418.8,430.5,76.6
45090000,-0.46,12.96,98.2,37.88,417.2,428.6,76.7
45091500,-0.46,12.91,99.6,37.62,418.4,430.1,76.6
45093000,-0.46,12.93,99.9,37.37,417.6,429.4,76.5
45094500,-0.46,12.90,99.2,37.86,419.0,430.6,76.7
45096000,-0.46,12.89,100.1,37.52,418.9,430.7,76.6
45097500,-0.46,12.89,100.0,37.59,419.0,430.8,76.6
45099000,-0.46,12.94,99.5,37.50,417.5,429.2,76.6
45100500,-0.46,12.89,100.4,37.43,418.9,430.7,76.5
45102000,-0.46,12.90,99.3,37.85,419.0,430.6,76.7
45103500,-0.46,12.82,100.7,37.71,421.2,433.1,76.6
45105000,-0.46,12.90,99.2,37.85,419.0,430.6,76.7
45106500,-0.46,12.87,100.6,37.48,419.6,431.5,76.5
45108000,-0.47,12.88,100.7,37.36,419.0,430.9,76.5
45109500,-0.46,12.84,100.1,37.87,420.9,432.6,76.6
45111000,-0.46,12.84,100.8,37.58,420.5,432.4,76.5
45112500,-0.46,12.86,99.9,37.83,420.2,431.9,76.6
45114000,-0.46,12.82,99.7,38.13,421.7,433.3,76.7
45115500,-0.46,12.85,99.5,38.05,420.8,432.4,76.7
45117000,-0.46,12.84,100.4,37.78,420.9,432.7,76.6
45118500,-0.46,12.83,100.5,37.77,421.1,432.9,76.6
45120000,-0.46,12.80,101.2,37.69,422.0,434.0,76.5
45121500,-0.46,12.82,100.0,38.01,421.6,433.3,76.7
45123000,-0.46,12.77,101.3,37.81,422.9,434.8,76.5
45124500,-0.46,12.81,100.6,37.83,421.6,433.5,76.6
45126000,-0.46,12.81,101.3,37.58,421.5,433.5,76.5
45127500,-0.46,12.78,101.6,37.61,422.4,434.4,76.5
45129000,-0.46,12.81,100.6,37.86,421.9,433.7,76.6
45130500,-0.46,12.82,101.3,37.52,421.2,433.2,76.5
45132000,-0.47,12.77,102.3,37.35,422.2,434.4,76.4
45133500,-0.46,12.83,100.1,37.92,421.2,433.0,76.6
45135000,-0.45,12.77,100.2,38.25,423.3,434.9,76.7
45136500,-0.46,12.75,102.0,37.65,423.3,435.4,76.5
45138000,-0.46,12.79,100.7,37.93,422.5,434.3,76.6
45139500,-0.46,12.79,101.4,37.63,422.1,434.1,76.5
45141000,-0.46,12.80,101.3,37.62,421.8,433.8,76.5
45142500,-0.46,12.80,101.8,37.39,421.4,433.5,76.4
45144000,-0.46,12.74,101.3,37.99,424.0,435.9,76.6
45145500,-0.46,12.75,102.0,37.66,423.4,435.5,76.5
45147000,-0.46,12.78,100.9,37.92,422.7,434.6,76.6
45148500,-0.45,12.75,100.4,38.25,423.9,435.6,76.7
45150000,-0.46,12.77,100.7,38.07,423.3,435.1,76.6
45151500,-0.46,12.74,102.0,37.67,423.6,435.7,76.5
45153000,-0.46,12.73,102.7,37.44,423.6,435.9,76.4
45154500,-0.46,12.73,101.3,38.04,424.2,436.1,76.6
45156000,-0.46,12.73,102.0,37.73,424.0,436.1,76.5
45157500,-0.45,12.72,100.7,38.33,424.9,436.6,76.7
45159000,-0.46,12.73,102.7,37.51,423.8,436.1,76.4
45160500,-0.46,12.69,101.9,38.09,425.8,437.8,76.5
45162000,-0.45,12.69,101.4,38.27,426.0,437.9,76.6
45163500,-0.45,12.71,100.8,38.38,425.3,437.0,76.7
45165000,-0.46,12.67,103.2,37.60,425.5,437.8,76.4
45166500,-0.46,12.70,101.9,37.95,425.0,437.1,76.5
45168000,-0.45,12.69,100.9,38.46,426.0,437.8,76.7
45169500,-0.46,12.64,103.0,37.92,427.0,439.2,76.4
45171000,-0.46,12.71,101.3,38.17,425.1,437.0,76.6
45172500,-0.45,12.68,101.5,38.29,426.2,438.2,76.6
45174000,-0.45,12.69,101.3,38.27,425.7,437.6,76.6
45175500,-0.46,12.66,102.3,38.06,426.5,438.6,76.5
45177000,-0.45,12.64,101.7,38.45,427.5,439.5,76.6
45178500,-0.46,12.65,103.7,37.56,426.3,438.7,76.3
45180000,-0.46,12.70,101.7,38.05,425.3,437.3,76.5
45181500,-0.46,12.67,103.1,37.70,425.8,438.1,76.4
45183000,-0.46,12.60,103.3,38.03,428.2,440.5,76.4
45184500,-0.45,12.64,102.2,38.26,427.4,439.4,76.6
45186000,-0.46,12.61,103.5,37.85,427.6,440.0,76.4
45187500,-0.45,12.61,101.9,38.55,428.5,440.4,76.6
45189000,-0.46,12.63,102.6,38.16,427.6,439.8,76.5
45190500,-0.46,12.66,102.5,37.99,426.3,438.5,76.5
45192000,-0.46,12.61,102.9,38.17,428.3,440.5,76.5
45193500,-0.45,12.59,102.5,38.43,429.0,441.1,76.6
45195000,-0.46,12.60,103.3,38.07,428.4,440.7,76.4
45196500,-0.46,12.57,104.0,37.92,428.9,441.3,76.4
45198000,-0.45,12.62,102.3,38.35,428.2,440.2,76.6
45199500,-0.45,12.60,101.9,38.64,429.0,441.0,76.6
45201000,-0.46,12.60,103.4,37.99,428.2,440.5,76.4
45202500,-0.46,12.61,104.2,37.66,427.7,440.2,76.3
45204000,-0.46,12.56,104.0,38.03,429.6,442.0,76.4
45205500,-0.46,12.60,103.3,38.01,428.2,440.4,76.4
45207000,-0.46,12.57,104.1,37.88,429.0,441.4,76.4
45208500,-0.46,12.58,103.5,38.11,429.1,441.4,76.4
45210000,-0.46,12.53,104.6,37.92,430.2,442.7,76.3
45211500,-0.46,12.60,103.1,38.13,428.4,440.6,76.5
45213000,-0.46,12.55,104.6,37.80,429.5,442.0,76.3
45214500,-0.46,12.58,104.1,37.83,428.7,441.2,76.3
45216000,-0.46,12.55,104.0,38.06,429.7,442.1,76.4
45217500,-0.45,12.52,104.0,38.27,431.1,443.5,76.4
45219000,-0.45,12.50,103.7,38.49,431.8,444.1,76.5
45220500,-0.46,12.56,104.3,37.90,429.5,442.0,76.3
45222000,-0.46,12.53,104.6,37.96,430.4,442.9,76.3
45223500,-0.45,12.54,102.8,38.60,430.7,442.9,76.6
45225000,-0.45,12.52,104.0,38.30,431.1,443.5,76.4
45226500,-0.45,12.51,103.9,38.39,431.6,443.9,76.5
45228000,-0.45,12.51,103.5,38.54,431.7,443.9,76.5
45229500,-0.45,12.48,103.9,38.60,432.8,445.1,76.5
45231000,-0.45,12.47,104.6,38.32,432.5,445.0,76.4
45232500,-0.45,12.48,103.5,38.72,432.7,444.9,76.6
45234000,-0.45,12.50,103.9,38.42,431.8,444.1,76.5
45235500,-0.45,12.47,103.7,38.75,433.3,445.5,76.5
45237000,-0.45,12.49,104.2,38.36,432.1,444.5,76.4
45238500,-0.46,12.49,104.8,38.13,431.9,444.4,76.4
45240000,-0.45,12.49,103.7,38.57,432.3,444.6,76.5
45241500,-0.45,12.50,103.4,38.65,432.2,444.4,76.5
45243000,-0.46,12.43,106.3,37.89,433.3,446.1,76.2
45244500,-0.44,12.46,103.0,39.06,433.8,445.9,76.6
45246000,-0.45,12.48,104.7,38.23,432.2,444.7,76.4
45247500,-0.45,12.43,104.7,38.55,434.1,446.5,76.4
45249000,-0.45,12.41,105.6,38.30,434.5,447.1,76.3
45250500,-0.45,12.43,105.5,38.25,433.9,446.6,76.3
45252000,-0.45,12.47,104.2,38.49,432.8,445.1,76.5
45253500,-0.45,12.41,105.2,38.49,434.8,447.4,76.4
45255000,-0.45,12.45,103.8,38.80,433.9,446.1,76.5
45256500,-0.45,12.42,105.6,38.23,434.0,446.7,76.3
45258000,-0.45,12.42,104.5,38.70,434.7,447.1,76.5
45259500,-0.45,12.45,104.8,38.40,433.5,446.0,76.4
45261000,-0.45,12.37,105.8,38.49,435.9,448.5,76.4
45262500,-0.45,12.42,104.6,38.69,434.8,447.2,76.5
45264000,-0.45,12.42,105.4,38.36,434.4,447.0,76.4
45265500,-0.45,12.35,104.8,39.04,437.2,449.6,76.5
45267000,-0.45,12.39,104.3,39.03,436.1,448.4,76.6
45268500,-0.45,12.38,105.2,38.66,435.9,448.4,76.4
45270000,-0.45,12.36,106.0,38.47,436.3,449.0,76.3
45271500,-0.45,12.42,105.6,38.28,434.2,446.9,76.3
45273000,-0.45,12.36,105.2,38.80,436.7,449.2,76.5
45274500,-0.45,12.39,105.0,38.67,435.5,447.9,76.4
45276000,-0.45,12.36,104.7,39.03,437.0,449.4,76.5
45277500,-0.45,12.34,105.6,38.79,437.4,450.0,76.4
45279000,-0.45,12.37,106.2,38.36,435.9,448.7,76.3
45280500,-0.44,12.35,104.4,39.21,437.4,449.7,76.6
45282000,-0.45,12.33,105.6,38.85,437.7,450.3,76.4
45283500,-0.45,12.35,105.3,38.85,437.1,449.6,76.5
45285000,-0.45,12.32,106.1,38.74,438.1,450.7,76.4
45286500,-0.45,12.31,106.4,38.61,437.9,450.7,76.3
45288000,-0.46,12.35,106.9,38.18,436.3,449.2,76.2
