Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.16,10.65,52.7,108.99,531.1,533.7,84.3
45001500,-0.16,10.65,53.7,106.99,531.0,533.7,84.2
45003000,-0.16,10.62,52.4,110.45,532.8,535.4,84.4
45004500,-0.16,10.66,53.0,108.20,530.5,533.1,84.3
45006000,-0.16,10.64,52.6,109.55,531.8,534.4,84.4
45007500,-0.16,10.58,52.7,110.54,534.6,537.2,84.4
45009000,-0.16,10.63,53.8,107.36,532.3,535.0,84.2
45010500,-0.16,10.62,53.9,107.28,532.7,535.5,84.2
45012000,-0.16,10.56,52.5,111.24,535.7,538.3,84.4
45013500,-0.15,10.65,51.3,112.16,531.4,533.9,84.5
45015000,-0.16,10.62,53.3,108.42,532.6,535.3,84.3
45016500,-0.16,10.59,52.8,110.20,534.4,537.0,84.4
45018000,-0.16,10.59,53.6,108.53,534.3,537.0,84.3
45019500,-0.16,10.61,52.9,109.53,533.4,536.0,84.3
45021000,-0.15,10.61,50.4,115.09,533.9,536.3,84.6
45022500,-0.15,10.60,50.8,114.31,534.4,536.8,84.6
45024000,-0.16,10.61,53.6,108.03,533.2,535.9,84.3
45025500,-0.16,10.56,53.7,108.77,535.6,538.2,84.3
45027000,-0.16,10.56,52.5,111.46,536.2,538.8,84.4
45028500,-0.16,10.57,52.8,110.57,535.6,538.2,84.4
45030000,-0.15,10.58,51.3,113.66,535.4,537.8,84.5
45031500,-0.16,10.55,54.2,108.03,536.1,538.8,84.2
45033000,-0.16,10.56,52.6,111.35,536.1,538.7,84.4
45034500,-0.16,10.56,53.6,109.12,536.0,538.6,84.3
45036000,-0.16,10.52,53.5,110.04,537.7,540.3,84.3
45037500,-0.15,10.50,52.6,112.31,538.8,541.4,84.4
45039000,-0.16,10.52,54.0,108.94,537.5,540.2,84.3
45040500,-0.16,10.52,53.9,109.37,537.8,540.4,84.3
45042000,-0.16,10.52,54.4,108.34,537.8,540.5,84.2
45043500,-0.16,10.53,54.1,108.69,537.4,540.1,84.2
45045000,-0.15,10.49,52.4,113.22,539.6,542.1,84.5
45046500,-0.15,10.48,51.9,114.33,540.1,542.6,84.5
45048000,-0.15,10.49,51.4,115.27,539.6,542.0,84.6
45049500,-0.16,10.50,53.8,109.82,538.6,541.3,84.3
45051000,-0.16,10.46,53.3,111.72,541.0,543.6,84.4
45052500,-0.15,10.51,51.8,113.93,538.5,541.0,84.5
45054000,-0.15,10.48,52.7,112.66,540.2,542.7,84.4
45055500,-0.15,10.47,52.0,114.43,540.7,543.2,84.5
45057000,-0.16,10.49,53.1,111.52,539.3,541.9,84.4
45058500,-0.16,10.49,53.4,110.98,539.6,542.2,84.3
45060000,-0.15,10.43,51.9,115.57,542.7,545.2,84.5
45061500,-0.16,10.46,53.4,111.79,541.2,543.8,84.4
45063000,-0.15,10.46,51.4,116.12,541.3,543.8,84.6
45064500,-0.15,10.44,52.4,114.16,542.1,544.6,84.5
45066000,-0.15,10.43,53.4,112.16,542.3,545.0,84.4
45067500,-0.15,10.45,53.0,112.62,541.4,544.0,84.4
45069000,-0.16,10.46,53.7,111.16,541.2,543.9,84.3
45070500,-0.16,10.43,53.6,111.93,542.6,545.2,84.4
45072000,-0.15,10.43,51.7,115.83,542.7,545.2,84.6
45073500,-0.15,10.42,53.3,112.67,543.1,545.7,84.4
45075000,-0.15,10.40,52.7,114.46,544.1,546.7,84.5
45076500,-0.15,10.45,52.4,114.12,541.8,544.3,84.5
45078000,-0.15,10.41,53.5,112.50,543.5,546.1,84.4
45079500,-0.15,10.43,51.6,116.19,542.9,545.3,84.6
45081000,-0.15,10.40,51.1,118.01,544.5,546.9,84.6
45082500,-0.15,10.37,53.9,112.34,545.5,548.2,84.4
45084000,-0.15,10.41,53.3,113.00,543.8,546.4,84.4
45085500,-0.15,10.40,51.7,116.69,544.6,547.0,84.6
45087000,-0.15,10.42,51.3,117.35,543.7,546.1,84.6
45088500,-0.15,10.40,50.8,118.84,544.7,547.1,84.7
45090000,-0.15,10.38,50.8,119.15,545.6,548.0,84.7
45091500,-0.15,10.38,53.6,112.89,545.3,547.9,84.4
45093000,-0.15,10.35,51.9,117.25,547.1,549.5,84.6
45094500,-0.15,10.39,52.9,114.14,544.8,547.4,84.5
45096000,-0.15,10.38,51.3,118.15,545.8,548.2,84.6
45097500,-0.15,10.37,51.2,118.37,546.1,548.5,84.6
45099000,-0.15,10.31,52.5,116.91,549.0,551.5,84.5
