Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.35,10.86,108.4,49.23,502.7,514.3,77.8
45001500,-0.35,10.83,109.5,48.98,503.8,515.6,77.7
45003000,-0.35,10.82,109.0,49.37,504.8,516.4,77.8
45004500,-0.35,10.82,107.1,50.29,505.4,516.6,78.0
45006000,-0.35,10.84,109.1,49.16,503.7,515.4,77.8
45007500,-0.36,10.86,109.3,48.80,502.3,514.0,77.7
45009000,-0.36,10.81,111.3,48.36,504.3,516.4,77.6
45010500,-0.35,10.82,108.5,49.63,505.1,516.6,77.9
45012000,-0.35,10.77,109.4,49.59,506.9,518.6,77.8
45013500,-0.36,10.80,110.3,48.87,504.9,516.8,77.7
45015000,-0.35,10.82,109.3,49.21,504.5,516.2,77.8
45016500,-0.36,10.80,110.6,48.79,505.1,517.1,77.7
45018000,-0.35,10.79,108.9,49.69,506.4,518.0,77.9
45019500,-0.35,10.78,109.5,49.51,506.6,518.3,77.8
45021000,-0.35,10.80,109.4,49.33,505.6,517.3,77.8
45022500,-0.35,10.78,107.9,50.29,507.2,518.5,78.0
45024000,-0.35,10.75,110.6,49.21,507.4,519.3,77.7
45025500,-0.35,10.76,110.7,49.03,506.8,518.7,77.7
45027000,-0.35,10.75,110.7,49.20,507.7,519.6,77.7
45028500,-0.36,10.73,112.2,48.64,507.8,520.1,77.5
45030000,-0.36,10.75,111.3,48.88,507.2,519.2,77.6
45031500,-0.35,10.74,110.7,49.31,508.2,520.1,77.7
45033000,-0.35,10.75,108.8,50.08,508.2,519.7,77.9
45034500,-0.35,10.73,111.5,49.01,508.4,520.5,77.6
45036000,-0.34,10.73,108.5,50.47,509.5,520.9,78.0
45037500,-0.35,10.72,110.2,49.77,509.5,521.3,77.8
45039000,-0.35,10.74,108.8,50.22,508.8,520.3,77.9
45040500,-0.35,10.68,110.7,49.83,511.1,523.0,77.8
45042000,-0.35,10.72,110.4,49.56,509.0,520.8,77.8
45043500,-0.35,10.68,109.6,50.35,511.4,523.1,77.9
45045000,-0.35,10.69,109.9,50.11,510.8,522.5,77.9
45046500,-0.35,10.73,109.1,50.18,509.3,520.8,77.9
45048000,-0.35,10.71,110.5,49.68,509.8,521.6,77.8
45049500,-0.35,10.71,111.0,49.36,509.2,521.2,77.7
45051000,-0.35,10.67,112.0,49.33,511.1,523.2,77.6
45052500,-0.35,10.73,110.7,49.39,508.6,520.5,77.7
45054000,-0.35,10.69,110.5,49.88,510.9,522.7,77.8
45055500,-0.35,10.67,111.4,49.64,511.5,523.5,77.7
45057000,-0.35,10.66,112.3,49.31,511.7,523.9,77.6
45058500,-0.35,10.66,110.8,50.02,512.2,524.1,77.8
45060000,-0.35,10.64,111.0,50.06,512.9,524.8,77.8
45061500,-0.35,10.67,111.0,49.81,511.7,523.6,77.8
45063000,-0.34,10.61,110.7,50.57,515.0,526.8,77.9
45064500,-0.35,10.65,110.9,50.03,512.5,524.3,77.8
45066000,-0.35,10.64,111.5,49.87,512.9,524.9,77.7
45067500,-0.34,10.61,110.2,50.79,515.2,526.9,77.9
45069000,-0.35,10.63,110.9,50.19,513.5,525.3,77.8
45070500,-0.35,10.59,111.7,50.28,515.7,527.6,77.8
45072000,-0.35,10.65,110.6,50.22,513.0,524.8,77.8
45073500,-0.34,10.61,110.9,50.47,514.9,526.7,77.8
45075000,-0.35,10.61,111.7,50.07,514.6,526.6,77.8
45076500,-0.35,10.63,111.7,49.86,513.5,525.5,77.7
45078000,-0.34,10.60,110.9,50.59,515.6,527.4,77.9
45079500,-0.35,10.60,111.2,50.33,515.0,526.8,77.8
45081000,-0.35,10.61,111.1,50.35,514.8,526.7,77.8
45082500,-0.34,10.59,110.0,51.06,516.2,527.8,78.0
45084000,-0.35,10.54,112.7,50.24,517.8,529.9,77.7
45085500,-0.35,10.55,112.7,50.15,517.1,529.3,77.7
45087000,-0.34,10.56,111.2,50.83,517.5,529.3,77.9
45088500,-0.34,10.55,111.0,50.97,517.8,529.6,77.9
45090000,-0.34,10.58,110.8,50.75,516.2,528.0,77.9
45091500,-0.34,10.55,111.4,50.79,517.8,529.7,77.9
45093000,-0.34,10.55,112.0,50.54,517.8,529.8,77.8
45094500,-0.34,10.55,111.5,50.79,518.0,529.8,77.9
45096000,-0.34,10.50,111.7,51.13,520.2,532.1,77.9
45097500,-0.34,10.57,110.9,50.88,517.2,528.9,77.9
45099000,-0.35,10.58,111.9,50.26,516.1,528.1,77.8
45100500,-0.35,10.55,113.1,49.94,516.9,529.1,77.7
45102000,-0.34,10.55,111.4,50.83,518.0,529.8,77.9
45103500,-0.34,10.46,112.9,50.90,521.8,533.8,77.8
45105000,-0.34,10.55,111.8,50.59,517.6,529.6,77.8
45106500,-0.34,10.52,111.3,51.12,519.4,531.2,77.9
45108000,-0.34,10.48,113.6,50.39,520.5,532.8,77.7
45109500,-0.34,10.52,112.8,50.47,519.1,531.2,77.7
45111000,-0.34,10.49,112.9,50.69,520.5,532.6,77.8
45112500,-0.35,10.49,113.9,50.23,520.2,532.5,77.7
45114000,-0.34,10.54,111.2,50.93,518.2,530.0,77.9
45115500,-0.34,10.50,110.8,51.57,520.6,532.3,78.0
45117000,-0.34,10.49,111.8,51.23,521.0,532.9,77.9
45118500,-0.34,10.51,112.3,50.70,519.4,531.4,77.8
45120000,-0.34,10.48,112.6,50.93,521.2,533.2,77.8
45121500,-0.35,10.47,114.2,50.23,520.8,533.2,77.6
45123000,-0.34,10.46,112.2,51.31,522.4,534.3,77.9
45124500,-0.34,10.48,112.5,50.93,520.9,532.9,77.8
45126000,-0.34,10.48,111.7,51.31,521.3,533.1,77.9
45127500,-0.34,10.45,112.8,51.07,522.5,534.6,77.8
45129000,-0.34,10.46,112.8,50.96,521.8,533.9,77.8
45130500,-0.34,10.46,113.5,50.65,521.8,534.0,77.7
45132000,-0.34,10.47,111.7,51.50,522.2,534.0,77.9
45133500,-0.34,10.45,113.9,50.51,521.9,534.2,77.7
45135000,-0.34,10.41,113.4,51.26,524.8,536.9,77.8
45136500,-0.34,10.44,112.2,51.50,523.3,535.2,77.9
45138000,-0.34,10.42,113.6,51.02,523.8,536.0,77.8
45139500,-0.34,10.39,113.9,51.18,525.5,537.7,77.8
45141000,-0.34,10.41,114.0,50.90,524.2,536.5,77.7
45142500,-0.34,10.44,113.0,51.14,523.3,535.4,77.8
45144000,-0.33,10.37,112.7,51.97,526.9,538.8,77.9
45145500,-0.34,10.39,113.9,51.14,525.3,537.5,77.8
45147000,-0.34,10.39,114.1,51.13,525.5,537.8,77.8
45148500,-0.34,10.40,114.3,50.85,524.5,536.8,77.7
45150000,-0.34,10.35,114.8,51.13,527.2,539.6,77.7
45151500,-0.34,10.40,114.8,50.59,524.3,536.7,77.6
45153000,-0.34,10.37,114.0,51.27,526.3,538.5,77.8
45154500,-0.34,10.39,112.8,51.72,526.0,538.0,77.9
45156000,-0.34,10.38,113.2,51.68,526.5,538.5,77.9
45157500,-0.34,10.38,114.9,50.82,525.6,538.0,77.7
45159000,-0.34,10.35,114.2,51.45,527.5,539.8,77.8
45160500,-0.34,10.33,114.3,51.63,528.7,540.9,77.8
45162000,-0.34,10.36,114.8,50.99,526.5,538.9,77.7
45163500,-0.33,10.35,111.7,52.66,528.4,540.1,78.1
45165000,-0.34,10.34,114.2,51.55,528.2,540.4,77.8
45166500,-0.34,10.33,114.6,51.38,528.2,540.5,77.8
45168000,-0.34,10.36,113.4,51.80,527.6,539.7,77.9
45169500,-0.34,10.35,114.5,51.35,527.7,540.0,77.8
45171000,-0.34,10.32,115.7,51.00,528.5,541.0,77.7
45172500,-0.34,10.29,115.7,51.33,530.2,542.7,77.7
45174000,-0.34,10.35,115.0,51.11,527.4,539.8,77.7
45175500,-0.34,10.32,114.8,51.53,529.3,541.6,77.8
