Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.35,10.69,110.9,49.65,510.6,522.5,77.7
45001500,-0.36,10.72,112.0,48.83,508.5,520.7,77.6
45003000,-0.35,10.63,111.5,49.89,513.2,525.2,77.7
45004500,-0.35,10.67,110.7,49.94,511.7,523.6,77.8
45006000,-0.35,10.70,109.7,50.22,510.8,522.5,77.9
45007500,-0.35,10.68,111.9,49.24,510.4,522.5,77.6
45009000,-0.35,10.64,112.0,49.61,512.7,524.8,77.7
45010500,-0.35,10.63,111.9,49.73,513.1,525.1,77.7
45012000,-0.35,10.67,110.2,50.20,511.9,523.6,77.9
45013500,-0.35,10.68,111.8,49.34,510.8,522.9,77.7
45015000,-0.35,10.68,110.6,49.90,511.3,523.1,77.8
45016500,-0.35,10.67,110.9,49.84,511.5,523.4,77.8
45018000,-0.35,10.65,111.1,49.98,512.8,524.7,77.8
45019500,-0.35,10.64,112.2,49.54,512.7,524.8,77.7
45021000,-0.35,10.67,111.5,49.59,511.5,523.5,77.7
45022500,-0.34,10.64,109.3,50.99,514.0,525.5,78.0
45024000,-0.35,10.61,111.8,49.99,514.4,526.4,77.7
45025500,-0.35,10.63,111.3,50.01,513.4,525.3,77.8
45027000,-0.35,10.57,112.2,50.24,516.6,528.6,77.7
45028500,-0.34,10.58,111.5,50.48,516.2,528.1,77.8
45030000,-0.35,10.59,112.3,49.98,515.4,527.5,77.7
45031500,-0.35,10.60,112.0,49.98,514.6,526.7,77.7
45033000,-0.34,10.59,111.1,50.56,515.8,527.6,77.8
45034500,-0.35,10.62,112.0,49.77,513.7,525.8,77.7
45036000,-0.34,10.63,110.0,50.70,514.2,525.8,77.9
45037500,-0.34,10.53,111.4,51.05,519.2,531.0,77.9
45039000,-0.35,10.57,112.2,50.25,516.6,528.6,77.7
45040500,-0.34,10.60,110.9,50.56,515.4,527.2,77.9
45042000,-0.34,10.54,111.2,50.95,518.3,530.1,77.9
45043500,-0.35,10.57,112.3,50.20,516.6,528.7,77.7
45045000,-0.34,10.57,110.7,50.95,517.1,528.8,77.9
45046500,-0.35,10.58,111.8,50.28,516.0,527.9,77.8
45048000,-0.34,10.52,112.7,50.45,518.9,531.0,77.7
45049500,-0.34,10.55,112.2,50.45,517.6,529.6,77.8
45051000,-0.35,10.57,112.4,50.12,516.3,528.4,77.7
45052500,-0.34,10.57,111.7,50.43,516.6,528.6,77.8
45054000,-0.35,10.58,112.4,49.96,515.6,527.7,77.7
45055500,-0.34,10.48,112.7,50.80,520.8,532.9,77.8
45057000,-0.34,10.55,111.8,50.59,517.6,529.6,77.8
45058500,-0.34,10.52,112.5,50.58,519.1,531.1,77.8
45060000,-0.34,10.50,112.5,50.79,520.3,532.3,77.8
45061500,-0.34,10.52,112.0,50.73,518.9,530.8,77.8
45063000,-0.34,10.53,112.7,50.40,518.6,530.7,77.7
45064500,-0.34,10.50,112.6,50.72,520.1,532.1,77.8
45066000,-0.34,10.49,112.9,50.61,520.1,532.2,77.8
45067500,-0.34,10.45,114.0,50.51,521.9,534.2,77.7
45069000,-0.34,10.50,111.7,51.11,520.1,532.0,77.9
45070500,-0.34,10.49,111.9,51.19,521.1,532.9,77.9
45072000,-0.34,10.51,111.5,51.15,519.9,531.7,77.9
45073500,-0.35,10.47,114.0,50.31,520.9,533.2,77.7
45075000,-0.35,10.48,113.9,50.26,520.4,532.7,77.7
45076500,-0.34,10.49,112.8,50.66,520.2,532.3,77.8
45078000,-0.34,10.48,112.1,51.13,521.3,533.2,77.9
45079500,-0.34,10.46,113.3,50.74,521.8,534.0,77.7
45081000,-0.34,10.43,114.6,50.41,522.9,535.3,77.6
45082500,-0.34,10.43,113.6,50.94,523.5,535.7,77.8
45084000,-0.34,10.41,112.8,51.50,524.8,536.8,77.9
45085500,-0.34,10.45,114.2,50.42,522.0,534.4,77.7
45087000,-0.34,10.45,112.7,51.16,522.7,534.7,77.8
45088500,-0.34,10.43,111.9,51.83,524.4,536.2,78.0
45090000,-0.34,10.40,114.3,50.84,524.5,536.9,77.7
45091500,-0.34,10.41,115.1,50.44,523.9,536.4,77.6
45093000,-0.34,10.41,114.2,50.83,524.3,536.6,77.7
45094500,-0.34,10.46,113.3,50.71,521.6,533.8,77.7
45096000,-0.34,10.39,115.0,50.63,524.8,537.2,77.6
45097500,-0.34,10.37,114.4,51.12,526.2,538.5,77.7
45099000,-0.34,10.39,113.1,51.61,525.9,537.9,77.9
45100500,-0.34,10.41,112.7,51.60,525.1,537.0,77.9
45102000,-0.34,10.38,112.9,51.80,526.5,538.5,77.9
45103500,-0.34,10.40,114.3,50.86,524.7,537.0,77.7
45105000,-0.34,10.39,113.8,51.21,525.5,537.7,77.8
45106500,-0.34,10.34,116.1,50.60,527.1,539.7,77.6
45108000,-0.34,10.36,114.0,51.46,527.2,539.4,77.8
45109500,-0.34,10.33,115.9,50.85,528.0,540.6,77.6
45111000,-0.34,10.34,114.2,51.55,528.0,540.2,77.8
45112500,-0.34,10.34,115.2,51.07,527.8,540.2,77.7
45114000,-0.33,10.39,112.3,51.96,526.1,538.0,77.9
45115500,-0.34,10.32,114.6,51.54,528.9,541.2,77.8
