Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.18,10.74,57.2,98.61,525.7,528.8,83.8
45001500,-0.18,10.78,57.6,97.13,523.4,526.6,83.7
45003000,-0.18,10.76,56.9,98.74,524.7,527.8,83.8
45004500,-0.17,10.77,54.8,102.43,524.6,527.5,84.0
45006000,-0.17,10.75,55.5,101.57,525.7,528.6,84.0
45007500,-0.18,10.75,57.3,98.35,525.4,528.5,83.8
45009000,-0.17,10.75,54.8,102.85,525.8,528.7,84.0
45010500,-0.17,10.78,56.2,99.75,524.1,527.1,83.9
45012000,-0.17,10.72,56.4,100.42,526.7,529.8,83.9
45013500,-0.18,10.77,57.3,97.95,524.3,527.4,83.8
45015000,-0.17,10.69,56.2,101.42,528.6,531.6,83.9
45016500,-0.18,10.71,57.5,98.62,527.2,530.3,83.8
45018000,-0.18,10.72,57.6,98.31,526.6,529.7,83.8
45019500,-0.17,10.70,57.1,99.73,528.0,531.1,83.8
45021000,-0.17,10.69,57.2,99.61,528.3,531.4,83.8
45022500,-0.18,10.66,57.7,99.24,529.5,532.6,83.8
45024000,-0.17,10.71,56.3,100.87,527.3,530.3,83.9
45025500,-0.18,10.70,57.7,98.56,527.7,530.8,83.8
45027000,-0.17,10.69,54.7,104.26,528.8,531.6,84.1
45028500,-0.17,10.66,56.4,101.72,530.2,533.2,83.9
45030000,-0.17,10.66,54.5,105.19,530.2,533.0,84.1
45031500,-0.17,10.69,55.0,103.59,528.8,531.6,84.1
45033000,-0.17,10.67,55.6,102.77,529.5,532.4,84.0
45034500,-0.17,10.69,56.7,100.40,528.2,531.3,83.9
45036000,-0.17,10.66,56.2,102.09,530.1,533.1,84.0
45037500,-0.17,10.64,54.7,105.07,531.1,533.9,84.1
45039000,-0.18,10.67,57.7,99.09,529.4,532.5,83.8
45040500,-0.17,10.64,57.4,100.21,530.8,533.9,83.8
45042000,-0.17,10.64,57.4,100.08,530.6,533.7,83.8
45043500,-0.17,10.68,57.0,100.16,529.1,532.1,83.8
45045000,-0.17,10.66,56.5,101.38,529.9,532.9,83.9
45046500,-0.17,10.64,55.5,103.75,531.3,534.2,84.0
45048000,-0.18,10.61,58.7,98.47,532.1,535.4,83.7
45049500,-0.17,10.65,57.8,99.30,530.2,533.4,83.8
45051000,-0.17,10.61,56.7,102.07,532.6,535.6,83.9
45052500,-0.17,10.62,56.3,102.62,532.0,535.0,84.0
45054000,-0.17,10.60,58.0,99.88,532.6,535.7,83.8
45055500,-0.17,10.60,57.3,101.09,532.9,536.0,83.9
45057000,-0.17,10.58,57.5,101.23,533.9,537.0,83.9
45058500,-0.17,10.56,56.7,102.95,534.8,537.8,84.0
45060000,-0.17,10.61,56.8,101.77,532.3,535.3,83.9
45061500,-0.17,10.60,57.5,100.69,532.6,535.7,83.8
45063000,-0.17,10.54,58.6,100.11,535.9,539.1,83.8
45064500,-0.17,10.60,57.7,100.50,532.9,536.0,83.8
45066000,-0.17,10.56,58.4,100.03,534.8,538.0,83.8
45067500,-0.17,10.55,57.8,101.20,535.6,538.7,83.8
45069000,-0.17,10.55,57.7,101.30,535.3,538.4,83.8
45070500,-0.17,10.58,57.1,101.87,534.1,537.1,83.9
45072000,-0.17,10.52,57.7,102.02,537.0,540.1,83.9
45073500,-0.17,10.56,55.9,104.45,535.1,538.0,84.0
45075000,-0.17,10.53,57.4,102.22,536.3,539.4,83.9
45076500,-0.16,10.55,55.6,105.34,535.9,538.8,84.1
45078000,-0.17,10.50,56.7,104.13,538.2,541.2,84.0
45079500,-0.17,10.53,57.8,101.61,536.6,539.7,83.9
45081000,-0.17,10.55,57.5,101.71,535.3,538.3,83.9
45082500,-0.16,10.50,54.5,108.39,538.6,541.3,84.2
45084000,-0.16,10.54,55.4,105.83,536.3,539.1,84.1
45085500,-0.17,10.50,57.4,102.94,538.3,541.3,83.9
45087000,-0.17,10.53,56.1,104.70,536.8,539.7,84.0
45088500,-0.16,10.48,56.0,105.75,539.2,542.1,84.1
45090000,-0.17,10.52,56.6,103.98,537.2,540.2,84.0
45091500,-0.17,10.52,56.1,104.94,537.5,540.4,84.0
45093000,-0.17,10.51,57.5,102.52,537.4,540.4,83.9
45094500,-0.17,10.51,57.0,103.51,537.8,540.8,84.0
45096000,-0.17,10.50,57.1,103.46,538.1,541.1,83.9
45097500,-0.16,10.47,55.8,106.50,539.8,542.7,84.1
45099000,-0.17,10.51,57.6,102.32,537.5,540.6,83.9
45100500,-0.17,10.48,57.6,102.92,539.3,542.3,83.9
45102000,-0.16,10.47,55.9,106.37,540.0,542.9,84.1
45103500,-0.17,10.43,57.2,104.59,541.6,544.6,84.0
45105000,-0.16,10.45,56.1,106.42,541.1,544.0,84.1
45106500,-0.16,10.47,56.3,105.65,540.1,543.0,84.1
45108000,-0.17,10.44,57.0,104.81,541.3,544.3,84.0
45109500,-0.16,10.46,55.6,107.10,540.3,543.2,84.1
45111000,-0.17,10.47,57.0,104.26,540.0,543.0,84.0
45112500,-0.17,10.46,57.7,103.27,540.3,543.4,83.9
45114000,-0.16,10.45,55.4,107.84,541.4,544.2,84.2
45115500,-0.17,10.43,59.4,100.69,541.5,544.7,83.7
45117000,-0.16,10.41,57.0,105.42,542.9,545.9,84.0
45118500,-0.16,10.39,55.0,109.84,544.7,547.5,84.2
45120000,-0.16,10.41,55.6,108.22,543.3,546.1,84.2
45121500,-0.17,10.38,60.1,100.43,543.9,547.2,83.7
45123000,-0.16,10.43,56.6,105.76,541.8,544.7,84.0
45124500,-0.17,10.43,57.8,103.55,541.9,545.0,83.9
45126000,-0.17,10.40,57.8,104.08,543.3,546.3,83.9
45127500,-0.16,10.38,57.3,105.38,544.3,547.4,84.0
45129000,-0.17,10.39,57.4,105.11,544.1,547.2,84.0
45130500,-0.16,10.36,57.5,105.63,545.7,548.7,84.0
45132000,-0.16,10.40,57.0,105.74,543.6,546.6,84.0
45133500,-0.16,10.34,55.6,109.52,546.8,549.6,84.2
45135000,-0.16,10.37,57.0,106.21,545.0,547.9,84.0
45136500,-0.16,10.32,56.3,108.65,547.8,550.7,84.1
45138000,-0.16,10.35,57.1,106.47,546.3,549.3,84.0
45139500,-0.17,10.34,58.4,104.29,546.6,549.7,83.9
45141000,-0.16,10.32,56.2,108.88,548.2,551.1,84.1
45142500,-0.16,10.34,56.7,107.43,546.8,549.8,84.1
45144000,-0.17,10.36,57.7,105.24,545.7,548.8,84.0
45145500,-0.16,10.32,57.7,106.00,547.8,550.8,84.0
45147000,-0.17,10.35,57.8,105.00,545.8,548.8,84.0
45148500,-0.16,10.33,55.8,109.54,547.6,550.5,84.2
45150000,-0.17,10.29,58.5,105.09,548.9,552.1,83.9
45151500,-0.16,10.35,56.4,107.75,546.2,549.2,84.1
45153000,-0.16,10.30,55.5,110.66,549.1,551.9,84.2
45154500,-0.16,10.29,56.7,108.52,549.6,552.5,84.1
45156000,-0.16,10.30,55.6,110.46,549.3,552.1,84.2
45157500,-0.16,10.30,55.8,110.00,549.0,551.8,84.2
45159000,-0.16,10.27,57.6,107.04,550.2,553.2,84.0
45160500,-0.16,10.27,57.4,107.47,550.3,553.2,84.0
45162000,-0.16,10.28,57.5,107.15,549.7,552.7,84.0
45163500,-0.16,10.28,56.4,109.35,550.0,552.9,84.1
45165000,-0.15,10.28,54.9,112.23,550.2,553.0,84.3
45166500,-0.16,10.31,56.1,109.27,548.7,551.6,84.2
45168000,-0.16,10.25,56.0,110.75,551.9,554.7,84.2
45169500,-0.16,10.27,56.1,110.22,550.9,553.8,84.2
45171000,-0.16,10.26,57.2,108.21,551.2,554.1,84.1
45172500,-0.16,10.23,56.4,110.40,553.1,556.0,84.2
45174000,-0.16,10.24,57.7,107.56,551.8,554.9,84.0
45175500,-0.16,10.24,55.9,111.21,552.3,555.1,84.2
45177000,-0.16,10.20,59.1,105.89,554.2,557.4,83.9
45178500,-0.16,10.22,56.3,110.94,553.6,556.4,84.2
45180000,-0.16,10.21,56.7,110.25,553.8,556.7,84.2
45181500,-0.16,10.21,57.1,109.38,553.7,556.6,84.1
45183000,-0.16,10.22,58.1,107.33,553.3,556.3,84.0
