Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.47,13.24,97.3,36.66,408.1,419.5,76.6
45001500,-0.47,13.26,95.9,37.12,407.9,419.0,76.8
45003000,-0.47,13.21,97.4,36.75,408.8,420.2,76.6
45004500,-0.47,13.21,96.8,37.03,409.2,420.5,76.7
45006000,-0.47,13.26,96.5,36.89,407.8,419.0,76.7
45007500,-0.47,13.24,96.1,37.11,408.4,419.6,76.8
45009000,-0.47,13.18,97.6,36.87,410.0,421.5,76.6
45010500,-0.47,13.18,98.1,36.64,409.6,421.2,76.5
45012000,-0.47,13.22,97.0,36.89,408.8,420.1,76.7
45013500,-0.47,13.22,97.1,36.83,408.7,420.1,76.6
45015000,-0.47,13.19,97.2,36.97,409.6,421.0,76.7
45016500,-0.47,13.23,96.4,37.09,408.8,420.0,76.7
45018000,-0.47,13.23,97.0,36.83,408.5,419.8,76.6
45019500,-0.47,13.23,96.3,37.08,408.6,419.8,76.7
45021000,-0.47,13.21,97.6,36.70,408.8,420.3,76.6
45022500,-0.47,13.22,97.5,36.68,408.5,420.0,76.6
45024000,-0.48,13.17,98.5,36.55,409.9,421.5,76.5
45025500,-0.47,13.18,97.8,36.79,409.8,421.3,76.6
45027000,-0.47,13.16,97.8,36.88,410.4,421.9,76.6
45028500,-0.47,13.17,97.5,36.97,410.2,421.6,76.6
45030000,-0.47,13.17,97.8,36.88,410.3,421.8,76.6
45031500,-0.47,13.17,97.6,36.93,410.3,421.7,76.6
45033000,-0.47,13.17,97.1,37.11,410.4,421.8,76.7
45034500,-0.47,13.11,98.6,36.84,411.7,423.4,76.5
45036000,-0.47,13.19,96.9,37.08,409.8,421.1,76.7
45037500,-0.47,13.16,96.9,37.31,411.1,422.3,76.7
45039000,-0.47,13.14,98.1,36.90,411.1,422.6,76.6
45040500,-0.47,13.11,98.9,36.77,411.9,423.6,76.5
45042000,-0.47,13.14,97.4,37.21,411.5,422.9,76.7
45043500,-0.47,13.12,97.4,37.32,412.2,423.5,76.7
45045000,-0.47,13.10,97.8,37.26,412.6,424.0,76.7
45046500,-0.46,13.11,97.3,37.39,412.5,423.8,76.7
45048000,-0.47,13.10,98.1,37.11,412.4,423.9,76.6
45049500,-0.47,13.11,97.8,37.20,412.3,423.8,76.7
45051000,-0.46,13.07,97.9,37.37,413.5,424.9,76.7
45052500,-0.47,13.11,97.8,37.20,412.4,423.8,76.7
45054000,-0.47,13.07,99.2,36.85,413.1,424.8,76.5
45055500,-0.47,13.09,98.0,37.25,413.0,424.5,76.6
45057000,-0.47,13.05,99.3,36.88,413.4,425.2,76.5
45058500,-0.47,13.06,99.0,36.98,413.4,425.1,76.5
45060000,-0.46,13.08,97.6,37.44,413.4,424.7,76.7
45061500,-0.47,13.11,98.5,36.91,412.0,423.7,76.6
45063000,-0.47,13.02,100.0,36.81,414.4,426.3,76.4
45064500,-0.47,13.07,98.5,37.17,413.4,425.0,76.6
45066000,-0.47,13.06,98.4,37.20,413.6,425.1,76.6
45067500,-0.47,13.06,98.4,37.25,413.7,425.2,76.6
45069000,-0.46,13.03,97.5,37.83,415.4,426.7,76.8
45070500,-0.47,13.02,99.5,37.04,414.8,426.5,76.5
45072000,-0.47,13.03,99.1,37.13,414.5,426.2,76.6
45073500,-0.47,13.04,98.5,37.30,414.3,425.9,76.6
45075000,-0.46,13.03,97.6,37.72,415.0,426.3,76.8
45076500,-0.47,13.02,98.8,37.33,415.1,426.7,76.6
45078000,-0.47,13.05,98.9,37.11,413.9,425.5,76.6
45079500,-0.47,12.98,99.4,37.27,416.0,427.7,76.6
45081000,-0.47,12.97,100.0,37.13,416.2,428.0,76.5
45082500,-0.47,13.04,99.1,37.04,414.0,425.7,76.5
45084000,-0.46,13.00,98.3,37.64,415.9,427.4,76.7
45085500,-0.46,13.01,98.6,37.45,415.4,426.9,76.6
45087000,-0.46,13.00,98.9,37.39,415.6,427.2,76.6
45088500,-0.47,12.98,99.9,37.08,415.7,427.5,76.5
45090000,-0.47,13.00,100.1,36.89,415.1,427.0,76.4
45091500,-0.47,12.97,99.7,37.22,416.2,428.0,76.5
45093000,-0.46,12.95,99.4,37.50,417.3,428.9,76.6
45094500,-0.46,12.94,99.7,37.38,417.2,429.0,76.6
45096000,-0.47,12.96,100.0,37.20,416.6,428.5,76.5
45097500,-0.46,12.91,99.5,37.65,418.4,430.1,76.6
45099000,-0.46,12.94,99.7,37.40,417.4,429.1,76.6
45100500,-0.47,12.94,100.2,37.19,417.1,429.0,76.5
45102000,-0.46,12.96,98.0,38.02,417.6,429.0,76.8
45103500,-0.46,12.96,98.6,37.76,417.1,428.6,76.7
