Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.47,13.19,97.3,36.91,409.6,421.0,76.6
45001500,-0.47,13.20,97.0,36.96,409.4,420.7,76.7
45003000,-0.47,13.19,97.3,36.94,409.7,421.1,76.6
45004500,-0.47,13.15,97.7,37.02,410.9,422.4,76.6
45006000,-0.47,13.16,96.7,37.36,411.0,422.2,76.8
45007500,-0.47,13.14,97.7,37.06,411.3,422.7,76.6
45009000,-0.46,13.19,95.5,37.72,410.6,421.6,76.9
45010500,-0.47,13.19,96.6,37.23,410.1,421.3,76.7
45012000,-0.47,13.17,96.7,37.27,410.5,421.8,76.7
45013500,-0.47,13.10,97.7,37.29,412.7,424.1,76.7
45015000,-0.47,13.19,97.5,36.89,409.7,421.2,76.6
45016500,-0.47,13.15,97.3,37.16,411.1,422.4,76.7
45018000,-0.47,13.13,97.7,37.09,411.5,423.0,76.6
45019500,-0.47,13.12,97.8,37.13,412.0,423.4,76.6
45021000,-0.47,13.12,97.5,37.24,411.9,423.3,76.7
45022500,-0.47,13.13,98.6,36.76,411.2,422.9,76.5
45024000,-0.47,13.09,98.1,37.21,412.9,424.3,76.6
45025500,-0.46,13.12,96.5,37.67,412.5,423.6,76.8
45027000,-0.48,13.11,99.6,36.43,411.2,423.1,76.4
45028500,-0.47,13.15,97.2,37.18,411.1,422.4,76.7
45030000,-0.47,13.14,98.7,36.63,410.8,422.5,76.5
45031500,-0.46,13.08,97.6,37.46,413.4,424.8,76.7
45033000,-0.46,13.08,97.4,37.56,413.6,424.9,76.7
45034500,-0.47,13.11,97.5,37.35,412.6,423.9,76.7
45036000,-0.46,13.12,97.1,37.44,412.3,423.6,76.7
45037500,-0.46,13.06,97.8,37.48,414.0,425.4,76.7
45039000,-0.46,13.09,96.9,37.67,413.2,424.4,76.8
45040500,-0.47,13.14,97.0,37.36,411.7,423.0,76.7
45042000,-0.47,13.08,97.9,37.32,413.1,424.6,76.7
45043500,-0.46,13.06,98.0,37.45,414.1,425.5,76.7
45045000,-0.47,13.10,98.5,36.93,412.1,423.8,76.6
45046500,-0.46,13.07,97.3,37.66,414.0,425.3,76.8
45048000,-0.47,13.06,98.3,37.28,413.7,425.2,76.6
45049500,-0.47,13.08,97.9,37.33,413.3,424.7,76.7
45051000,-0.46,13.05,98.2,37.40,414.2,425.6,76.7
45052500,-0.46,13.05,96.9,37.93,414.7,425.9,76.9
45054000,-0.47,13.01,99.0,37.28,415.3,426.9,76.6
45055500,-0.46,13.03,98.1,37.56,414.9,426.3,76.7
45057000,-0.47,13.04,99.5,36.92,414.0,425.8,76.5
45058500,-0.46,13.01,98.7,37.41,415.3,426.9,76.6
45060000,-0.47,13.06,98.9,37.04,413.6,425.3,76.5
45061500,-0.47,12.97,99.6,37.29,416.5,428.3,76.5
45063000,-0.47,12.99,100.1,36.92,415.3,427.2,76.4
45064500,-0.46,13.01,98.6,37.45,415.3,426.9,76.6
45066000,-0.46,13.01,97.8,37.77,415.7,427.0,76.8
45067500,-0.46,13.00,98.9,37.39,415.6,427.2,76.6
45069000,-0.46,12.98,99.1,37.45,416.4,428.0,76.6
45070500,-0.46,12.98,98.8,37.53,416.3,427.8,76.6
45072000,-0.46,13.03,98.2,37.49,414.9,426.3,76.7
45073500,-0.46,12.98,98.6,37.63,416.4,427.9,76.7
45075000,-0.47,12.95,99.7,37.37,417.2,428.9,76.6
45076500,-0.47,12.97,100.3,37.03,416.2,428.1,76.5
45078000,-0.46,13.03,98.4,37.38,414.7,426.2,76.6
45079500,-0.47,12.93,101.0,36.94,417.0,429.0,76.4
45081000,-0.46,12.95,99.4,37.51,417.3,429.0,76.6
45082500,-0.46,12.96,99.4,37.44,416.9,428.6,76.6
45084000,-0.46,12.97,99.0,37.55,416.7,428.3,76.6
45085500,-0.47,12.96,100.0,37.20,416.7,428.5,76.5
45087000,-0.46,12.90,100.3,37.40,418.5,430.3,76.5
45088500,-0.46,12.96,98.4,37.84,417.3,428.8,76.7
45090000,-0.46,12.92,100.0,37.43,418.0,429.8,76.5
45091500,-0.46,12.94,99.7,37.38,417.3,429.0,76.6
45093000,-0.46,12.92,99.8,37.47,417.9,429.7,76.6
45094500,-0.46,12.91,100.0,37.45,418.2,430.0,76.6
45096000,-0.46,12.88,99.9,37.71,419.4,431.2,76.6
45097500,-0.46,12.86,100.5,37.55,419.8,431.7,76.5
45099000,-0.47,12.87,101.6,37.02,418.8,431.0,76.4
45100500,-0.46,12.92,98.4,38.10,418.9,430.3,76.8
45102000,-0.46,12.95,98.3,37.95,417.8,429.2,76.8
45103500,-0.47,12.89,101.2,37.09,418.5,430.6,76.4
45105000,-0.46,12.92,99.8,37.49,418.0,429.8,76.6
45106500,-0.46,12.88,100.0,37.62,419.3,431.1,76.6
45108000,-0.46,12.91,99.7,37.61,418.5,430.2,76.6
45109500,-0.46,12.84,99.8,37.97,420.9,432.6,76.7
45111000,-0.46,12.87,99.8,37.78,419.7,431.5,76.6
45112500,-0.46,12.83,99.5,38.18,421.6,433.2,76.7
45114000,-0.46,12.85,99.8,37.94,420.6,432.3,76.7
45115500,-0.47,12.86,101.2,37.26,419.5,431.6,76.4
45117000,-0.46,12.87,99.1,38.10,420.2,431.8,76.7
45118500,-0.47,12.81,102.0,37.26,421.0,433.2,76.4
45120000,-0.46,12.84,100.0,37.92,421.0,432.7,76.6
45121500,-0.46,12.84,101.0,37.52,420.5,432.5,76.5
45123000,-0.46,12.87,100.0,37.73,419.9,431.7,76.6
45124500,-0.46,12.80,100.5,37.92,422.0,433.8,76.6
45126000,-0.46,12.81,101.0,37.67,421.6,433.5,76.5
45127500,-0.46,12.76,100.8,38.08,423.5,435.3,76.6
45129000,-0.46,12.81,100.8,37.75,421.6,433.5,76.6
45130500,-0.46,12.81,101.3,37.54,421.3,433.3,76.5
45132000,-0.46,12.82,100.7,37.73,421.2,433.1,76.6
45133500,-0.46,12.81,100.0,38.10,422.0,433.7,76.7
45135000,-0.46,12.82,100.5,37.78,421.2,433.1,76.6
45136500,-0.47,12.76,102.5,37.34,422.5,434.7,76.4
45138000,-0.46,12.75,102.0,37.64,423.4,435.5,76.5
45139500,-0.46,12.79,101.2,37.71,422.2,434.1,76.5
45141000,-0.46,12.74,101.1,38.05,424.0,435.9,76.6
45142500,-0.46,12.77,101.4,37.74,422.8,434.8,76.5
45144000,-0.46,12.75,101.5,37.84,423.5,435.5,76.5
45145500,-0.46,12.77,101.1,37.89,423.0,434.9,76.6
45147000,-0.46,12.75,101.2,37.97,423.7,435.6,76.6
45148500,-0.46,12.74,101.7,37.80,423.6,435.7,76.5
45150000,-0.46,12.76,100.9,38.00,423.3,435.2,76.6
45151500,-0.45,12.72,101.0,38.21,424.8,436.6,76.6
45153000,-0.45,12.73,100.7,38.34,424.8,436.6,76.7
45154500,-0.46,12.75,102.2,37.54,423.1,435.2,76.4
45156000,-0.45,12.73,100.9,38.24,424.6,436.5,76.6
45157500,-0.46,12.75,100.8,38.11,423.8,435.6,76.6
45159000,-0.46,12.75,101.0,38.05,423.8,435.7,76.6
45160500,-0.46,12.72,102.2,37.75,424.4,436.5,76.5
45162000,-0.45,12.73,100.9,38.23,424.6,436.4,76.6
