Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.22,11.13,67.1,77.96,504.4,508.9,82.4
45001500,-0.23,11.14,68.0,76.68,503.8,508.4,82.3
45003000,-0.23,11.12,69.2,75.52,504.1,508.8,82.2
45004500,-0.23,11.10,68.4,76.65,505.2,509.8,82.3
45006000,-0.22,11.10,67.7,77.56,505.4,509.9,82.4
45007500,-0.23,11.10,69.3,75.68,505.1,509.9,82.2
45009000,-0.22,11.12,67.0,78.27,505.0,509.5,82.4
45010500,-0.23,11.10,68.3,76.89,505.4,510.0,82.3
45012000,-0.22,11.10,66.5,79.10,505.9,510.3,82.5
45013500,-0.22,11.10,65.4,80.39,506.2,510.4,82.6
45015000,-0.22,11.11,66.7,78.55,505.1,509.5,82.5
45016500,-0.23,11.10,69.0,76.07,505.2,509.9,82.2
45018000,-0.22,11.10,67.1,78.26,505.7,510.2,82.4
45019500,-0.22,11.10,67.4,77.99,505.7,510.1,82.4
45021000,-0.22,11.10,66.8,78.67,505.8,510.2,82.5
45022500,-0.23,11.10,68.8,76.29,505.3,509.9,82.2
45024000,-0.22,11.10,65.6,80.11,506.1,510.4,82.6
45025500,-0.22,11.10,66.5,79.01,505.9,510.3,82.5
45027000,-0.22,11.10,67.2,78.25,505.7,510.2,82.4
45028500,-0.23,11.10,69.2,75.83,505.2,509.9,82.2
45030000,-0.23,11.10,68.7,76.43,505.3,510.0,82.3
45031500,-0.22,10.90,69.8,78.06,514.7,519.4,82.3
45033000,-0.22,11.10,67.1,78.30,505.7,510.2,82.4
45034500,-0.23,11.10,68.5,76.66,505.4,510.0,82.3
45036000,-0.22,11.10,67.4,77.92,505.7,510.1,82.4
45037500,-0.22,10.90,68.5,79.50,515.0,519.6,82.4
45039000,-0.22,10.90,70.1,77.61,514.6,519.3,82.2
45040500,-0.22,11.10,67.1,78.27,505.7,510.2,82.4
45042000,-0.22,10.90,69.2,78.73,514.9,519.5,82.3
45043500,-0.22,10.90,69.8,78.04,514.7,519.4,82.3
45045000,-0.22,10.90,70.1,77.67,514.6,519.4,82.2
45046500,-0.22,10.90,70.2,77.55,514.6,519.3,82.2
45048000,-0.22,11.10,66.1,79.49,506.0,510.3,82.6
45049500,-0.22,10.90,69.6,78.20,514.7,519.4,82.3
45051000,-0.23,10.90,71.8,75.70,514.1,519.1,82.0
45052500,-0.22,10.90,70.2,77.55,514.6,519.3,82.2
45054000,-0.22,10.90,68.4,79.65,515.1,519.6,82.4
45055500,-0.22,10.90,69.2,78.69,514.8,519.5,82.3
45057000,-0.22,10.90,68.7,79.33,515.0,519.5,82.4
45058500,-0.22,10.90,68.7,79.34,515.0,519.5,82.4
45060000,-0.22,10.90,68.2,79.94,515.1,519.6,82.5
45061500,-0.22,10.90,69.4,78.49,514.8,519.5,82.3
45063000,-0.22,10.90,67.6,80.61,515.3,519.7,82.5
45064500,-0.22,10.90,68.1,80.00,515.1,519.6,82.5
45066000,-0.22,10.90,68.5,79.50,515.0,519.6,82.4
45067500,-0.22,10.90,67.6,80.67,515.3,519.7,82.5
