Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
45000000,-0.47,13.05,99.4,36.87,413.5,425.2,76.5
45001500,-0.47,13.07,98.8,37.02,413.1,424.8,76.6
45003000,-0.47,13.06,98.1,37.36,413.9,425.3,76.7
45004500,-0.47,13.07,98.4,37.21,413.5,425.1,76.6
45006000,-0.47,13.05,99.0,37.02,413.7,425.4,76.5
45007500,-0.46,13.11,97.2,37.45,412.7,424.0,76.7
45009000,-0.46,13.03,96.7,38.15,415.6,426.7,76.9
45010500,-0.47,13.06,99.0,36.99,413.5,425.2,76.5
45012000,-0.47,13.10,97.6,37.35,412.7,424.1,76.7
45013500,-0.47,13.05,98.2,37.35,414.1,425.6,76.7
45015000,-0.47,13.02,99.6,36.99,414.5,426.3,76.5
45016500,-0.46,13.04,97.0,37.99,415.3,426.5,76.9
45018000,-0.46,13.06,97.3,37.71,414.3,425.6,76.8
45019500,-0.46,13.04,97.3,37.83,415.0,426.3,76.8
45021000,-0.46,13.00,98.3,37.62,415.8,427.3,76.7
45022500,-0.47,13.00,99.3,37.21,415.4,427.1,76.6
45024000,-0.47,12.98,100.4,36.92,415.7,427.7,76.4
45025500,-0.46,13.02,97.6,37.81,415.6,426.9,76.8
45027000,-0.46,12.98,99.1,37.43,416.3,427.9,76.6
45028500,-0.46,12.95,99.1,37.59,417.3,428.9,76.6
45030000,-0.46,13.02,97.5,37.88,415.7,426.9,76.8
45031500,-0.46,13.01,98.2,37.63,415.7,427.2,76.7
45033000,-0.47,12.99,99.3,37.28,415.8,427.5,76.6
45034500,-0.46,12.98,98.3,37.76,416.6,428.1,76.7
45036000,-0.46,12.97,99.1,37.49,416.7,428.3,76.6
45037500,-0.46,12.89,99.9,37.62,419.0,430.8,76.6
45039000,-0.47,12.99,99.3,37.26,415.7,427.4,76.6
45040500,-0.47,12.96,99.8,37.26,416.7,428.4,76.5
45042000,-0.46,12.97,98.5,37.75,417.0,428.5,76.7
45043500,-0.46,12.95,99.5,37.42,417.0,428.7,76.6
45045000,-0.46,12.92,98.9,37.87,418.5,430.0,76.7
45046500,-0.46,12.94,98.4,38.00,418.1,429.5,76.8
45048000,-0.46,12.95,99.5,37.41,417.0,428.7,76.6
45049500,-0.46,12.94,98.8,37.82,418.0,429.5,76.7
45051000,-0.46,12.91,99.5,37.65,418.5,430.1,76.6
45052500,-0.46,12.91,99.2,37.80,418.8,430.4,76.7
45054000,-0.46,12.93,99.5,37.55,417.7,429.4,76.6
45055500,-0.46,12.93,99.4,37.60,417.9,429.6,76.6
45057000,-0.46,12.92,99.9,37.48,418.2,430.0,76.6
45058500,-0.46,12.89,99.4,37.87,419.5,431.1,76.7
45060000,-0.46,12.90,100.0,37.52,418.7,430.5,76.6
45061500,-0.46,12.88,99.6,37.82,419.6,431.3,76.6
45063000,-0.47,12.84,101.5,37.26,420.1,432.1,76.4
45064500,-0.46,12.88,99.4,37.93,419.9,431.5,76.7
45066000,-0.46,12.89,98.8,38.09,419.6,431.1,76.7
45067500,-0.46,12.84,99.9,37.93,420.8,432.5,76.6
45069000,-0.46,12.88,99.4,37.93,419.9,431.5,76.7
45070500,-0.46,12.87,100.2,37.66,419.8,431.6,76.6
45072000,-0.46,12.88,100.3,37.54,419.3,431.1,76.5
45073500,-0.46,12.85,99.5,38.04,420.6,432.2,76.7
45075000,-0.46,12.86,99.7,37.88,420.2,431.9,76.6
45076500,-0.46,12.87,100.2,37.65,419.7,431.5,76.6
45078000,-0.46,12.85,100.4,37.71,420.5,432.3,76.6
45079500,-0.46,12.83,100.1,37.89,421.1,432.8,76.6
45081000,-0.46,12.85,99.7,37.99,420.7,432.4,76.7
45082500,-0.46,12.86,99.3,38.12,420.7,432.2,76.7
45084000,-0.46,12.81,101.2,37.60,421.6,433.5,76.5
45085500,-0.46,12.82,100.9,37.63,421.2,433.1,76.5
45087000,-0.46,12.85,100.4,37.68,420.5,432.3,76.6
45088500,-0.46,12.85,100.0,37.85,420.5,432.2,76.6
45090000,-0.46,12.80,100.8,37.84,422.2,434.0,76.6
45091500,-0.46,12.84,100.1,37.84,420.8,432.5,76.6
45093000,-0.46,12.80,100.5,37.96,422.2,433.9,76.6
45094500,-0.46,12.81,101.6,37.43,421.2,433.3,76.4
45096000,-0.46,12.81,100.0,38.05,421.8,433.5,76.7
45097500,-0.46,12.76,101.2,37.86,423.1,435.0,76.5
45099000,-0.46,12.79,100.8,37.87,422.2,434.1,76.6
45100500,-0.46,12.79,101.3,37.68,422.1,434.1,76.5
45102000,-0.46,12.82,100.6,37.81,421.5,433.3,76.6
45103500,-0.46,12.76,101.0,38.01,423.5,435.4,76.6
45105000,-0.46,12.79,101.4,37.65,422.2,434.2,76.5
45106500,-0.46,12.78,101.0,37.83,422.5,434.4,76.6
45108000,-0.46,12.77,101.4,37.77,422.9,434.9,76.5
45109500,-0.46,12.70,103.3,37.39,424.4,436.8,76.3
